protein	cancers	mean_simp_change	num_cancers
CNOT8	brca_lscc_luad	1.0	3
ATP6V1E1	colon_lscc_luad	-1.0	3
ATP6V1H	colon_lscc_luad	-1.0	3
KCTD15	brca_lscc	1.0	2
AGO2	colon_lscc	1.0	2
ARFGAP3	colon_lscc	-1.0	2
ATP6V1G1	colon_lscc	-1.0	2
CRELD2	colon_lscc	-1.0	2
DDX28	colon_lscc	1.0	2
DNAJC19	colon_lscc	1.0	2
FAS	colon_lscc	-1.0	2
GCLC	colon_lscc	1.0	2
LMAN1	colon_lscc	-1.0	2
MRPL18	colon_lscc	1.0	2
MRPL3	colon_lscc	1.0	2
MRPL49	colon_lscc	1.0	2
NUCB2	colon_lscc	-1.0	2
P4HB	colon_lscc	-1.0	2
TOMM70	colon_lscc	1.0	2
ATP6V1A	colon_luad	-1.0	2
PTK2	colon_luad	1.0	2
SMAP2	hnscc_lscc	-1.0	2
HIST1H1D	hnscc_luad	-1.0	2
ACAP1	lscc_luad	-1.0	2
CYB5R4	lscc_luad	-1.0	2
ELMO1	lscc_luad	-1.0	2
FGD3	lscc_luad	-1.0	2
GRAP	lscc_luad	-1.0	2
ISG20	lscc_luad	-1.0	2
MTMR6	lscc_luad	-1.0	2
PLCL2	lscc_luad	-1.0	2
PPIB	lscc_luad	-1.0	2
PRKCB	lscc_luad	-1.0	2
RCSD1	lscc_luad	-1.0	2
SETDB2-PHF11	lscc_luad	-1.0	2
TXNDC5	lscc_luad	-1.0	2
ATP6V1D	brca	-1.0	1
ALDH1B1	colon	1.0	1
ATP1B3	colon	1.0	1
ATP6V1F	colon	-1.0	1
BAG4	colon	-1.0	1
COQ8A	colon	1.0	1
CTBP1	colon	-1.0	1
FARP1	colon	1.0	1
HSPA4L	colon	-1.0	1
LAMP1	colon	1.0	1
MRPS33	colon	1.0	1
MTPAP	colon	1.0	1
NDUFAF2	colon	1.0	1
PDIA3	colon	-1.0	1
RAD50	colon	1.0	1
RARS2	colon	1.0	1
RPS6KB2	colon	-1.0	1
SBDS	colon	1.0	1
TPPP3	colon	1.0	1
TTC19	colon	-1.0	1
XPNPEP1	colon	-1.0	1
ZNF24	colon	-1.0	1
BAG5	hnscc	1.0	1
CLSTN1	hnscc	1.0	1
FAHD1	hnscc	1.0	1
GPNMB	hnscc	1.0	1
HIST1H1B	hnscc	-1.0	1
AAAS	lscc	1.0	1
AATF	lscc	1.0	1
ABCB6	lscc	1.0	1
ABCC5	lscc	1.0	1
ABCD1	lscc	-1.0	1
ABCF3	lscc	1.0	1
ABI3	lscc	-1.0	1
ABR	lscc	-1.0	1
ABT1	lscc	1.0	1
ACAD9	lscc	1.0	1
ACADM	lscc	-1.0	1
ACOT7	lscc	1.0	1
ACPP	lscc	1.0	1
ACTB	lscc	-1.0	1
ACTL6A	lscc	1.0	1
ACTR1A	lscc	-1.0	1
ACTR2	lscc	-1.0	1
ACTR3	lscc	-1.0	1
ADAL	lscc	1.0	1
ADAP2	lscc	-1.0	1
ADCK5	lscc	1.0	1
ADD2	lscc	1.0	1
ADGRE2	lscc	-1.0	1
ADGRE5	lscc	-1.0	1
ADI1	lscc	1.0	1
ADNP	lscc	1.0	1
AFG3L2	lscc	1.0	1
AHCTF1	lscc	1.0	1
AIF1	lscc	-1.0	1
AKAP11	lscc	-1.0	1
AKNA	lscc	-1.0	1
AKR1C1	lscc	1.0	1
ALDH1L2	lscc	-1.0	1
ALG1	lscc	-1.0	1
ALG2	lscc	-1.0	1
ALG5	lscc	-1.0	1
ALG9	lscc	-1.0	1
ALPL	lscc	-1.0	1
AMN1	lscc	1.0	1
AMPD2	lscc	-1.0	1
AMPD3	lscc	-1.0	1
AMZ2	lscc	1.0	1
ANAPC7	lscc	1.0	1
ANKFY1	lscc	-1.0	1
