	gain_event	loss_event
C3L-00977	False	False
C3L-00987	False	False
C3L-00994	True	False
C3L-00995	False	False
C3L-00997	True	False
C3L-00999	False	False
C3L-01138	False	False
C3L-01237	True	False
C3L-02621	False	False
C3L-02651	False	False
C3L-03378	False	False
C3L-04025	False	False
C3L-04354	True	True
C3L-04791	False	False
C3L-04844	True	True
C3L-04849	False	True
C3N-00204	True	True
C3N-00295	False	False
C3N-00297	False	False
C3N-00299	False	False
C3N-00300	False	False
C3N-00306	True	False
C3N-00307	False	False
C3N-00498	True	True
C3N-00519	False	False
C3N-00822	True	False
C3N-00825	False	False
C3N-00828	True	False
C3N-00829	False	False
C3N-00846	False	False
C3N-00857	False	False
C3N-00871	True	True
C3N-01337	False	False
C3N-01338	False	False
C3N-01339	True	True
C3N-01340	False	True
C3N-01620	True	False
C3N-01643	False	False
C3N-01645	False	False
C3N-01752	True	False
C3N-01754	False	True
C3N-01755	True	False
C3N-01756	False	False
C3N-01757	False	False
C3N-01758	False	False
C3N-01858	False	False
C3N-01859	False	False
C3N-01943	False	False
C3N-01944	False	False
C3N-01945	False	False
C3N-01946	False	False
C3N-01947	False	False
C3N-01948	False	False
C3N-02275	False	False
C3N-02279	True	False
C3N-02333	False	False
C3N-02693	False	False
C3N-02694	False	False
C3N-02695	False	False
C3N-02700	True	False
C3N-02713	True	True
C3N-02714	True	False
C3N-02716	False	False
C3N-02730	False	False
C3N-02925	False	False
C3N-03008	False	False
C3N-03009	False	False
C3N-03011	False	True
C3N-03012	False	True
C3N-03013	False	False
C3N-03015	False	False
C3N-03027	True	True
C3N-03028	False	False
C3N-03042	False	False
C3N-03045	True	True
C3N-03226	False	False
C3N-03433	False	False
C3N-03456	True	True
C3N-03457	True	False
C3N-03458	False	False
C3N-03487	False	False
C3N-03488	False	False
C3N-03490	True	False
C3N-03612	False	False
C3N-03619	True	False
C3N-03620	False	False
C3N-03664	True	True
C3N-03781	True	False
C3N-03782	True	False
C3N-03783	False	False
C3N-03785	False	True
C3N-03837	False	False
C3N-03841	False	False
C3N-03849	True	True
C3N-03876	True	True
C3N-03878	False	True
C3N-03888	False	True
C3N-03889	False	False
C3N-03928	False	False
C3N-03933	False	False
C3N-04152	True	True
C3N-04273	True	True
C3N-04275	True	False
C3N-04276	False	False
C3N-04277	False	False
C3N-04278	False	True
C3N-04279	False	False
C3N-04280	False	False
C3N-04611	True	False
