protein	cancers	mean_simp_change	num_cancers
ARFGEF1	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
CPNE3	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
GGH	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
LACTB2	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
MTERF3	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
MTFR1	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
OTUD6B	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
POP1	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
RIDA	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
STK3	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
TMEM70	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
UTP23	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
VCPIP1	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
YTHDF3	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
YWHAZ	brca_colon_hnscc_lscc_luad_ovarian	1.0	6
FAM91A1	brca_colon_hnscc_lscc_luad	1.0	5
MRPL15	brca_colon_hnscc_lscc_luad	1.0	5
PYCR3	brca_colon_hnscc_lscc_luad	1.0	5
RDH10	brca_colon_hnscc_lscc_luad	1.0	5
SQLE	brca_colon_hnscc_lscc_luad	1.0	5
RMDN1	brca_colon_hnscc_lscc_ovarian	1.0	5
DECR1	brca_colon_hnscc_luad_ovarian	1.0	5
HGH1	brca_colon_hnscc_luad_ovarian	1.0	5
ARMC1	brca_colon_lscc_luad_ovarian	1.0	5
C8orf82	brca_colon_lscc_luad_ovarian	1.0	5
CYC1	brca_colon_lscc_luad_ovarian	1.0	5
NBN	brca_colon_lscc_luad_ovarian	1.0	5
NCOA2	brca_colon_lscc_luad_ovarian	1.0	5
NUDCD1	brca_colon_lscc_luad_ovarian	1.0	5
RBM12B	brca_colon_lscc_luad_ovarian	1.0	5
ZFAND1	brca_colon_lscc_luad_ovarian	1.0	5
AGO2	brca_colon_hnscc_luad	1.0	4
ELOC	brca_colon_hnscc_luad	1.0	4
PTK2	brca_colon_hnscc_luad		4
SPAG1	brca_colon_hnscc_ovarian	1.0	4
DCAF13	brca_colon_lscc_luad	1.0	4
JPH1	brca_colon_lscc_luad	1.0	4
NDUFAF6	brca_colon_lscc_luad	1.0	4
RRS1	brca_colon_lscc_luad	1.0	4
TCEA1	brca_colon_lscc_luad	1.0	4
MRPS28	brca_colon_luad_ovarian	1.0	4
HSF1	brca_hnscc_lscc_luad	1.0	4
RBIS	brca_hnscc_lscc_luad	1.0	4
TATDN1	brca_hnscc_lscc_luad	1.0	4
SNX16	brca_hnscc_lscc_ovarian	1.0	4
ZBTB10	brca_lscc_luad_ovarian	1.0	4
SLC52A2	colon_hnscc_lscc_luad	1.0	4
LRATD2	colon_hnscc_luad_ovarian	1.0	4
NDRG1	colon_hnscc_luad_ovarian	1.0	4
RAB2A	colon_lscc_luad_ovarian	1.0	4
TMEM68	colon_lscc_luad_ovarian	1.0	4
SLC25A32	hnscc_lscc_luad_ovarian	1.0	4
MRPL13	brca_colon_hnscc	1.0	3
PDP1	brca_colon_hnscc	1.0	3
ZNF706	brca_colon_hnscc	1.0	3
BOP1	brca_colon_luad	1.0	3
C8orf33	brca_colon_luad	1.0	3
MROH1	brca_colon_ovarian	1.0	3
GRHL2	brca_hnscc_lscc	1.0	3
ATAD2	brca_lscc_luad	1.0	3
CHD7	brca_lscc_luad	1.0	3
ENY2	brca_lscc_luad	1.0	3
RB1CC1	brca_lscc_luad	1.0	3
TAF2	brca_lscc_luad	1.0	3
TGS1	brca_lscc_luad	1.0	3
UBR5	brca_lscc_luad	1.0	3
VPS13B	brca_lscc_luad	1.0	3
WWP1	brca_lscc_luad	1.0	3
ZHX1	brca_lscc_luad	1.0	3
NSMAF	brca_lscc_ovarian	1.0	3
ADCK5	colon_luad_ovarian	1.0	3
DERL1	colon_luad_ovarian	1.0	3
PTDSS1	colon_luad_ovarian	1.0	3
THEM6	colon_luad_ovarian	1.0	3
FZD6	hnscc_lscc_luad	1.0	3
IMPAD1	lscc_luad_ovarian	1.0	3
ZC2HC1A	lscc_luad_ovarian	1.0	3
CPSF1	brca_colon	1.0	2
RAD21	brca_colon	1.0	2
FBXL6	brca_lscc	1.0	2
MED30	brca_lscc	1.0	2
MTBP	brca_lscc		2
RAD54B	brca_lscc	1.0	2
WDYHV1	brca_lscc	1.0	2
ZNF250	brca_lscc	1.0	2
CHRAC1	brca_luad	1.0	2
CYHR1	brca_luad	1.0	2
NSMCE2	brca_luad	1.0	2
TERF1	brca_luad	1.0	2
ZNF623	brca_luad	1.0	2
ATP6V1C1	brca_ovarian	1.0	2
E2F5	brca_ovarian	1.0	2
FAM83H	brca_ovarian	1.0	2
LRRC14	brca_ovarian	1.0	2
RIPK2	brca_ovarian	1.0	2
TRPS1	brca_ovarian	1.0	2
EBAG9	colon_luad	1.0	2
TMEM65	colon_luad	1.0	2
DGAT1	colon_ovarian	1.0	2
MAL2	colon_ovarian	1.0	2
NAPRT	colon_ovarian	1.0	2
PLEKHF2	hnscc_lscc	1.0	2
SDR16C5	hnscc_luad	1.0	2
EIF3E	lscc_luad	1.0	2
PCMTD1	lscc_luad	1.0	2
PTP4A3	luad_ovarian	1.0	2
ASAP1	brca		1
CHCHD7	brca	1.0	1
CRISPLD1	brca	1.0	1
DSCC1	brca	1.0	1
EXOSC4	brca	1.0	1
LYPLA1	brca	1.0	1
MAF1	brca	1.0	1
PABPC1	brca	1.0	1
PHF20L1	brca	1.0	1
POLR2K	brca	1.0	1
RECQL4	brca	1.0	1
RRM2B	brca	1.0	1
SBSPON	brca	-1.0	1
TONSL	brca	1.0	1
VIRMA	brca	1.0	1
ZHX2	brca	1.0	1
ZNF696	brca	1.0	1
DEPTOR	colon	1.0	1
KHDRBS3	colon	1.0	1
SYBU	colon	1.0	1
UQCRB	colon	1.0	1
FABP5	hnscc	1.0	1
GEM	hnscc		1
LY6D	hnscc		1
ARHGAP39	lscc		1
DPY19L4	lscc	1.0	1
PAG1	lscc	-1.0	1
STAU2	lscc	1.0	1
TOP1MT	lscc	1.0	1
CHMP4C	luad	1.0	1
COX6C	luad	1.0	1
EXT1	luad	1.0	1
FAM92A	luad	-1.0	1
GPAA1	luad	1.0	1
MTSS1	luad	1.0	1
PPP1R16A	luad		1
RNF139	luad	1.0	1
RNF19A	luad		1
TRAM1	luad	1.0	1
TSNARE1	luad	1.0	1
UBXN2B	luad	1.0	1
ANKRD46	ovarian	1.0	1
GSDMD	ovarian	1.0	1
IMPA1	ovarian	1.0	1
NIPAL2	ovarian	1.0	1
OPLAH	ovarian	1.0	1
SNTB1	ovarian	1.0	1
TRAPPC9	ovarian	1.0	1
