protein	cancers	mean_simp_change	num_cancers
ARF5	brca_ccrcc_colon_lscc_luad	1	5
CDK5	ccrcc_colon_endometrial_lscc_luad	1	5
TNPO3	ccrcc_colon_lscc_luad_ovarian	1	5
WASL	ccrcc_endometrial_gbm_lscc_luad	1	5
YWHAG	colon_endometrial_gbm_lscc_luad	1	5
TRIP6	brca_lscc_luad_ovarian	1	4
FIS1	ccrcc_colon_endometrial_luad	1	4
SSBP1	ccrcc_colon_gbm_luad	1	4
ARHGEF5	ccrcc_colon_lscc_luad	1	4
RHEB	ccrcc_colon_lscc_luad	1	4
UBE3C	ccrcc_gbm_lscc_luad	1	4
ABCF2	brca_ccrcc_luad	1	3
AGK	ccrcc_colon_gbm	1	3
PDAP1	ccrcc_colon_gbm	1	3
PUS7	ccrcc_colon_luad	1	3
GTF2I	ccrcc_colon_ovarian	1	3
PNPLA8	ccrcc_endometrial_luad	1	3
TECPR1	ccrcc_gbm_luad	1	3
UBE2H	ccrcc_gbm_luad	1	3
MKRN1	ccrcc_lscc_luad	1	3
CROT	ccrcc_luad_ovarian	1	3
PPP1R9A	ccrcc_luad_ovarian	1	3
CASP2	colon_lscc_luad	1	3
CNOT4	gbm_lscc_ovarian	1	3
SBDS	brca_luad	1	2
SYPL1	ccrcc_colon	1	2
ZKSCAN1	ccrcc_colon	1	2
MTPN	ccrcc_gbm	1	2
KMT2C	ccrcc_lscc	1	2
CAPZA2	ccrcc_luad	1	2
DNAJC2	ccrcc_luad	1	2
SRPK2	ccrcc_luad	1	2
TRIM4	ccrcc_luad	1	2
ALKBH4	ccrcc_ovarian	1	2
PDIA4	ccrcc_ovarian	1	2
SRI	ccrcc_ovarian	1	2
ABCB8	colon_gbm	1	2
ASL	colon_luad	1	2
GSTK1	colon_luad	1	2
NUB1	colon_luad	1	2
POR	colon_ovarian	1	2
SLC25A13	colon_ovarian	1	2
DTX2	endometrial_luad	1	2
PTPN12	endometrial_luad	1	2
TCAF1	endometrial_luad	1	2
AKAP9	endometrial_ovarian	1	2
EPHB4	endometrial_ovarian	1	2
KRIT1	gbm_luad	1	2
GIGYF1	lscc_luad	1	2
HIP1	lscc_luad	1	2
TMEM120A	lscc_luad	1	2
ZC3HAV1L	lscc_ovarian	1	2
TSC22D4	luad_ovarian	1	2
CEP41	brca	1	1
PEG10	brca	1	1
CDK14	ccrcc	1	1
DLD	ccrcc	1	1
FAM185A	ccrcc	1	1
GNB2	ccrcc	1	1
PEX1	ccrcc	1	1
RCC1L	ccrcc	1	1
TMUB1	ccrcc	1	1
UBN2	ccrcc	1	1
CLDN3	colon	1	1
RBM28	colon	1	1
REPIN1	colon	1	1
AHCYL2	endometrial	1	1
ANKIB1	endometrial	1	1
COPG2	endometrial	1	1
COPS6	endometrial	1	1
IFT22	endometrial	1	1
TYW1	endometrial	1	1
AGFG2	gbm	1	1
LMTK2	gbm	1	1
ZC3HAV1	gbm	1	1
AUTS2	lscc	1	1
DNAJB6	lscc	1	1
IMPDH1	lscc	1	1
ABHD11	luad	1	1
AKR1B1	luad	1	1
BRAF	luad	1	1
DOCK4	luad	1	1
ESYT2	luad	1	1
FAM3C	luad	1	1
LIMK1	luad	1	1
NAMPT	luad	1	1
NOM1	luad	1	1
NRF1	luad	-1	1
PLOD3	luad	1	1
RINT1	luad	1	1
BAZ1B	ovarian	1	1
CUL1	ovarian	1	1
LRCH4	ovarian	1	1
LUC7L2	ovarian	1	1
NDUFA5	ovarian	-1	1
PRKRIP1	ovarian	1	1
SLC12A9	ovarian	1	1
VKORC1L1	ovarian	1	1
