Name	luad_Database_ID	brca_Database_ID	lscc_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	colon_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
AGO2	NP_036286.2|NP_001158095.1	NP_036286.2|NP_001158095.1	NP_036286.2|NP_001158095.1	NP_036286	0.000854678178704558	7.96671417074849e-05	0.15552238292616524	0.8958328342867085	0.0003194669367592209	0.021877234011596264	0.418963196125908	0.19815248419150858	0.06418989322797586	-0.025176420454545434	0.507758482142857	0.1589622536977041
ARFGEF1	NP_006412.2	NP_006412.2	NP_006412.2	NP_006412	0.0014597850586502415	9.296294828972872e-07	0.00019132862850942224	0.01596171352831686	1.9198081565716317e-05	0.14776848757660066	0.7804932741458166	0.4068844173441734	0.21153564225488353	0.49640525568181804	0.8521621347402599	0.15135546301403063
ARHGAP39		NP_079527.1|NP_001295137.1			0.02280998872461649		0.5317707858966069				0.4102474576271187		-0.20454307418147444			
ARMC1	NP_060590.1|NP_001273631.1	NP_060590.1	NP_060590.1|NP_001273631.1	NP_060590	0.0005476966662921371	0.7909852600907331	0.18498352306582552	0.48527160447104534	0.1070701553054563	0.40648242502786	0.47220223298358877	0.018854923215898843	0.07279370639712468	0.12735440340909093	0.27358985389610396	0.07615957946747451
ASPH	NP_004309.2|NP_001158222.1|NP_115855.1|NP_001158226.1|NP_001158227.1|NP_001158228.1|NP_115857.1|NP_001158223.1|NP_001158224.1|NP_001158225.1|NP_064549.1|NP_115856.1	NP_004309.2|NP_001158222.1|NP_115855.1|NP_001158226.1|NP_001158227.1|NP_001158228.1|NP_115857.1|NP_001158223.1|NP_001158224.1|NP_001158225.1|NP_064549.1|NP_115856.1	NP_004309.2|NP_001158222.1|NP_115855.1|NP_001158226.1|NP_001158227.1|NP_001158228.1|NP_115857.1|NP_001158223.1|NP_001158224.1|NP_001158225.1	NP_004309	0.35788925526918447	0.05145319093389719	0.8545299984310615	0.595836597234141	0.06494674095725131	0.10494718957535187	-0.31625843422114613	0.15920424570912375	0.025505145749125546	0.24648323863636368	0.7189221996753246	0.16815940049043365
ASPH	NP_004309.2|NP_001158222.1|NP_115855.1|NP_001158226.1|NP_001158227.1|NP_001158228.1|NP_115857.1|NP_001158223.1|NP_001158224.1|NP_001158225.1|NP_064549.1|NP_115856.1	NP_004309.2|NP_001158222.1|NP_115855.1|NP_001158226.1|NP_001158227.1|NP_001158228.1|NP_115857.1|NP_001158223.1|NP_001158224.1|NP_001158225.1|NP_064549.1|NP_115856.1	NP_004309.2|NP_001158222.1|NP_115855.1|NP_001158226.1|NP_001158227.1|NP_001158228.1|NP_115857.1|NP_001158223.1|NP_001158224.1|NP_001158225.1	NP_001158224	0.35788925526918447	0.05145319093389719	0.8545299984310615	0.595836597234141	0.06494674095725131	0.521497387885305	-0.31625843422114613	0.15920424570912375	0.025505145749125546	0.24648323863636368	0.7189221996753246	-0.08778513236862245
ATAD2	NP_054828.2|NP_001341036.1|NP_060022.2|NP_001229267.2	NP_054828.2	NP_054828.2	NP_054828	3.229067935292266e-08	0.20654393154853137	0.2750930239986367	0.5028091997375048	0.0009453611297797878	0.9686781102011081	1.6908946193166539	0.20648500000000003	0.1407989754180754	0.31390894886363624	1.055919642857143	0.010877607981505125
ATP6V1C1	NP_001686.1	NP_001686.1	NP_001686.1	NP_001686	0.00017528295983955397	0.49284217966191385	0.2876778228054778	0.5036408067544392	0.30782997682398067	0.000730065660439194	0.5423369114877589	0.04062841011743451	0.060944700414971464	0.13323877840909087	0.19730860389610383	0.3392524969043368
ATP6V1H	NP_057025.2|NP_998784.1	NP_998785.1|NP_998784.1	NP_057025.2|NP_998784.1	NP_998785	0.9393564080247065	0.2534536429810772	0.9944584414170462	0.3313021998697077	0.030695180341523333	0.1925402410608674	-0.011186198547215476	-0.0736979674796748	-0.002027771054887495	-0.18804602272727272	-0.32438928571428566	0.10914575077806132
BOP1	NP_056016.1	NP_056016.1	NP_056016.1	NP_056016	1.2950598313547363e-06	7.601545517807101e-05	0.014225021527544401	0.4758157943312425	0.008061061517776141	0.5860954498011297	0.8143960990045738	0.2535596657633243	0.16523096575417284	0.1855245738636364	0.45221075487012996	0.0535958945325255
C8orf33	NP_075568.1	NP_075568.1	NP_075568.1	NP_075568	0.020603535679161768	0.0027974946554093602	0.15064869809659742	0.10029610358173215	0.005568652344072863	0.005371838584103291	0.6744948345439868	0.2911275974025974	0.16186834730604005	0.45168778409090904	0.7078886363636365	0.4067070198227041
C8orf37		NP_808880.1			0.16757660514843417		0.7755692037296883				0.33010769437718596		0.054388142077826274			
C8orf82	NP_001001795.1	NP_001001795.1	NP_001001795.1	NP_001001795	3.9300545908373695e-05	4.198027485588182e-07	0.10171555825557356	0.7394186830503582	0.003194721893824589	0.004704525184022958	0.997451170298628	0.45568730803974705	0.18548482827148405	0.1427920454545456	0.8623747970779219	0.4849000660969388
CA1	NP_001278897.1	NP_001158302.1|NP_001278896.1	NP_001122301.1|NP_001278896.1	NP_001158302	0.12854849607910532	0.5367650139953476	0.9997885680224188	0.5278277232651444	0.8199360470422418	0.8730254220836844	0.8568363196125909	-0.16200501355013563	-0.0013584934589054853	-0.319408948863638	-0.184344967532466	-0.07209643862882675
CA1	NP_001122301.1|NP_001278896.1	NP_001158302.1|NP_001278896.1	NP_001122301.1|NP_001278896.1	NP_001158302	0.12854849607910532	0.5367650139953476	0.9997885680224188	0.5278277232651444	0.823612274010752	0.8730254220836844	0.8568363196125909	-0.16200501355013563	-0.0013584934589054853	-0.319408948863638	-0.11533571428571499	-0.07209643862882675
CA1	NP_001278897.1	NP_001158302.1|NP_001278896.1	NP_001278897.1	NP_001158302	0.12854849607910532	0.5367650139953476	0.9997885680224188	0.5632928709646144	0.8199360470422418	0.8730254220836844	0.8568363196125909	-0.16200501355013563	-0.0013584934589054853	-0.4599735795454545	-0.184344967532466	-0.07209643862882675
CA1	NP_001122301.1|NP_001278896.1	NP_001158302.1|NP_001278896.1	NP_001278897.1	NP_001158302	0.12854849607910532	0.5367650139953476	0.9997885680224188	0.5632928709646144	0.823612274010752	0.8730254220836844	0.8568363196125909	-0.16200501355013563	-0.0013584934589054853	-0.4599735795454545	-0.11533571428571499	-0.07209643862882675
CA13	NP_940986.1	NP_940986.1	NP_940986.1	NP_940986	0.15428699596203282	0.044397955157105665	0.5706416801621549	0.06403514718016308	0.03502033347442436	0.14776848757660066	0.4866266074791499	0.3052998366013071	0.0708713671842851	0.6628430397727276	1.1068368506493507	0.2961946760331632
CA2	NP_001280604.1	NP_000058.1|P00921	NP_000058.1|P00921	NP_000058	0.840230882209235	0.6435867375940624	0.3910577996963994	0.7720382162379515	0.9004008407865423	0.7816281148571222	0.13093680387409234	-0.11288708220415589	0.2036982262493794	-0.18590724431817973	-0.06562540584415566	-0.09171401051339279
CA2	NP_000058.1|P00921	NP_000058.1|P00921	NP_000058.1|P00921	NP_000058	0.840230882209235	0.6435867375940624	0.3910577996963994	0.7720382162379515	0.9613035224466346	0.7816281148571222	0.13093680387409234	-0.11288708220415589	0.2036982262493794	-0.18590724431817973	-0.029713514610390845	-0.09171401051339279
CA3	NP_005172.1	NP_005172.1	NP_005172.1	NP_005172	0.21594032943576189	0.7908371146549857	0.8651654329129969	0.2017139146671282	0.9004008407865423	0.7958763499051379	0.700891686844229	-0.11580394736842109	-0.07702865742346532	-0.7128999999999999	0.07515231331168781	0.1089277693756383
CA8		NP_004047.3|NP_001308768.1|NP_001308767.1		NP_001308768	0.38924750427820887	0.6521014537430105	0.8578782759596556			0.7252973432895415	-0.41726446058649425	-0.15675438596491226	0.03828987951420615			0.08367087937882647
CHCHD7		NP_001011668.1|NP_077276.2|NP_001011671.1|NP_001304788.1			0.008317581316189697	0.2534536429810772	0.5049190778800577				0.6624852031207962	0.1689798148148148	0.09541428330742718			
CHMP4C	NP_689497.1	NP_689497.1	NP_689497.1	NP_689497	0.15236618861184623	0.04007703187457356	0.3389221805454987	0.644056748975908	0.011251483304049953	0.9692226501810121	0.3871625504439064	0.2633130952380952	0.17671905742974303	0.17735255681818185	0.8109079139610391	-0.00698325733418366
CHRAC1		NP_059140.1	NP_059140.1	NP_059140	5.9587885586767124e-05	0.047404141330699735	0.2750930239986367	0.8459532869879911		0.24798025610929536	0.9674140435835352	0.1601375	0.1376356941634036	0.08498494318181793		0.18059791168622447
COL14A1	NP_066933.1	NP_066933.1	NP_066933.1	NP_066933	8.661755567362375e-05	0.7063854320897591	0.11497474749920555	0.6028799520482436	0.6577044279480958	0.9692226501810121	-1.974447995695453	-0.10281047877145455	-0.31330444803047186	-0.36435142045454527	-0.2726677353896103	-0.014128353168367247
COMMD5	NP_001074472.1	NP_001074473.1	NP_001074472.1	NP_001074473	0.18265948863493914	0.6937341957992609	0.7668458701989832	0.8715287455611288	0.539997368431678	0.9146127701494772	-0.15922561205273073	-0.030535410921125213	-0.020959256051348518	-0.03211676136363634	-0.08946911525974033	0.013389783000637798
COPS5	NP_006828.2	NP_006828.2	NP_006828.2	NP_006828	0.0014935777087793515	0.02853061605900196	0.5640937412540024	0.8316541238819256	0.7476033315725928	0.019436164880920884	-0.34549106806564456	-0.11826418247515808	-0.01889703016626143	-0.03814474431818185	0.04346935876623376	-0.12543276087500005
COX6C	NP_004365.1	NP_004365.1	NP_004365.1	NP_004365	0.01573887196644882	0.04007703187457356	0.5277530138743773	0.5278277232651444	0.6054527012296375	0.465170702138751	0.7067105461393595	0.21397795844625112	0.08734131798272671	0.22901818181818176	0.18494906655844146	0.09994205108418361
