	gain_event	loss_event
C3L-00081	True	False
C3L-00415	True	True
C3L-00445	True	False
C3L-00568	False	False
C3L-00603	False	False
C3L-00904	False	False
C3L-00923	False	True
C3L-00927	False	False
C3L-00965	False	False
C3L-00993	True	True
C3L-01000	True	False
C3L-01285	True	True
C3L-01455	False	True
C3L-01606	True	True
C3L-01663	True	True
C3L-01838	True	True
C3L-01884	True	True
C3L-02127	True	True
C3L-02130	True	False
C3L-02163	True	False
C3L-02164	True	False
C3L-02168	False	False
C3L-02170	False	True
C3L-02349	False	True
C3L-02358	True	False
C3L-02546	True	False
C3L-02552	True	True
C3L-02619	True	False
C3L-02625	False	True
C3L-02627	False	True
C3L-02629	True	False
C3L-02646	True	True
C3L-02648	True	True
C3L-02649	False	True
C3L-02650	True	False
C3L-02660	False	True
C3L-02665	True	True
C3L-02669	False	True
C3L-02891	False	True
C3L-02951	True	True
C3L-02963	True	True
C3L-02964	True	True
C3L-02968	True	True
C3L-02969	False	False
C3L-03272	False	False
C3L-03678	False	True
C3L-03961	False	False
C3L-03962	True	False
C3L-03963	False	True
C3L-03965	True	True
C3L-04013	False	True
C3L-04014	False	False
C3L-04071	True	True
C3L-04391	True	False
C3N-00211	True	False
C3N-00221	False	False
C3N-00247	False	False
C3N-00497	True	True
C3N-00555	True	True
C3N-01017	False	True
C3N-01020	True	True
C3N-01025	False	True
C3N-01028	False	True
C3N-01194	True	True
C3N-01411	True	True
C3N-01846	False	True
C3N-01892	False	True
C3N-01893	True	True
C3N-02252	False	True
C3N-02283	True	True
C3N-02284	False	True
C3N-02285	False	True
C3N-02288	False	False
C3N-02289	False	True
C3N-02300	False	True
C3N-02339	True	True
C3N-02374	True	False
C3N-02375	True	False
C3N-02425	True	True
C3N-02426	True	True
C3N-02434	True	True
C3N-02435	True	False
C3N-02494	True	True
C3N-02523	True	False
C3N-02575	True	True
C3N-02675	False	True
C3N-03051	True	False
C3N-03072	True	False
C3N-03076	True	True
C3N-03092	True	True
C3N-03093	True	True
C3N-03204	False	True
C3N-03424	False	True
C3N-03425	True	False
C3N-03441	True	True
C3N-03486	True	True
C3N-03662	True	True
C3N-03848	True	True
C3N-03851	False	True
C3N-03875	True	False
C3N-03877	True	True
C3N-03880	False	False
C3N-03882	True	True
C3N-03886	False	False
C3N-04124	True	False
C3N-04127	True	True
C3N-04155	False	True
C3N-04162	False	False
