Name	brca_Database_ID	lscc_Database_ID	luad_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	colon_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
AAR2	NP_001258803.1	NP_001258803.1	NP_001258803.1	NP_001258803	0.7729957412005595	0.3846889307564564	0.9215178295091275	0.7125273237966855	0.8643740885753761	0.9836390694665659	0.16723964912280695	0.11947297551789077	-0.01459144905851062	0.08338785887236251	0.06238662745098042	0.03988130376097557
ABCE1	NP_001035809.1	NP_001035809.1	NP_001035809.1	NP_001035809	0.9006474842134694	0.9962434577137167	0.6291964137743055	0.062343856241240614	0.8580321642500818	0.8069710215460268	0.06141821862348178	0.0034030602636534457	0.06280087207092322	0.31234500172950547	0.07835482352941164	-0.09302480842743893
ABCF3	NP_060828.2	NP_060828.2|NP_001338227.1|NP_001338229.1|NP_001338228.1	NP_060828.2|NP_001338227.1|NP_001338229.1|NP_001338228.1	NP_060828	0.7834233950766581	0.9447753277389414	0.2106956114433031	0.012418971081841933	0.9024287611070818	0.9779188575938849	0.1660223481781376	0.01571991525423727	0.14738746530969848	0.6693496713939815	0.04546976470588254	0.0902376062756098
ACLY	NP_001290203.1|NP_001087.2	NP_001290203.1|NP_001087.2	NP_001290203.1|NP_001087.2	NP_001087	0.7878371552527328	0.34530551026690703	0.21136457059148445	0.1062431644987853	0.5361110998160119	0.9118110449611475	0.21765349527665315	0.12375183615819213	0.17708631052897772	0.35761262538913874	0.2383360784313725	-0.1153887129591464
ACLY	NP_001290203.1|NP_001087.2	NP_001290203.1|NP_001087.2	NP_001290203.1|NP_001087.2	NP_001290204	0.7878371552527328	0.34530551026690703	0.21136457059148445	0.1062431644987853	0.5361110998160119	0.9238144300431367	0.21765349527665315	0.12375183615819213	0.17708631052897772	0.35761262538913874	0.2383360784313725	-0.11333811427378049
ACLY	NP_001290203.1|NP_001087.2	NP_001290203.1|NP_001087.2	NP_001290204.1|NP_942127.1	NP_001087	0.7878371552527328	0.34530551026690703	0.21136457059148445	0.1062431644987853	0.8903063241699907	0.9118110449611475	0.21765349527665315	0.12375183615819213	0.17708631052897772	0.35761262538913874	-0.10001721311475406	-0.1153887129591464
ACLY	NP_001290203.1|NP_001087.2	NP_001290203.1|NP_001087.2	NP_001290204.1|NP_942127.1	NP_001290204	0.7878371552527328	0.34530551026690703	0.21136457059148445	0.1062431644987853	0.8903063241699907	0.9238144300431367	0.21765349527665315	0.12375183615819213	0.17708631052897772	0.35761262538913874	-0.10001721311475406	-0.11333811427378049
ACLY	NP_001290203.1|NP_001087.2	NP_001290204.1|NP_942127.1	NP_001290203.1|NP_001087.2	NP_001087	0.7878371552527328	0.34530551026690703	0.21136457059148445	0.9563262459103894	0.5361110998160119	0.9118110449611475	0.21765349527665315	0.12375183615819213	0.17708631052897772	0.025934015151514944	0.2383360784313725	-0.1153887129591464
ACLY	NP_001290203.1|NP_001087.2	NP_001290204.1|NP_942127.1	NP_001290203.1|NP_001087.2	NP_001290204	0.7878371552527328	0.34530551026690703	0.21136457059148445	0.9563262459103894	0.5361110998160119	0.9238144300431367	0.21765349527665315	0.12375183615819213	0.17708631052897772	0.025934015151514944	0.2383360784313725	-0.11333811427378049
ACLY	NP_001290203.1|NP_001087.2	NP_001290204.1|NP_942127.1	NP_001290204.1|NP_942127.1	NP_001087	0.7878371552527328	0.34530551026690703	0.21136457059148445	0.9563262459103894	0.8903063241699907	0.9118110449611475	0.21765349527665315	0.12375183615819213	0.17708631052897772	0.025934015151514944	-0.10001721311475406	-0.1153887129591464
ACLY	NP_001290203.1|NP_001087.2	NP_001290204.1|NP_942127.1	NP_001290204.1|NP_942127.1	NP_001290204	0.7878371552527328	0.34530551026690703	0.21136457059148445	0.9563262459103894	0.8903063241699907	0.9238144300431367	0.21765349527665315	0.12375183615819213	0.17708631052897772	0.025934015151514944	-0.10001721311475406	-0.11333811427378049
