Name	luad_Database_ID	lscc_Database_ID	brca_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	colon_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
AAR2	NP_001258803.1	NP_001258803.1	NP_001258803.1	NP_001258803	0.09999963761689461	0.031242625310524172	0.8089966973248051	0.2782593933277921	0.549109384516274	0.7287646255719636	0.2579243744955608	0.19366671183378506	0.03460686332021368	-0.29046818181818185	0.17718786525974023	-0.10771944438647961
ABCF2	NP_005683.2|NP_009120.1	NP_005683.2|NP_009120.1	NP_005683.2|NP_009120.1	NP_005683	0.2248259335350615	0.7979803543259939	0.4622676212070847	0.7764838490372041	0.6617947618441886	0.9457835401452379	0.2288751681463546	0.028455149051490575	0.10286861206061104	0.11427386363636338	0.14829464285714272	-0.02591447494515306
ABL1		NP_009297.2|NP_005148.2	NP_009297.2|NP_005148.2	NP_005148	0.2798689801808135	0.9185120224306926	0.530347757542963	0.903833015630916		0.964205510091873	-0.20042999730965827	-0.020739682539682558	0.07454536428438274	-0.031076704545454525		0.019515118901147953
ABLIM1	NP_002304.3|NP_001339371.1|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_001309811	0.37670966732728295	0.6639444473043364	0.9764214567559287	0.26911141961335433	0.6095830343115023	0.9457835401452379	-0.3249949690610707	-0.0634196928635953	0.00633197127875107	-0.5373340909090911	-0.4939519736842106	-0.0520509316632653
ABLIM1	NP_002304.3|NP_001339371.1|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_001003407	0.37670966732728295	0.6639444473043364	0.9764214567559287	0.26911141961335433	0.6095830343115023	0.9457835401452379	-0.3249949690610707	-0.0634196928635953	0.00633197127875107	-0.5373340909090911	-0.4939519736842106	-0.05149578381186224
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_001309811	0.37670966732728295	0.6639444473043364	0.9764214567559287	0.26911141961335433	0.6827615832812196	0.9457835401452379	-0.3249949690610707	-0.0634196928635953	0.00633197127875107	-0.5373340909090911	-0.24455381493506523	-0.0520509316632653
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_001003407	0.37670966732728295	0.6639444473043364	0.9764214567559287	0.26911141961335433	0.6827615832812196	0.9457835401452379	-0.3249949690610707	-0.0634196928635953	0.00633197127875107	-0.5373340909090911	-0.24455381493506523	-0.05149578381186224
ABLIM1	NP_002304.3|NP_001339371.1|NP_001309821.1|NP_001309825.1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309815.1	NP_001309811	0.37670966732728295	0.6639444473043364	0.9764214567559287	0.4328404845927168	0.6095830343115023	0.9457835401452379	-0.3249949690610707	-0.0634196928635953	0.00633197127875107	-0.5383752840909084	-0.4939519736842106	-0.0520509316632653
ABLIM1	NP_002304.3|NP_001339371.1|NP_001309821.1|NP_001309825.1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309815.1	NP_001003407	0.37670966732728295	0.6639444473043364	0.9764214567559287	0.4328404845927168	0.6095830343115023	0.9457835401452379	-0.3249949690610707	-0.0634196928635953	0.00633197127875107	-0.5383752840909084	-0.4939519736842106	-0.05149578381186224
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309815.1	NP_001309811	0.37670966732728295	0.6639444473043364	0.9764214567559287	0.4328404845927168	0.6827615832812196	0.9457835401452379	-0.3249949690610707	-0.0634196928635953	0.00633197127875107	-0.5383752840909084	-0.24455381493506523	-0.0520509316632653
