Name	luad_Database_ID	lscc_Database_ID	brca_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue
ADAMDEC1	NP_055294.1|NP_001138743.1	NP_055294.1|NP_001138743.1	NP_055294.1|NP_001138744.1	NP_001138744	0.014741527664370426	0.029505756186407345	0.02167237459044469	0.00756819998973256	0.18286264113693235	0.056115390541975216
AGPAT5	NP_060831.2	NP_060831.2	NP_060831.2	NP_060831	0.7564474202246018	0.7005856540529558	0.9998699107407941	0.17646401591764593	0.9999955273691915	0.5472552947683145
ANGPT2	NP_001112359.1|NP_001138.1|NP_001112360.1	NP_001112359.1|NP_001138.1	NP_001138.1|NP_001112360.1|NP_001112359.1	NP_001112359	0.028347216355655066		0.02167237459044469	0.010309335774842556	0.0554198425783683	0.10069771269016786
ARHGEF10	NP_001295082.1|NP_055444.2|NP_001295081.1	NP_001295082.1	NP_001295082.1|NP_055444.2|NP_001295081.1	NP_001295081	0.7564474202246018	0.03526319853931294	0.2859329174266191	0.033732153155821044	0.7617216125845988	0.13722482466180577
ASAH1	NP_808592.2|NP_004306.3|NP_001350672.1|NP_001120977.1	NP_004306.3|NP_808592.2|NP_001350672.1|NP_001120977.1	NP_004306.3|NP_808592.2	NP_004306	0.21062420597753273	0.5410734227965699	0.2859329174266191	0.00756819998973256	0.19434173372755428	0.21613952282716534
ATP6V1B2	NP_001684.2	NP_001684.2	NP_001684.2	NP_001684	0.9809526763275511	0.999994482556238	0.5021237268624615	0.7840349974854919	0.9999955273691915	0.3904377641936163
BIN3	NP_061158.1|NP_001349975.1	NP_061158.1|NP_001349975.1	NP_061158.1	NP_061158	0.26673105385460744	0.17210455359287488	0.02167237459044469	0.00756819998973256	0.09970109012383353	0.056715651985999434
BLK	NP_001706.2|NP_001317394.1		NP_001706.2|NP_001317394.1	NP_001317394	0.06064347899833407		0.12568567762706187		0.5662728939022212	0.022442252502001832
BMP1	NP_006120.1|NP_001190.1	NP_006120.1|NP_001190.1	NP_006120.1|NP_001190.1	NP_006120	0.08359228417885725		0.3300986189375557	0.06885867271501998	0.15576925201533376	0.1170627401858805
BNIP3L	NP_001317420.1|NP_004322.1	NP_001317420.1|NP_004322.1	NP_004322.1|NP_001317420.1	NP_001317420	0.40432354114517427		0.02167237459044469	0.02371036446884622	0.09970109012383353	0.21535057606580096
CCAR2	NP_001349997.1	NP_001349997.1	NP_066997.3	NP_066997	0.9999997702602358	0.999994482556238	0.9998699107407941	0.09720310651122302	0.15576925201533376	0.9969961585223776
CCAR2	NP_066997.3	NP_001349997.1	NP_066997.3	NP_066997	0.9999997702602358	0.999994482556238	0.9998699107407941	0.09720310651122302	0.9999955273691915	0.9969961585223776
CCAR2	NP_001349997.1	NP_066997.3	NP_066997.3	NP_066997	0.9999997702602358	0.999994482556238	0.9998699107407941	0.999511349160309	0.15576925201533376	0.9969961585223776
CCAR2	NP_066997.3	NP_066997.3	NP_066997.3	NP_066997	0.9999997702602358	0.999994482556238	0.9998699107407941	0.999511349160309	0.9999955273691915	0.9969961585223776
CCDC25	NP_001291459.1	NP_060716.2|NP_001291461.1|NP_001291458.1	NP_060716.2|NP_001291461.1|NP_001291459.1|NP_001291458.1	NP_060716	0.9999997702602358	0.44475471572858977	0.9998699107407941	0.9784149620764059	0.2544343556234576	0.4726161499319952
CCDC25	NP_060716.2|NP_001291461.1|NP_001291458.1	NP_060716.2|NP_001291461.1|NP_001291458.1	NP_060716.2|NP_001291461.1|NP_001291459.1|NP_001291458.1	NP_060716	0.9999997702602358	0.44475471572858977	0.9998699107407941	0.9784149620764059	0.9999955273691915	0.4726161499319952
CDCA2		NP_689775.2|NP_001304835.1|NP_001304836.1	NP_689775.2|NP_001304835.1|NP_001304836.1	NP_001304835	0.4329383463942366		0.0736894233546617	0.032510512470606545		0.013702238716777717
CHMP7	NP_689485.1|NP_001350112.1|NP_001304828.1	NP_689485.1|NP_001304828.1|NP_001350112.1	NP_689485.1|NP_001304828.1	NP_689485	0.9999997702602358	0.7005856540529558	0.9998699107407941	0.999511349160309	0.9999955273691915	0.5379456041161303
CLU	NP_001822.3	NP_001822.3	NP_001822.3	NP_001822	0.04271541378083616	0.018067528354702458	0.02167237459044469	0.011579538005343507	0.0554198425783683	0.21681286422448193
CNOT7	NP_001309019.1|NP_001309022.1|NP_001309023.1|NP_001309016.1|NP_001309024.1|NP_001309027.1	NP_001309022.1|NP_001309019.1|NP_001309023.1|NP_001309016.1|NP_001309024.1|NP_001309027.1	NP_001309022.1|NP_001309020.1|NP_001309023.1|NP_001309018.1|NP_001309026.1|NP_001309029.1	NP_001309020	0.5663648183423324	0.26890612552804966	0.9998699107407941	0.40603799119951756	0.9999955273691915	0.10069771269016786
CTSB	NP_001899.1|NP_001304166.1	NP_001899.1|NP_001304166.1	NP_001899.1|NP_001304166.1	NP_001899	0.03185686754614057	0.29092013378458903	0.02167237459044469	0.16652210053179176	0.9134168859642213	0.7363747770822265
DCTN6	NP_006562.1	NP_006562.1	NP_006562.1	NP_006562	0.014741527664370426	0.2263732818456555	0.25513275172969224	0.4731973656350767	0.9999955273691915	0.013702238716777717
DEFA3	NP_005208.1|NP_001289194.1|NP_001035965.1	NP_005208.1|NP_001289194.1|NP_001035965.1	NP_005208.1|NP_001289194.1|NP_004075.1		0.014741527664370426	0.06795120035123199	0.09862527355142955	0.00756819998973256	0.2774851493296243	
DEFA4	NP_001916.1	NP_001916.1	NP_001916.1		0.033795146968575523	0.02326133399953676	0.03086615782453756	0.010309335774842556	0.48072808103231934	
DLC1	NP_001335010.1|NP_001303597.1|NP_006085.2|NP_001157743.1|NP_079043.3	NP_001335010.1|NP_001303597.1|NP_006085.2|NP_001157743.1|NP_079043.3	NP_872584.2|NP_001303597.1|NP_001157743.1|NP_079043.3	NP_001157743	0.03185686754614057		0.3300986189375557	0.007890079843333123	0.047086227484827214	0.2173761156544896
DMTN	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107609	0.014741527664370426	0.018067528354702458	0.02167237459044469	0.2079089838070978	0.345187068484392	0.013702238716777717
DMTN	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001289746	0.014741527664370426	0.018067528354702458	0.02167237459044469	0.2079089838070978	0.345187068484392	0.013702238716777717
DMTN	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107609	0.014741527664370426	0.018067528354702458	0.02167237459044469	0.2079089838070978	0.15576925201533376	0.013702238716777717
DMTN	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001289746	0.014741527664370426	0.018067528354702458	0.02167237459044469	0.2079089838070978	0.15576925201533376	0.013702238716777717
DMTN	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107609	0.014741527664370426	0.018067528354702458	0.02167237459044469	0.04296949886232199	0.345187068484392	0.013702238716777717
DMTN	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001289746	0.014741527664370426	0.018067528354702458	0.02167237459044469	0.04296949886232199	0.345187068484392	0.013702238716777717
DMTN	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107609	0.014741527664370426	0.018067528354702458	0.02167237459044469	0.04296949886232199	0.15576925201533376	0.013702238716777717
DMTN	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001289746	0.014741527664370426	0.018067528354702458	0.02167237459044469	0.04296949886232199	0.15576925201533376	0.013702238716777717
DOCK5	NP_079216.4	NP_079216.4	NP_079216.4	NP_079216	0.9881302748170318	0.5901673749941384	0.3613659869251484	0.4731973656350767	0.9999955273691915	0.1170627401858805
DOK2	NP_003965.2|NP_001304729.1	NP_003965.2|NP_001304729.1	NP_003965.2|NP_001304729.1	NP_003965	0.03185686754614057	0.018067528354702458	0.5505659424777182	0.048639151209171096	0.08981561500111794	0.04726517039479792
DPYSL2	NP_001184222.1|NP_001377.1|NP_001231533.1	NP_001184222.1|NP_001377.1|NP_001231533.1	NP_001184222.1|NP_001231533.1	NP_001184222	0.06064347899833407	0.10666432390221947	0.48595420886427165	0.10271708360300455	0.4388261444706525	0.2495163559480068
DPYSL2	NP_001184222.1|NP_001377.1|NP_001231533.1	NP_001184222.1|NP_001377.1|NP_001231533.1	NP_001184222.1|NP_001231533.1	NP_001231533	0.06064347899833407	0.10666432390221947	0.48595420886427165	0.10271708360300455	0.4388261444706525	0.28937810205611636
DUSP4			NP_001385.1|NP_476499.1|NP_004409.1		0.03185686754614057					
ELP3	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_001271151	0.8736506654841927	0.8766243130081341	0.976009286616394	0.40429096778504975	0.9999955273691915	0.07806384604599065
ELP3	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_060561	0.8736506654841927	0.8766243130081341	0.976009286616394	0.40429096778504975	0.9999955273691915	0.10285045364647256
EPHX2	NP_001970.2|NP_001243411.1	NP_001970.2|NP_001243411.1|NP_001243412.1	NP_001970.2|NP_001243411.1|NP_001243412.1	NP_001243412	0.971289894995133	0.2944023985464157	0.3248293645743842	0.03499744145051777	0.20044034075982875	0.07729514365997951
EPHX2	NP_001970.2|NP_001243411.1	NP_001970.2|NP_001243411.1|NP_001243412.1	NP_001970.2|NP_001243411.1|NP_001243412.1	NP_001970	0.971289894995133	0.2944023985464157	0.3248293645743842	0.03499744145051777	0.20044034075982875	0.08240916829128657
