protein	cancers	num_cancers
DOK2	brca_colon_hnscc_luad	4
MSRA	brca_colon_hnscc_luad	4
NAGK	brca_colon_hnscc_luad	4
DDX28	brca_colon_hnscc	3
GTPBP10	brca_colon_hnscc	3
LCP2	brca_colon_hnscc	3
MRPL1	brca_colon_hnscc	3
MRPL17	brca_colon_hnscc	3
MRPL19	brca_colon_hnscc	3
MRPL24	brca_colon_hnscc	3
MRPL3	brca_colon_hnscc	3
MRPL37	brca_colon_hnscc	3
MRPL39	brca_colon_hnscc	3
MRPL4	brca_colon_hnscc	3
MRPL44	brca_colon_hnscc	3
MRPL45	brca_colon_hnscc	3
MRPL49	brca_colon_hnscc	3
MRPL50	brca_colon_hnscc	3
MRPL53	brca_colon_hnscc	3
MRPS15	brca_colon_hnscc	3
MRPS2	brca_colon_hnscc	3
MRPS23	brca_colon_hnscc	3
MRPS26	brca_colon_hnscc	3
MRPS31	brca_colon_hnscc	3
MRPS34	brca_colon_hnscc	3
MRPS35	brca_colon_hnscc	3
MRPS6	brca_colon_hnscc	3
MRPS7	brca_colon_hnscc	3
MRPS9	brca_colon_hnscc	3
MTPAP	brca_colon_hnscc	3
PMPCA	brca_colon_hnscc	3
PMPCB	brca_colon_hnscc	3
PTCD3	brca_colon_hnscc	3
RCC1L	brca_colon_hnscc	3
TBRG4	brca_colon_hnscc	3
TOMM40	brca_colon_hnscc	3
TRMT10C	brca_colon_hnscc	3
ALDH5A1	brca_colon_lscc	3
RTN4IP1	brca_colon_lscc	3
ADNP	brca_colon_luad	3
AKAP8L	brca_colon_luad	3
ATAD3A	brca_colon_luad	3
DNAJC19	brca_colon_luad	3
FXR2	brca_colon_luad	3
GNL3	brca_colon_luad	3
INPP1	brca_colon_luad	3
LONP1	brca_colon_luad	3
LRPPRC	brca_colon_luad	3
MED8	brca_colon_luad	3
NAA25	brca_colon_luad	3
NELFA	brca_colon_luad	3
NFKB1	brca_colon_luad	3
NOP14	brca_colon_luad	3
PRKRA	brca_colon_luad	3
RBM39	brca_colon_luad	3
SERPINB1	brca_colon_luad	3
TIMM13	brca_colon_luad	3
TMOD3	brca_colon_luad	3
TNFAIP8	brca_colon_luad	3
TOMM70	brca_colon_luad	3
TOP1	brca_colon_luad	3
UQCC1	brca_colon_luad	3
UQCC2	brca_colon_luad	3
UQCRH	brca_colon_luad	3
YWHAH	brca_colon_ovarian	3
AKT1	brca_hnscc_luad	3
CD48	brca_hnscc_luad	3
FKBP4	brca_hnscc_luad	3
GRSF1	brca_hnscc_luad	3
LARP4	brca_hnscc_luad	3
PIK3R1	brca_hnscc_luad	3
PPP3CB	brca_hnscc_luad	3
RBCK1	brca_hnscc_luad	3
RBM28	brca_hnscc_luad	3
REXO4	brca_hnscc_luad	3
SNX17	brca_hnscc_luad	3
TIMM44	brca_hnscc_luad	3
TIMM8B	brca_hnscc_luad	3
YME1L1	brca_hnscc_luad	3
UBXN4	brca_lscc_ovarian	3
UGGT1	brca_luad_ovarian	3
ARHGAP25	colon_hnscc_luad	3
CSK	colon_hnscc_luad	3
DEF6	colon_hnscc_luad	3
HCLS1	colon_hnscc_luad	3
IL16	colon_hnscc_luad	3
RASSF2	colon_hnscc_luad	3
A1BG	brca_colon	2
AAR2	brca_colon	2
AATF	brca_colon	2
ACAD9	brca_colon	2
ACO1	brca_colon	2
AKAP1	brca_colon	2
AMACR	brca_colon	2
ANKFY1	brca_colon	2
APEH	brca_colon	2
APOH	brca_colon	2
ARHGEF2	brca_colon	2
ARIH1	brca_colon	2
ASH2L	brca_colon	2
ASMTL	brca_colon	2
BABAM1	brca_colon	2
BAG1	brca_colon	2
BROX	brca_colon	2
C19orf25	brca_colon	2
CAB39L	brca_colon	2
CAPS	brca_colon	2
CCDC6	brca_colon	2
CD3EAP	brca_colon	2
CD5L	brca_colon	2
CEBPZ	brca_colon	2
CHMP4B	brca_colon	2
CIAPIN1	brca_colon	2
CKS1B	brca_colon	2
CLSTN1	brca_colon	2
CMPK1	brca_colon	2
COIL	brca_colon	2
COQ5	brca_colon	2
COQ7	brca_colon	2
COQ8A	brca_colon	2
COQ9	brca_colon	2
COX7A2L	brca_colon	2
