cancer_type	protein	Database_ID	adj_p	change
brca	A1BG	ENSP00000263100.2	0.3334743199974221	-0.16828521132851743
brca	A2M	ENSP00000323929.8	0.8760054602402862	-0.03959999809465101
brca	A2ML1	ENSP00000299698.7	0.15047267979212148	0.5966855263039922
brca	A4GALT	ENSP00000249005.2	0.7704965577354759	
brca	AAAS	ENSP00000209873.4	0.07181722861236896	0.1565176274946476
brca	AACS	ENSP00000324842.6	0.5547339349752789	-0.13388296853673537
brca	AADAT	ENSP00000226840.4	0.3583489680929469	
brca	AAGAB	ENSP00000261880.5	0.48755301980568916	-0.08600803942038263
brca	AAK1	ENSP00000386456.3	0.5772831445470822	-0.05052738810337007
brca	AAMDC	ENSP00000377078.2	0.4052031285969172	-0.19022837790919483
brca	AAMP	ENSP00000416394.1	0.6606892619372012	0.061715217546087595
brca	AAR2	ENSP00000313674.4	0.006713755853288435	0.190248400646381
brca	AARS2	ENSP00000244571.4	0.3692197124300015	0.09442099658093339
brca	AARSD1	ENSP00000400870.1	0.9763436134658188	-0.006877845800024374
brca	AASDH	ENSP00000205214.6	0.5846613109757691	0.14596756406703754
brca	AASDHPPT	ENSP00000278618.4	0.21303853847851628	0.12996434818438943
brca	AASS	ENSP00000377040.1	0.0024699438049311266	-0.4584170318538885
brca	AATF	ENSP00000477848.1	0.024349790951025248	0.24693925508785092
brca	ABAT	ENSP00000268251.8	0.19442378325581586	-0.42052758661815864
brca	ABCA1	ENSP00000363868.3	0.3791595407731944	0.1795633015322487
brca	ABCA12	ENSP00000272895.7	0.9281662741319316	
brca	ABCA2	ENSP00000265662.5	0.6109995769577066	-0.11348626127763026
brca	ABCA3	ENSP00000301732.5	0.3427058171611004	-0.1944933569777923
brca	ABCA4	ENSP00000359245.3	0.2061524514871939	-0.7754910069331326
brca	ABCA6	ENSP00000284425.1	0.6074769615315043	-0.20103182245785983
brca	ABCA8	ENSP00000402814.3	0.5512634212442307	-0.18506703574257377
brca	ABCB1	ENSP00000265724.3	0.6892923829788153	-0.13557127944627947
brca	ABCB10	ENSP00000355637.3	0.9305808560096928	-0.017772231013387776
brca	ABCB6	ENSP00000265316.3	0.3893998370952654	-0.17069229522515977
brca	ABCB8	ENSP00000297504.6	0.8747962169507234	-0.02610033711946079
brca	ABCB9	ENSP00000280559.7	0.96461373051563	-0.0422333498961337
brca	ABCC1	ENSP00000382342.3	0.8779494566701995	0.026193246766176057
brca	ABCC10	ENSP00000244533.3	0.2911606214343018	-0.2193657126823203
brca	ABCC11	ENSP00000349017.2	0.04014393511211428	-0.5527405450717888
brca	ABCC3	ENSP00000285238.8	0.5122243794593624	-0.18984966277904175
brca	ABCC4	ENSP00000494609.1	0.5618937239142373	-0.15287540777216865
brca	ABCC5	ENSP00000265586.6	0.9731889342215608	0.01271355288547317
brca	ABCD3	ENSP00000359233.4	0.44537434324923386	-0.21394272343172283
brca	ABCD4	ENSP00000349396.4	0.422486602241894	-0.2786560222227423
brca	ABCE1	ENSP00000296577.4	0.06303934152283197	0.14154153091308758
brca	ABCF1	ENSP00000313603.8	0.4384644110210295	0.07252828578335241
brca	ABCF3	ENSP00000411471.2	0.943303313935677	0.007508829869801864
brca	ABCG1	ENSP00000291524.4	0.5099743092696002	-0.17765923706761275
brca	ABHD10	ENSP00000273359.3	0.3435517474716827	0.11765107684113854
brca	ABHD11	ENSP00000222800.3	0.39684436894391345	0.1686480697533083
brca	ABHD12	ENSP00000341408.5	0.41616305684407867	-0.1394708340095972
brca	ABHD13	ENSP00000365063.3	0.39830491022161035	
brca	ABHD14B	ENSP00000354841.5	0.2532446236735391	-0.17820454542411948
brca	ABHD15	ENSP00000302657.3	0.590935187171721	-0.20426762344709132
brca	ABHD16A	ENSP00000379282.3	0.056702637345946744	-0.2303834259532465
brca	ABHD17A	ENSP00000250974.9	0.9403526430297346	
brca	ABHD17B	ENSP00000330222.6	0.42720575094079133	0.10446498349788358
brca	ABHD17C	ENSP00000258884.4	0.2967965342655741	-0.24452339131708334
brca	ABHD2	ENSP00000268129.5	0.7430074240119346	0.11278878317341245
brca	ABHD3	ENSP00000289119.2	0.030940541370295355	-0.3468714409688253
brca	ABHD4	ENSP00000414558.2	0.6122600064397231	-0.06700679849068056
brca	ABHD5	ENSP00000495778.1	0.29831972352801284	0.2002004854660606
brca	ABHD6	ENSP00000295962.4	0.6908103145074199	-0.07613692585870976
brca	ABI3	ENSP00000225941.1	0.866419362616198	0.026024285565906455
brca	ABI3BP	ENSP00000420524.1	0.057630834487178546	-0.4976936735459773
brca	ABL1	ENSP00000323315.5	0.5193194009773161	-0.07266186801732688
brca	ABL1	ENSP00000361423.2	0.5326742552694257	0.2461161426562038
brca	ABRACL	ENSP00000356632.3	0.7351912940597369	-0.10829011253911594
brca	ABT1	ENSP00000274849.1	0.030871203184688455	0.26694691813463367
brca	ABTB1	ENSP00000232744.8	0.9615379233005025	0.01704445398493154
brca	ABTB2	ENSP00000410157.2	0.7920624624107138	0.0812570113097612
brca	AC093323.1	ENSP00000493540.1	0.8546909540337881	-0.06389698752024178
brca	ACAA1	ENSP00000333664.8	0.38371509272710336	-0.11710778806740918
brca	ACAA2	ENSP00000466015.1	0.2982561630467398	0.17964900487007818
brca	ACACA	ENSP00000478547.1	0.2718317284078563	-0.21789405622308616
brca	ACACB	ENSP00000341044.7	0.1581372126498978	-0.2798386173797215
brca	ACAD10	ENSP00000389813.2	0.15147059504503713	0.1869500010131575
brca	ACAD11	ENSP00000264990.6	0.9468508184194272	0.02104160742893066
brca	ACAD8	ENSP00000281182.5	0.5907399870808718	-0.10192464215595454
brca	ACAD9	ENSP00000312618.7	0.30703185360122964	0.1243906852271527
brca	ACADL	ENSP00000233710.3	0.3171690696294131	-0.39784266180302597
brca	ACADM	ENSP00000359871.5	0.47523850142529717	-0.12398256855777089
brca	ACADS	ENSP00000242592.4	0.7130826497996668	-0.08921945831014685
brca	ACADSB	ENSP00000357873.3	0.9663963799922575	0.017730505699248833
brca	ACADVL	ENSP00000344152.5	0.5534518819580585	
brca	ACADVL	ENSP00000349297.5	0.8436007188677794	
brca	ACAN	ENSP00000453499.1	0.45508072913026504	0.1893501037891785
brca	ACAP1	ENSP00000158762.3	0.7844580334426936	0.06702389723222052
brca	ACAP2	ENSP00000324287.6	0.8297099819893645	-0.018892022709638523
brca	ACAP3	ENSP00000346733.5	0.9919249828161831	
brca	ACAT1	ENSP00000265838.4	0.9763436134658188	-0.006289316114744176
brca	ACAT2	ENSP00000356015.4	0.7141301384285396	0.06319341136485518
brca	ACBD3	ENSP00000355777.5	0.6078287916584717	-0.04518801315997607
brca	ACBD4	ENSP00000314440.8	0.8118081366780922	0.2306086121183175
brca	ACBD7	ENSP00000367453.4	0.2666052469953738	0.318828505011004
brca	ACCS	ENSP00000263776.8	0.9324554170445976	-0.0509103021057995
brca	ACD	ENSP00000478084.1	0.43901006544043536	0.09073633875283982
brca	ACE	ENSP00000290866.4	0.05680551769333756	-0.25259265466534075
brca	ACO1	ENSP00000309477.5	0.00843129889635615	-0.3369913856635681
brca	ACOT1	ENSP00000311224.4	0.09609961704997275	
brca	ACOT11	ENSP00000340260.2	0.47523850142529717	0.13301509157295882
brca	ACOT12	ENSP00000303246.3	0.5587034831059553	0.39390336521537217
brca	ACOT13	ENSP00000230048.3	0.1595915176724218	0.17297383810880296
brca	ACOT2	ENSP00000238651.5	0.49731464150134874	-0.2407677540541473
brca	ACOT4	ENSP00000323071.4	0.5291573244169133	-0.13743083679213228
brca	ACOT8	ENSP00000217455.4	0.8828745907340305	0.025368622908399696
brca	ACOX2	ENSP00000307697.5	0.2762256115207491	-0.3058769233551831
brca	ACOX3	ENSP00000348775.4	0.7384248368425027	-0.08408685389350422
brca	ACP2	ENSP00000256997.3	0.9344772604601487	-0.012841252713291888
brca	ACP5	ENSP00000218758.4	0.8703696205544866	0.03489736645053085
brca	ACP6	ENSP00000463574.1	0.30588587984806614	-0.1796798118418518
brca	ACSBG1	ENSP00000258873.4	0.3864296696691404	0.4655157080078931
brca	ACSF2	ENSP00000300441.4	0.782239662867766	-0.07161115854933021
brca	ACSF3	ENSP00000320646.4	0.6916080153993671	-0.06183187345878675
brca	ACSL3	ENSP00000350012.3	0.2255165151326542	-0.254319486551555
brca	ACSL5	ENSP00000346223.4	0.9195638945134131	0.02708553961219647
brca	ACSM1	ENSP00000301956.3	0.3789949811674423	-0.427625645526655
brca	ACSM3	ENSP00000289416.5	0.8454220549554448	-0.10682130782216753
brca	ACSM5	ENSP00000327916.4	0.9789429816321056	
brca	ACSM6	ENSP00000340296.3	0.7376879157652521	-0.2799658788458171
brca	ACSS1	ENSP00000316924.4	0.6265474009645966	0.1032088545454689
brca	ACSS2	ENSP00000253382.5	0.30743966845173126	-0.1429304825228054
brca	ACSS3	ENSP00000261206.3	0.07981452228658036	-0.42561575663398843
brca	ACTA1	ENSP00000355645.3	0.9460462936626397	0.014892292118744571
brca	ACTA2	ENSP00000224784.6	0.38349886750369333	-0.2511515025751948
brca	ACTB	ENSP00000494269.1	0.6609150255423945	0.0838654228101739
brca	ACTBL2	ENSP00000416706.1	0.4064976777816476	-0.07745983153656019
brca	ACTC1	ENSP00000290378.4	0.766051624481088	0.08518754502780768
brca	ACTG1	ENSP00000458162.1	0.19054719276454235	0.16554304722661833
brca	ACTG2	ENSP00000295137.3	0.36091477871216	-0.37807719474100177
brca	ACTL6A	ENSP00000397552.2	0.17033620328782081	0.10893243209264222
brca	ACTL6B	ENSP00000160382.5	0.727951181312203	-0.4001283363524223
brca	ACTL8	ENSP00000364555.1	0.25131409271133665	0.49748221513505064
brca	ACTN3	ENSP00000426797.1	0.9672238431521516	-0.02361270034404578
brca	ACTN4	ENSP00000252699.2	0.318185018082608	0.10960848260777968
brca	ACTR10	ENSP00000254286.4	0.047188586333064296	-0.10025643164383982
brca	ACTR1A	ENSP00000358921.4	0.8963144099312911	-0.01364112454147609
brca	ACTR1B	ENSP00000289228.5	0.07629818475207928	-0.15694375327420954
brca	ACTR2	ENSP00000367220.4	0.8553477056727793	-0.018594666815978073
brca	ACTR3	ENSP00000263238.2	0.5217592643272955	-0.054548035000826445
brca	ACTR3B	ENSP00000256001.8	0.8395197981440421	-0.038415905126689395
brca	ACTR5	ENSP00000243903.4	0.05709017074107895	0.1277510332574845
brca	ACTR6	ENSP00000188312.2	0.47986679842212115	0.057335703719470374
brca	ACTR8	ENSP00000336842.3	0.18294123584280128	0.08930674308705569
brca	ACVR1	ENSP00000263640.3	0.11750441523252682	
brca	ACVRL1	ENSP00000373574.4	0.40860303172275075	
brca	ACY1	ENSP00000384296.2	0.35316332075266854	-0.20183205693309014
brca	ACY3	ENSP00000255082.3	0.7714481200479372	
brca	ACYP1	ENSP00000238618.3	0.5778290281274268	0.0922252408934282
brca	ACYP2	ENSP00000378161.3	0.23132165005372624	-0.23625367421695898
brca	ADA	ENSP00000361965.4	0.8184844821722138	0.04209309487431282
brca	ADAL	ENSP00000456242.1	0.4579951978866848	-0.10110596739123565
brca	ADAM10	ENSP00000260408.3	0.010372349309234495	-0.32258248611162316
brca	ADAM12	ENSP00000357668.4	0.9046796780955596	-0.040179322189510425
brca	ADAM15	ENSP00000349436.2	0.3706229824776784	-0.1424338284783385
brca	ADAM17	ENSP00000309968.3	0.05881761689448741	-0.18171673543858158
brca	ADAM22	ENSP00000265727.7	0.7521352517793379	0.24640202042680198
brca	ADAM28	ENSP00000265769.4	0.7589425664008714	
brca	ADAM8	ENSP00000453302.1	0.7832912859515335	0.12507712805985835
brca	ADAM9	ENSP00000419446.2	0.9019718672383219	0.02883698784817089
brca	ADAMDEC1	ENSP00000256412.4	0.8644679266649737	0.08158192669562081
brca	ADAMTS1	ENSP00000284984.2	0.7384604676767241	0.10571563064348921
brca	ADAMTS12	ENSP00000422554.1	0.4402473953798414	-0.20108849142125362
brca	ADAMTS14	ENSP00000362303.1	0.8144287943901931	
brca	ADAMTS15	ENSP00000299164.2	0.47467791375290946	
brca	ADAMTS16	ENSP00000274181.7	0.8418468458429381	-0.11816987270575467
brca	ADAMTS2	ENSP00000251582.7	0.9949408625785043	-0.0024411814510453406
brca	ADAMTS4	ENSP00000356975.4	0.955122954117381	0.012025486152165116
brca	ADAMTS5	ENSP00000284987.5	0.9988634852611025	0.0005889558578297122
brca	ADAMTS7	ENSP00000373472.4	0.9794784106148903	
brca	ADAMTSL1	ENSP00000369921.4	0.7723190301517816	0.09721297658278398
brca	ADAMTSL2	ENSP00000376781.3	0.8592620266072644	0.04652257965687207
brca	ADAMTSL3	ENSP00000286744.5	0.7142253429437871	
brca	ADAMTSL5	ENSP00000327608.3	0.7704965577354759	
brca	ADAP1	ENSP00000265846.5	0.8884830058314789	0.020505839535446102
brca	ADAP2	ENSP00000329468.3	0.5962683982211721	-0.06082277336151781
brca	ADARB1	ENSP00000353920.3	0.9725885634643711	0.004773355757477685
brca	ADAT1	ENSP00000310015.3	0.5728913922825514	-0.06707325078603389
brca	ADAT2	ENSP00000237283.8	0.40776017546723126	0.10861185045482138
brca	ADAT3	ENSP00000332448.2	0.8090877386291295	0.03590100910576517
brca	ADCK1	ENSP00000238561.5	0.36830464675779406	-0.11415412126136779
brca	ADCK2	ENSP00000072869.4	0.5994148193127512	-0.15141097679140364
brca	ADCY3	ENSP00000260600.5	0.3745255140556728	0.28139326409427246
brca	ADCY5	ENSP00000419361.1	0.9735561391807571	
brca	ADCY6	ENSP00000311405.4	0.8478141518333836	
brca	ADCY7	ENSP00000254235.3	0.9218903571353665	0.03929397576603291
brca	ADCY9	ENSP00000294016.3	0.38349886750369333	
brca	ADCYAP1	ENSP00000411658.3	0.4398697835712774	
brca	ADD2	ENSP00000264436.3	0.547548491680915	0.16997504907448371
brca	ADH1A	ENSP00000209668.2	0.9160745699020155	-0.06252722006139327
brca	ADH1B	ENSP00000306606.8	0.6188814152545811	-0.2379393714743551
brca	ADH1C	ENSP00000426083.1	0.5162091793587287	-0.30844531074540893
brca	ADH4	ENSP00000424630.1	0.88232068647745	
brca	ADH5	ENSP00000296412.8	0.2809805236160785	-0.12306480177060283
brca	ADI1	ENSP00000333666.3	0.8508155590200807	0.040627307348110236
brca	ADIPOQ	ENSP00000320709.2	0.04116301374539346	-0.4419066394883933
brca	ADIPOR1	ENSP00000341785.5	0.19662499154816043	-0.2668999518183325
brca	ADIPOR2	ENSP00000349616.4	0.7831647322354687	
brca	ADIRF	ENSP00000361083.3	0.2556680094225124	-0.4061642385247192
brca	ADK	ENSP00000443965.2	0.9141881381749642	-0.017272467240052797
brca	ADM	ENSP00000278175.5	0.6395819985529235	-0.32750143940679566
brca	ADNP	ENSP00000342905.3	0.005243078914773872	0.23708392414773066
brca	ADNP2	ENSP00000262198.3	0.4330675685726864	0.09744582076280932
brca	ADO	ENSP00000362888.1	0.9780542980110769	0.0034733817515654047
brca	ADPGK	ENSP00000312250.8	0.866419362616198	0.021518367042745776
brca	ADPRH	ENSP00000349496.3	0.41818099876800924	-0.0880540228392962
brca	ADPRM	ENSP00000369099.4	0.1462974728318062	
brca	ADRA2A	ENSP00000280155.2	0.8659721805755743	-0.08815025037091956
brca	ADRM1	ENSP00000253003.2	0.7006475935533761	0.04665584222755022
brca	ADSL	ENSP00000485525.1	0.8712607471545106	-0.02445280025218092
