cancer_type	protein	Database_ID	adj_p	change
brca	A1BG	ENSP00000263100	0.33477477969039265	-0.16828521132851743
brca	A2M	ENSP00000323929	0.8760938304001171	-0.03959999809465098
brca	A2ML1	ENSP00000299698	0.15116927471887137	0.5966855263039921
brca	A4GALT	ENSP00000249005	0.7707065566838995	
brca	AAAS	ENSP00000209873	0.07296192303434593	0.15651762749464762
brca	AACS	ENSP00000324842	0.5555202869153831	-0.13388296853673537
brca	AADAT	ENSP00000226840	0.3593252505468901	
brca	AAGAB	ENSP00000261880	0.48804775326094624	-0.08600803942038263
brca	AAK1	ENSP00000386456	0.5779905480160256	-0.050527388103370055
brca	AAMDC	ENSP00000377078	0.4060238575275347	-0.1902283779091949
brca	AAMP	ENSP00000416394	0.6613762229991322	0.061715217546087595
brca	AAR2	ENSP00000313674	0.006951716613192222	0.19024840064638096
brca	AARS1	ENSP00000261772	0.8433565475748072	-0.029727062339089484
brca	AARS2	ENSP00000244571	0.3702751104401731	0.0944209965809334
brca	AARSD1	ENSP00000400870	0.976007543855639	-0.006877845800024353
brca	AASDH	ENSP00000205214	0.5856286866404244	0.14596756406703754
brca	AASDHPPT	ENSP00000278618	0.2145839272355296	0.12996434818438946
brca	AASS	ENSP00000377040	0.002517899542459407	-0.4584170318538885
brca	AATF	ENSP00000477848	0.02488305054128537	0.24693925508785092
brca	ABAT	ENSP00000268251	0.19570308803335834	-0.4205275866181586
brca	ABCA1	ENSP00000363868	0.3796161944338971	0.17956330153224864
brca	ABCA12	ENSP00000272895	0.9280311598760034	
brca	ABCA2	ENSP00000265662	0.6117407492342462	-0.11348626127763026
brca	ABCA3	ENSP00000301732	0.34393101413926763	-0.1944933569777923
brca	ABCA4	ENSP00000359245	0.20771734639092534	-0.7754910069331326
brca	ABCA6	ENSP00000284425	0.6082493772564278	-0.20103182245785983
brca	ABCA8	ENSP00000402814	0.5520353159479531	-0.18506703574257377
brca	ABCB1	ENSP00000265724	0.6905043488139985	-0.13557127944627947
brca	ABCB10	ENSP00000355637	0.9303596714691305	-0.017772231013387776
brca	ABCB6	ENSP00000265316	0.3900279944752808	-0.17069229522515977
brca	ABCB8	ENSP00000297504	0.8749172348348332	-0.02610033711946079
brca	ABCB9	ENSP00000280559	0.9642201734117934	-0.042233349896133754
brca	ABCC1	ENSP00000382342	0.8781469032553627	0.026193246766176057
brca	ABCC10	ENSP00000244533	0.2923097975081346	-0.2193657126823203
brca	ABCC11	ENSP00000349017	0.04068561487929093	-0.5527405450717888
brca	ABCC3	ENSP00000285238	0.5129764740376979	-0.1898496627790417
brca	ABCC4	ENSP00000494609	0.5625976483971402	-0.15287540777216865
