Name	Database_ID	start_bp	end_bp	variable	value	cancer_type_total_patients	cancer
FBXO25	ENSG00000147364.15	406428	477967	gain	20	122	brca
FBXO25	ENSG00000147364.15	406428	477967	loss	47	122	brca
TDRP	ENSG00000180190.10	489803	545781	gain	20	122	brca
TDRP	ENSG00000180190.10	489803	545781	loss	47	122	brca
ERICH1	ENSG00000104714.12	614746	738106	gain	20	122	brca
ERICH1	ENSG00000104714.12	614746	738106	loss	47	122	brca
DLGAP2	ENSG00000198010.10	737628	1708476	gain	19	122	brca
DLGAP2	ENSG00000198010.10	737628	1708476	loss	47	122	brca
CLN8	ENSG00000182372.6	1755778	1801711	gain	19	122	brca
CLN8	ENSG00000182372.6	1755778	1801711	loss	47	122	brca
ARHGEF10	ENSG00000104728.14	1823926	1958641	gain	18	122	brca
ARHGEF10	ENSG00000104728.14	1823926	1958641	loss	48	122	brca
KBTBD11	ENSG00000176595.3	1973677	2006936	gain	18	122	brca
KBTBD11	ENSG00000176595.3	1973677	2006936	loss	48	122	brca
MYOM2	ENSG00000036448.8	2045046	2165552	gain	18	122	brca
MYOM2	ENSG00000036448.8	2045046	2165552	loss	48	122	brca
CSMD1	ENSG00000183117.16	2935353	4994972	gain	18	122	brca
CSMD1	ENSG00000183117.16	2935353	4994972	loss	47	122	brca
MCPH1	ENSG00000147316.11	6406592	6648508	gain	17	122	brca
MCPH1	ENSG00000147316.11	6406592	6648508	loss	47	122	brca
ANGPT2	ENSG00000091879.12	6499632	6563409	gain	17	122	brca
ANGPT2	ENSG00000091879.12	6499632	6563409	loss	47	122	brca
AGPAT5	ENSG00000155189.10	6708642	6761503	gain	17	122	brca
AGPAT5	ENSG00000155189.10	6708642	6761503	loss	48	122	brca
XKR5	ENSG00000275591.3	6808517	6835524	gain	17	122	brca
XKR5	ENSG00000275591.3	6808517	6835524	loss	48	122	brca
DEFB1	ENSG00000164825.3	6870592	6877936	gain	17	122	brca
DEFB1	ENSG00000164825.3	6870592	6877936	loss	48	122	brca
DEFA6	ENSG00000164822.4	6924697	6926076	gain	17	122	brca
DEFA6	ENSG00000164822.4	6924697	6926076	loss	48	122	brca
DEFA4	ENSG00000164821.4	6935820	6938306	gain	17	122	brca
DEFA4	ENSG00000164821.4	6935820	6938306	loss	48	122	brca
DEFA1	ENSG00000206047.2	6977649	6980092	gain	15	122	brca
DEFA1	ENSG00000206047.2	6977649	6980092	loss	48	122	brca
DEFA1B	ENSG00000240247.5	6996766	6999198	gain	15	122	brca
DEFA1B	ENSG00000240247.5	6996766	6999198	loss	48	122	brca
DEFA3	ENSG00000239839.4	7015869	7018297	gain	15	122	brca
DEFA3	ENSG00000239839.4	7015869	7018297	loss	48	122	brca
DEFA5	ENSG00000164816.7	7055304	7056739	gain	16	122	brca
DEFA5	ENSG00000164816.7	7055304	7056739	loss	49	122	brca
USP17L1	ENSG00000230549.3	7332387	7333979	gain	16	122	brca
USP17L1	ENSG00000230549.3	7332387	7333979	loss	49	122	brca
USP17L4	ENSG00000236125.3	7337115	7338707	gain	16	122	brca
USP17L4	ENSG00000236125.3	7337115	7338707	loss	49	122	brca
ZNF705G	ENSG00000215372.6	7355517	7385558	gain	15	122	brca
ZNF705G	ENSG00000215372.6	7355517	7385558	loss	52	122	brca
DEFB4B	ENSG00000177257.2	7414855	7416863	gain	15	122	brca
DEFB4B	ENSG00000177257.2	7414855	7416863	loss	52	122	brca
DEFB103B	ENSG00000177243.3	7428888	7430348	gain	15	122	brca
DEFB103B	ENSG00000177243.3	7428888	7430348	loss	52	122	brca
SPAG11B	ENSG00000164871.16	7442684	7463674	gain	13	122	brca
SPAG11B	ENSG00000164871.16	7442684	7463674	loss	53	122	brca
DEFB104B	ENSG00000177023.2	7470308	7475082	gain	14	122	brca
DEFB104B	ENSG00000177023.2	7470308	7475082	loss	52	122	brca
DEFB106B	ENSG00000187082.2	7482504	7486400	gain	14	122	brca
DEFB106B	ENSG00000187082.2	7482504	7486400	loss	52	122	brca
DEFB105B	ENSG00000186599.7	7487679	7489593	gain	14	122	brca
DEFB105B	ENSG00000186599.7	7487679	7489593	loss	52	122	brca
DEFB107B	ENSG00000198129.2	7495911	7509311	gain	14	122	brca
DEFB107B	ENSG00000198129.2	7495911	7509311	loss	52	122	brca
PRR23D1	ENSG00000255251.1	7539627	7542450	gain	15	122	brca
PRR23D1	ENSG00000255251.1	7539627	7542450	loss	52	122	brca
PRR23D2	ENSG00000255378.1	7778591	7781413	gain	12	122	brca
PRR23D2	ENSG00000255378.1	7778591	7781413	loss	46	122	brca
DEFB107A	ENSG00000186572.2	7811720	7815716	gain	12	122	brca
DEFB107A	ENSG00000186572.2	7811720	7815716	loss	46	122	brca
DEFB105A	ENSG00000186562.7	7821004	7823880	gain	12	122	brca
DEFB105A	ENSG00000186562.7	7821004	7823880	loss	46	122	brca
DEFB106A	ENSG00000186579.2	7825139	7829053	gain	12	122	brca
DEFB106A	ENSG00000186579.2	7825139	7829053	loss	46	122	brca
DEFB104A	ENSG00000176782.2	7836436	7841242	gain	12	122	brca
DEFB104A	ENSG00000176782.2	7836436	7841242	loss	42	122	brca
SPAG11A	ENSG00000178287.16	7847876	7868867	gain	12	122	brca
SPAG11A	ENSG00000178287.16	7847876	7868867	loss	42	122	brca
DEFB103A	ENSG00000176797.3	7881392	7882663	gain	12	122	brca
DEFB103A	ENSG00000176797.3	7881392	7882663	loss	47	122	brca
DEFB4A	ENSG00000171711.2	7894677	7896716	gain	12	122	brca
DEFB4A	ENSG00000171711.2	7894677	7896716	loss	46	122	brca
ZNF705B	ENSG00000215356.4	7926337	7952413	gain	12	122	brca
ZNF705B	ENSG00000215356.4	7926337	7952413	loss	46	122	brca
USP17L8	ENSG00000237038.4	7971661	7973253	gain	12	122	brca
USP17L8	ENSG00000237038.4	7971661	7973253	loss	46	122	brca
USP17L3	ENSG00000225327.3	7976393	7977985	gain	12	122	brca
USP17L3	ENSG00000225327.3	7976393	7977985	loss	46	122	brca
SGK223	ENSG00000275342.3	8317736	8386439	gain	16	122	brca
SGK223	ENSG00000275342.3	8317736	8386439	loss	48	122	brca
CLDN23	ENSG00000253958.1	8701937	8704096	gain	16	122	brca
CLDN23	ENSG00000253958.1	8701937	8704096	loss	48	122	brca
MFHAS1	ENSG00000147324.9	8783354	8893630	gain	16	122	brca
MFHAS1	ENSG00000147324.9	8783354	8893630	loss	48	122	brca
ERI1	ENSG00000104626.13	9002147	9116746	gain	16	122	brca
ERI1	ENSG00000104626.13	9002147	9116746	loss	48	122	brca
PPP1R3B	ENSG00000173281.4	9136255	9151574	gain	16	122	brca
PPP1R3B	ENSG00000173281.4	9136255	9151574	loss	48	122	brca
TNKS	ENSG00000173273.14	9555912	9782346	gain	16	122	brca
TNKS	ENSG00000173273.14	9555912	9782346	loss	48	122	brca
MSRA	ENSG00000175806.13	10054292	10428891	gain	16	122	brca
MSRA	ENSG00000175806.13	10054292	10428891	loss	48	122	brca
PRSS55	ENSG00000184647.9	10525532	10554166	gain	16	122	brca
PRSS55	ENSG00000184647.9	10525532	10554166	loss	48	122	brca
RP1L1	ENSG00000183638.5	10606349	10712187	gain	16	122	brca
RP1L1	ENSG00000183638.5	10606349	10712187	loss	48	122	brca
C8orf74	ENSG00000171060.9	10672628	10700590	gain	16	122	brca
C8orf74	ENSG00000171060.9	10672628	10700590	loss	48	122	brca
SOX7	ENSG00000171056.7	10723768	10730511	gain	16	122	brca
