cancer_type	protein	Database_ID	adj_p	change
brca	A1BG	ENSP00000263100	0.9565472341897242	-0.046275117308889724
brca	A2M	ENSP00000323929	0.84590602825751	0.1540671899274822
brca	A2ML1	ENSP00000299698	0.9462026563449983	0.13458724840328784
brca	AAAS	ENSP00000209873	0.8380097733124451	0.08520228912295565
brca	AACS	ENSP00000324842	0.8903793774012163	0.1026666060048137
brca	AADAT	ENSP00000226840	0.9182310769825405	
brca	AAGAB	ENSP00000261880	0.8804682548107559	0.06938791693923371
brca	AAK1	ENSP00000386456	0.9297561284566064	-0.028634164644053862
brca	AAMDC	ENSP00000377078	0.9806357666486588	-0.0291314118788345
brca	AAMP	ENSP00000416394	0.968040595978698	0.023812911622875424
brca	AAR2	ENSP00000313674	0.8380097733124451	0.07410112665348326
brca	AARD	ENSP00000367528	0.8544685891630817	-0.3467134131385507
brca	AARS1	ENSP00000261772	0.8837135531350107	0.061960775387074105
brca	AARS2	ENSP00000244571	0.9182310769825405	-0.040988366718521435
brca	AARSD1	ENSP00000400870	0.8273705875063172	-0.21953902069290845
brca	AASDH	ENSP00000205214	0.9802021146183741	-0.03385876506952927
brca	AASDHPPT	ENSP00000278618	0.8273705875063172	0.12586721036313372
brca	AASS	ENSP00000377040	0.8002073766973176	-0.27505631761963195
brca	AATF	ENSP00000477848	0.8692808967130353	0.08020180021124859
brca	AATK	ENSP00000324196	0.8804682548107559	0.26951846797823586
brca	ABAT	ENSP00000268251	0.8380097733124451	-0.3000359722824979
brca	ABCA1	ENSP00000363868	0.8677925627157468	0.13087536561683977
brca	ABCA12	ENSP00000272895	0.683020677011762	0.4512874678851253
brca	ABCA2	ENSP00000265662	0.9589020719782293	
brca	ABCA3	ENSP00000301732	0.8816422910251223	-0.11147245769217025
brca	ABCA4	ENSP00000359245	0.9282386091948701	-0.23683387443024984
brca	ABCA6	ENSP00000284425	0.8708637253302854	0.2325882631732031
brca	ABCA8	ENSP00000402814	0.988533607311408	0.02110894497098495
brca	ABCB1	ENSP00000265724	0.8273705875063172	-0.34923124462820454
brca	ABCB10	ENSP00000355637	0.8380097733124451	-0.1678597163839267
brca	ABCB6	ENSP00000265316	0.8380097733124451	-0.19123468550925107
brca	ABCB8	ENSP00000297504	0.906161138608604	0.05608707403981632
brca	ABCB9	ENSP00000280559	0.8804682548107559	0.4406842477256625
brca	ABCC1	ENSP00000382342	0.8380097733124451	0.13059194870052207
brca	ABCC10	ENSP00000244533	0.995734576870648	0.0070597817286964515
brca	ABCC11	ENSP00000349017	0.8837135531350107	
brca	ABCC3	ENSP00000285238	0.9986402249013973	-0.0018839137269038297
brca	ABCC4	ENSP00000494609	0.8527609516875847	0.1753187586282434
brca	ABCC5	ENSP00000265586	0.9552546522149659	
brca	ABCC9	ENSP00000261200	0.84590602825751	
brca	ABCD3	ENSP00000359233	0.9978780597200431	-0.0054271663805114945
brca	ABCD4	ENSP00000349396	0.8002073766973176	-0.4663068112190505
brca	ABCE1	ENSP00000296577	0.8380097733124451	0.07476667754587069
brca	ABCF1	ENSP00000313603	0.8389777632331239	0.07414925155698013
brca	ABCF3	ENSP00000411471	0.9299153018908816	0.026675918633680615
brca	ABCG1	ENSP00000291524	0.9661021083273283	-0.05291077379088102
brca	ABHD10	ENSP00000273359	0.9924678966898351	-0.005825895484613625
brca	ABHD11	ENSP00000222800	0.8380097733124451	0.21648648643862348
brca	ABHD12	ENSP00000341408	0.9034640407531795	-0.0733290947008649
brca	ABHD13	ENSP00000365063	0.998215888986822	
brca	ABHD14B	ENSP00000354841	0.8804682548107559	-0.08869413218250045
brca	ABHD15	ENSP00000302657	0.8942751538800129	0.16144240060617376
brca	ABHD16A	ENSP00000379282	0.9392017178599803	-0.04521168020272173
brca	ABHD17A	ENSP00000250974	0.8380097733124451	
brca	ABHD17B	ENSP00000330222	0.9967522476593453	0.0037646845328204517
brca	ABHD17C	ENSP00000258884	0.8380097733124451	-0.20502269264919007
brca	ABHD18	ENSP00000381937	0.9784019997265242	
brca	ABHD2	ENSP00000268129	0.8380097733124451	-0.24163711121591966
brca	ABHD3	ENSP00000289119	0.8887988191545395	-0.09364136335354085
brca	ABHD4	ENSP00000414558	0.9037095246880497	0.051956036139300596
brca	ABHD5	ENSP00000495778	0.956923176067618	-0.05068149183350079
brca	ABHD6	ENSP00000295962	0.9807196205826005	-0.022113182897134404
brca	ABI3	ENSP00000225941	0.9953292360622057	0.004599658518102102
brca	ABI3BP	ENSP00000420524	0.9818166803438331	-0.03772154105858727
brca	ABITRAM	ENSP00000363753	0.8380097733124451	
brca	ABL1	ENSP00000361423	0.9037095246880497	-0.1732399259439199
brca	ABL1	ENSP00000323315	0.9092585350756419	-0.04385150704144369
brca	ABRACL	ENSP00000356632	0.9823487836902298	0.031052309542746376
brca	ABRAXAS1	ENSP00000369857	0.988533607311408	0.006094102481707567
brca	ABRAXAS2	ENSP00000298492	0.8002073766973176	-0.11276198607179513
brca	ABT1	ENSP00000274849	0.8380097733124451	0.14890562459357337
brca	ABTB1	ENSP00000232744	0.8681912232846899	-0.17337923321998677
brca	ABTB2	ENSP00000410157	0.8677925627157468	0.16260135318180563
brca	ACAA1	ENSP00000333664	0.84590602825751	-0.10309492259780587
brca	ACAA2	ENSP00000466015	0.9092585350756419	0.07307238819461642
brca	ACACA	ENSP00000478547	0.8903793774012163	0.09922086979683725
brca	ACACB	ENSP00000341044	0.9063941938883294	-0.09033171438788962
brca	ACAD10	ENSP00000389813	0.956923176067618	-0.03617000428305126
brca	ACAD11	ENSP00000264990	0.8380097733124451	-0.23224982819164436
brca	ACAD8	ENSP00000281182	0.8792740691569442	-0.1017171023315158
brca	ACAD9	ENSP00000312618	0.8499082368824024	-0.09032780166204991
brca	ACADL	ENSP00000233710	0.8804682548107559	-0.2301773847684327
brca	ACADM	ENSP00000359871	0.9852821284842941	0.014864732299591815
brca	ACADS	ENSP00000242592	0.8887988191545395	-0.10310568487730093
brca	ACADSB	ENSP00000357873	0.954006078927038	-0.08535973153414003
brca	ACADVL	ENSP00000349297	0.8380097733124451	
brca	ACADVL	ENSP00000344152	0.9778711027704474	
brca	ACAP1	ENSP00000158762	0.8380097733124451	0.21927811780951253
brca	ACAP2	ENSP00000324287	0.9654579303279036	0.014712342735396428
brca	ACAP3	ENSP00000346733	0.8804682548107559	-0.08142817044818126
brca	ACAT1	ENSP00000265838	0.8273705875063172	-0.2094809239570764
brca	ACAT2	ENSP00000356015	0.8865831731419893	0.0753432067782019
brca	ACBD3	ENSP00000355777	0.987974940810141	-0.006144732491248278
brca	ACBD4	ENSP00000314440	0.9131330842337881	
brca	ACBD6	ENSP00000356567	0.9818166803438331	-0.01108872017407575
brca	ACBD7	ENSP00000367453	0.9182310769825405	
brca	ACCS	ENSP00000263776	0.8965126124392379	-0.2073094248210593
brca	ACD	ENSP00000478084	0.8804682548107559	0.06716940924517172
brca	ACE	ENSP00000290866	0.9986402249013973	0.002215355767142449
brca	ACKR2	ENSP00000396150	0.9238312921070413	-0.6746350648842055
brca	ACO1	ENSP00000309477	0.8912912842869511	-0.07334400861641405
brca	ACOT1	ENSP00000311224	0.8790133021825605	
brca	ACOT11	ENSP00000340260	0.999623162708106	-0.0008892607829725334
brca	ACOT12	ENSP00000303246	0.9090521114963218	0.267912336431553
brca	ACOT13	ENSP00000230048	0.9788028104178466	0.0181750144828009
brca	ACOT2	ENSP00000238651	0.9662642584874174	0.06804376773297234
brca	ACOT4	ENSP00000323071	0.9904102331397383	
brca	ACOT8	ENSP00000217455	0.9328658471243978	0.04601472258474767
brca	ACOX2	ENSP00000307697	0.8273705875063172	
brca	ACOX3	ENSP00000348775	0.9002887174825437	-0.09460150588974425
brca	ACP2	ENSP00000256997	0.9882433037472026	0.008496950333284486
brca	ACP3	ENSP00000323036	0.8345900622762099	0.3158017224617865
brca	ACP5	ENSP00000218758	0.9828263286081725	0.01732867942281825
brca	ACP6	ENSP00000463574	0.8663247461486396	-0.11756221736036601
brca	ACSBG1	ENSP00000258873	0.8681912232846899	-0.3494143750401346
brca	ACSF2	ENSP00000300441	0.9565472341897242	-0.056466323455631635
brca	ACSF3	ENSP00000320646	0.9804186524886338	0.017652704474084117
