cancer_type	protein	Database_ID	adj_p	change
brca	A1BG	ENSP00000263100	0.9840016499737517	-0.0473565175766234
brca	A2M	ENSP00000323929	0.9707407077894887	0.14515589486255803
brca	A2ML1	ENSP00000299698	0.9840016499737517	0.17795338601626598
brca	AAAS	ENSP00000209873	0.9635006551350375	0.12455195975915329
brca	AACS	ENSP00000324842	0.9840016499737517	0.07438131547932691
brca	AADAT	ENSP00000226840	0.9911530532008835	
brca	AAGAB	ENSP00000261880	0.9932325649502347	0.006537127183229893
brca	AAK1	ENSP00000386456	0.9979837002959878	0.0009785620771247429
brca	AAMDC	ENSP00000377078	0.9735947676867678	-0.12257774155613144
brca	AAMP	ENSP00000416394	0.9929017290635112	-0.007554868186004551
brca	AAR2	ENSP00000313674	0.9648114823833793	0.07559315318994875
brca	AARD	ENSP00000367528	0.9739902800324693	-0.24677598144886126
brca	AARS1	ENSP00000261772	0.9840016499737517	-0.032262964372962236
brca	AARS2	ENSP00000244571	0.9773353986170665	-0.049370699334561764
brca	AARSD1	ENSP00000400870	0.9840016499737517	-0.060548849554255976
brca	AASDH	ENSP00000205214	0.9970026689426942	-0.006116931833113223
brca	AASDHPPT	ENSP00000278618	0.9674416331842648	0.08955731991616353
brca	AASS	ENSP00000377040	0.9638668611017837	-0.20488526852769667
brca	AATF	ENSP00000477848	0.9674416331842648	0.09879198081796879
brca	AATK	ENSP00000324196	0.9783747440404085	0.19921679346735574
brca	ABAT	ENSP00000268251	0.9929017290635112	-0.022175933108658993
brca	ABCA1	ENSP00000363868	0.9889116837332382	0.04316928491287525
brca	ABCA12	ENSP00000272895	0.9638668611017837	
brca	ABCA2	ENSP00000265662	0.9848079271234843	-0.05050653323995043
brca	ABCA3	ENSP00000301732	0.9906364804953557	0.041560545708046195
brca	ABCA4	ENSP00000359245	0.9707407077894887	-0.490384958869988
brca	ABCA6	ENSP00000284425	0.9707407077894887	0.25282097676080456
brca	ABCA8	ENSP00000402814	0.9707407077894887	-0.2169401680972287
brca	ABCB1	ENSP00000265724	0.9635006551350375	-0.4248112562657005
brca	ABCB10	ENSP00000355637	0.9638668611017837	-0.17766480257685377
