	gain_event	loss_event
TCGA-3M-AB46-01	False	True
TCGA-3M-AB47-01	True	False
TCGA-B7-5816-01	True	False
TCGA-B7-5818-01	False	False
TCGA-B7-A5TI-01	False	True
TCGA-B7-A5TJ-01	True	False
TCGA-B7-A5TK-01	True	False
TCGA-B7-A5TN-01	False	True
TCGA-BR-4183-01	False	False
TCGA-BR-4184-01	True	False
TCGA-BR-4187-01	True	False
TCGA-BR-4188-01	False	False
TCGA-BR-4191-01	False	True
TCGA-BR-4201-01	True	False
TCGA-BR-4253-01	False	False
TCGA-BR-4255-01	True	False
TCGA-BR-4256-01	True	False
TCGA-BR-4257-01	True	False
TCGA-BR-4267-01	False	False
TCGA-BR-4279-01	False	False
TCGA-BR-4280-01	False	False
TCGA-BR-4292-01	True	False
TCGA-BR-4294-01	False	True
TCGA-BR-4357-01	False	False
TCGA-BR-4361-01	True	False
TCGA-BR-4362-01	True	False
TCGA-BR-4363-01	True	False
TCGA-BR-4366-01	True	False
TCGA-BR-4367-01	True	False
TCGA-BR-4368-01	True	False
TCGA-BR-4369-01	False	True
TCGA-BR-4370-01	True	False
TCGA-BR-4371-01	True	False
TCGA-BR-6452-01	True	False
TCGA-BR-6453-01	True	False
TCGA-BR-6454-01	False	False
TCGA-BR-6455-01	True	False
TCGA-BR-6456-01	True	True
TCGA-BR-6457-01	True	False
TCGA-BR-6458-01	False	False
TCGA-BR-6563-01	False	False
TCGA-BR-6564-01	False	False
TCGA-BR-6565-01	True	True
TCGA-BR-6566-01	False	False
TCGA-BR-6705-01	False	True
TCGA-BR-6706-01	False	False
TCGA-BR-6707-01	True	False
TCGA-BR-6709-01	True	True
TCGA-BR-6710-01	False	False
TCGA-BR-6801-01	False	False
TCGA-BR-6802-01	True	False
TCGA-BR-6803-01	True	False
TCGA-BR-6852-01	True	False
TCGA-BR-7196-01	False	False
TCGA-BR-7197-01	True	False
TCGA-BR-7703-01	False	False
TCGA-BR-7704-01	True	False
TCGA-BR-7707-01	True	False
TCGA-BR-7715-01	True	True
TCGA-BR-7716-01	True	True
TCGA-BR-7717-01	False	False
TCGA-BR-7722-01	False	False
TCGA-BR-7723-01	False	True
TCGA-BR-7851-01	False	False
TCGA-BR-7901-01	False	False
TCGA-BR-7957-01	True	False
TCGA-BR-7958-01	True	True
TCGA-BR-7959-01	False	False
TCGA-BR-8058-01	False	False
TCGA-BR-8059-01	False	False
TCGA-BR-8060-01	False	False
TCGA-BR-8077-01	True	True
TCGA-BR-8078-01	True	False
TCGA-BR-8080-01	True	True
TCGA-BR-8081-01	False	False
TCGA-BR-8284-01	True	False
TCGA-BR-8285-01	False	False
TCGA-BR-8286-01	False	True
TCGA-BR-8289-01	False	True
TCGA-BR-8291-01	False	False
TCGA-BR-8295-01	False	False
TCGA-BR-8296-01	False	True
TCGA-BR-8297-01	True	False
TCGA-BR-8360-01	True	False
TCGA-BR-8361-01	False	False
TCGA-BR-8362-01	True	True
TCGA-BR-8363-01	False	False
TCGA-BR-8364-01	False	False
TCGA-BR-8365-01	False	False
TCGA-BR-8366-01	False	False
TCGA-BR-8367-01	False	False
