	gain_event	loss_event
TCGA-2G-AAEW-01	True	False
TCGA-2G-AAEX-01	True	False
TCGA-2G-AAF1-01	True	False
TCGA-2G-AAF4-01	True	False
TCGA-2G-AAF6-01	False	False
TCGA-2G-AAF8-01	True	False
TCGA-2G-AAFE-01	False	False
TCGA-2G-AAFG-01	True	False
TCGA-2G-AAFH-01	False	False
TCGA-2G-AAFI-01	True	False
TCGA-2G-AAFJ-01	False	False
TCGA-2G-AAFL-01	False	False
TCGA-2G-AAFM-01	True	False
TCGA-2G-AAFN-01	True	True
TCGA-2G-AAFO-01	True	False
TCGA-2G-AAFV-01	False	False
TCGA-2G-AAFY-01	True	False
TCGA-2G-AAFZ-01	True	False
TCGA-2G-AAG0-01	False	False
TCGA-2G-AAG3-01	True	False
TCGA-2G-AAG5-01	True	False
TCGA-2G-AAG6-01	True	False
TCGA-2G-AAG7-01	False	False
TCGA-2G-AAG8-01	True	False
TCGA-2G-AAG9-01	False	False
TCGA-2G-AAGA-01	True	False
TCGA-2G-AAGC-01	True	False
TCGA-2G-AAGE-01	False	False
TCGA-2G-AAGF-01	True	False
TCGA-2G-AAGG-01	True	True
TCGA-2G-AAGI-01	True	False
TCGA-2G-AAGJ-01	False	False
TCGA-2G-AAGK-01	False	False
TCGA-2G-AAGM-01	True	False
TCGA-2G-AAGN-01	True	False
TCGA-2G-AAGO-01	True	False
TCGA-2G-AAGP-01	True	False
TCGA-2G-AAGS-01	True	False
TCGA-2G-AAGT-01	True	True
TCGA-2G-AAGV-01	True	False
TCGA-2G-AAGW-01	True	False
TCGA-2G-AAGX-01	True	False
TCGA-2G-AAGY-01	False	False
TCGA-2G-AAGZ-01	False	False
TCGA-2G-AAH0-01	False	False
TCGA-2G-AAH2-01	True	False
TCGA-2G-AAH3-01	True	False
TCGA-2G-AAH4-01	False	False
TCGA-2G-AAH8-01	True	False
TCGA-2G-AAHA-01	True	False
TCGA-2G-AAHC-01	True	False
TCGA-2G-AAHG-01	True	False
TCGA-2G-AAHL-01	True	False
TCGA-2G-AAHN-01	True	False
TCGA-2G-AAHP-01	True	False
TCGA-2G-AAHT-01	True	False
TCGA-2G-AAKD-01	True	False
TCGA-2G-AAKG-01	True	False
TCGA-2G-AAKH-01	False	True
TCGA-2G-AAKL-01	True	False
TCGA-2G-AAKM-01	True	False
TCGA-2G-AAKO-01	True	False
TCGA-2G-AAL5-01	False	True
TCGA-2G-AAL7-01	True	False
TCGA-2G-AALF-01	False	False
TCGA-2G-AALG-01	True	True
TCGA-2G-AALN-01	False	False
TCGA-2G-AALO-01	True	False
TCGA-2G-AALP-01	False	True
TCGA-2G-AALQ-01	False	False
TCGA-2G-AALR-01	False	False
TCGA-2G-AALS-01	True	False
TCGA-2G-AALT-01	False	False
TCGA-2G-AALW-01	False	True
TCGA-2G-AALX-01	True	False
