	gain_event	loss_event
TCGA-18-3406-01	False	True
TCGA-18-3407-01	True	False
TCGA-18-3408-01	False	False
TCGA-18-3409-01	True	False
TCGA-18-3410-01	True	False
TCGA-18-3411-01	True	True
TCGA-18-3412-01	True	True
TCGA-18-3414-01	True	False
TCGA-18-3415-01	False	True
TCGA-18-3416-01	True	True
TCGA-18-3417-01	True	False
TCGA-18-3419-01	True	True
TCGA-18-3421-01	True	False
TCGA-18-4083-01	False	True
TCGA-18-4086-01	False	False
TCGA-18-4721-01	False	True
TCGA-18-5592-01	False	True
TCGA-18-5595-01	True	True
TCGA-21-1070-01	True	False
TCGA-21-1071-01	False	False
TCGA-21-1072-01	True	False
TCGA-21-1075-01	True	True
TCGA-21-1076-01	False	True
TCGA-21-1077-01	False	True
TCGA-21-1078-01	False	False
TCGA-21-1079-01	True	False
TCGA-21-1080-01	False	True
TCGA-21-1081-01	True	False
TCGA-21-1082-01	True	False
TCGA-21-1083-01	True	True
TCGA-21-5782-01	False	True
TCGA-21-5783-01	True	True
TCGA-21-5784-01	True	False
TCGA-21-5786-01	True	True
TCGA-21-5787-01	True	True
TCGA-21-A5DI-01	True	False
TCGA-22-0940-01	False	False
TCGA-22-0944-01	False	False
TCGA-22-1000-01	False	True
TCGA-22-1002-01	False	True
TCGA-22-1005-01	False	False
TCGA-22-1011-01	True	False
TCGA-22-1012-01	False	False
TCGA-22-1016-01	True	True
TCGA-22-1017-01	False	True
TCGA-22-4591-01	False	True
TCGA-22-4593-01	False	False
TCGA-22-4594-01	False	True
TCGA-22-4595-01	False	False
TCGA-22-4596-01	True	True
TCGA-22-4599-01	False	True
TCGA-22-4601-01	False	True
TCGA-22-4604-01	False	True
TCGA-22-4605-01	False	True
TCGA-22-4607-01	False	False
TCGA-22-4609-01	True	True
TCGA-22-4613-01	True	True
TCGA-22-5471-01	False	True
TCGA-22-5472-01	True	False
TCGA-22-5473-01	False	True
TCGA-22-5474-01	True	False
TCGA-22-5477-01	True	True
TCGA-22-5478-01	True	True
TCGA-22-5479-01	False	False
TCGA-22-5480-01	False	True
TCGA-22-5481-01	True	True
TCGA-22-5482-01	True	False
TCGA-22-5483-01	True	True
TCGA-22-5485-01	True	True
TCGA-22-5489-01	True	False
TCGA-22-5491-01	False	True
TCGA-22-5492-01	False	True
TCGA-22-A5C4-01	True	True
TCGA-33-4532-01	True	True
TCGA-33-4533-01	False	False
TCGA-33-4538-01	False	False
TCGA-33-4547-01	False	True
TCGA-33-4566-01	False	True
TCGA-33-4582-01	False	True
TCGA-33-4583-01	True	False
TCGA-33-4586-01	False	True
TCGA-33-4587-01	True	False
TCGA-33-4589-01	True	True
TCGA-33-6737-01	True	False
TCGA-33-6738-01	False	True
TCGA-33-A4WN-01	False	True
TCGA-33-A5GW-01	False	True
TCGA-33-AAS8-01	False	True
TCGA-33-AASB-01	True	False
TCGA-33-AASD-01	True	True
TCGA-33-AASI-01	True	True
TCGA-33-AASJ-01	False	False
TCGA-33-AASL-01	False	True
TCGA-34-2596-01	False	True
TCGA-34-2600-01	False	True
TCGA-34-2604-01	False	True
TCGA-34-2605-01	True	True
TCGA-34-2608-01	False	False
TCGA-34-2609-01	False	True
TCGA-34-5231-01	True	True
TCGA-34-5232-01	True	False
TCGA-34-5234-01	False	False
TCGA-34-5236-01	False	True
TCGA-34-5239-01	True	False
TCGA-34-5240-01	False	False
TCGA-34-5241-01	True	True
TCGA-34-5927-01	False	False
