	gain_event	loss_event
TCGA-3L-AA1B-01	True	False
TCGA-4N-A93T-01	False	True
TCGA-4T-AA8H-01	True	False
TCGA-5M-AAT4-01	True	True
TCGA-5M-AAT5-01	True	True
TCGA-5M-AAT6-01	True	True
TCGA-5M-AATA-01	True	True
TCGA-5M-AATE-01	True	False
TCGA-A6-2671-01	True	True
TCGA-A6-2672-01	False	False
TCGA-A6-2674-01	True	True
TCGA-A6-2675-01	True	True
TCGA-A6-2676-01	False	False
TCGA-A6-2677-01	False	False
TCGA-A6-2678-01	False	True
TCGA-A6-2679-01	False	True
TCGA-A6-2680-01	True	True
TCGA-A6-2681-01	True	True
TCGA-A6-2682-01	True	False
TCGA-A6-2683-01	True	True
TCGA-A6-2684-01	False	False
TCGA-A6-2685-01	True	False
TCGA-A6-2686-01	True	False
TCGA-A6-3807-01	False	True
TCGA-A6-3809-01	False	False
TCGA-A6-3810-01	True	True
TCGA-A6-4105-01	False	False
TCGA-A6-4107-01	True	False
TCGA-A6-5656-01	True	True
TCGA-A6-5657-01	True	True
TCGA-A6-5659-01	False	True
TCGA-A6-5660-01	True	True
TCGA-A6-5661-01	False	False
TCGA-A6-5662-01	False	True
TCGA-A6-5664-01	False	False
TCGA-A6-5665-01	False	False
TCGA-A6-5666-01	True	False
TCGA-A6-5667-01	True	True
TCGA-A6-6137-01	True	True
TCGA-A6-6138-01	False	False
TCGA-A6-6140-01	True	True
TCGA-A6-6141-01	False	False
TCGA-A6-6142-01	True	True
TCGA-A6-6648-01	True	True
TCGA-A6-6649-01	True	False
TCGA-A6-6650-01	False	True
TCGA-A6-6651-01	False	False
TCGA-A6-6652-01	True	True
TCGA-A6-6653-01	False	False
TCGA-A6-6654-01	True	True
TCGA-A6-6780-01	False	False
TCGA-A6-6781-01	False	False
TCGA-A6-6782-01	True	True
TCGA-A6-A565-01	False	False
TCGA-A6-A566-01	False	False
TCGA-A6-A567-01	False	True
TCGA-A6-A56B-01	False	True
TCGA-A6-A5ZU-01	True	True
TCGA-AA-3488-01	True	True
TCGA-AA-3489-01	False	False
TCGA-AA-3492-01	False	False
TCGA-AA-3494-01	True	True
TCGA-AA-3495-01	True	True
TCGA-AA-3496-01	False	True
TCGA-AA-3502-01	True	False
TCGA-AA-3506-01	False	False
TCGA-AA-3510-01	False	False
TCGA-AA-3511-01	True	False
TCGA-AA-3514-01	True	False
TCGA-AA-3516-01	False	False
TCGA-AA-3517-01	False	True
TCGA-AA-3518-01	False	False
TCGA-AA-3519-01	False	False
TCGA-AA-3520-01	False	True
TCGA-AA-3521-01	True	False
TCGA-AA-3522-01	False	False
TCGA-AA-3524-01	True	False
TCGA-AA-3525-01	False	False
TCGA-AA-3526-01	True	False
TCGA-AA-3527-01	False	False
TCGA-AA-3529-01	True	True
TCGA-AA-3530-01	False	False
TCGA-AA-3531-01	False	True
TCGA-AA-3532-01	True	True
TCGA-AA-3534-01	True	False
TCGA-AA-3538-01	True	True
TCGA-AA-3542-01	True	True
TCGA-AA-3543-01	False	False
TCGA-AA-3544-01	True	True
TCGA-AA-3548-01	True	True
TCGA-AA-3549-01	False	True
TCGA-AA-3552-01	True	True
TCGA-AA-3553-01	True	True
TCGA-AA-3554-01	False	False
TCGA-AA-3555-01	False	False
TCGA-AA-3556-01	False	True
TCGA-AA-3558-01	True	False
TCGA-AA-3560-01	False	True
TCGA-AA-3561-01	False	False
TCGA-AA-3562-01	True	True
TCGA-AA-3655-01	False	False
TCGA-AA-3660-01	True	True
TCGA-AA-3662-01	True	True
TCGA-AA-3663-01	True	False
TCGA-AA-3664-01	True	False
TCGA-AA-3666-01	False	True
TCGA-AA-3667-01	True	True
TCGA-AA-3672-01	False	False
TCGA-AA-3673-01	True	False
TCGA-AA-3675-01	False	False
TCGA-AA-3678-01	True	True
TCGA-AA-3679-01	True	True
TCGA-AA-3680-01	False	True
TCGA-AA-3681-01	True	True
TCGA-AA-3684-01	True	True
TCGA-AA-3685-01	True	True
TCGA-AA-3688-01	False	True
TCGA-AA-3692-01	True	True
TCGA-AA-3693-01	False	False
TCGA-AA-3695-01	True	False
TCGA-AA-3696-01	True	False
TCGA-AA-3697-01	False	True
TCGA-AA-3710-01	False	False
TCGA-AA-3712-01	True	False
TCGA-AA-3713-01	True	False
TCGA-AA-3715-01	True	False
TCGA-AA-3811-01	True	False
TCGA-AA-3812-01	False	False
TCGA-AA-3814-01	True	False
TCGA-AA-3818-01	False	False
TCGA-AA-3819-01	False	False
TCGA-AA-3821-01	False	False
TCGA-AA-3831-01	False	False
TCGA-AA-3833-01	False	False
TCGA-AA-3837-01	False	False
TCGA-AA-3841-01	True	False
TCGA-AA-3842-01	True	True
TCGA-AA-3844-01	False	False
TCGA-AA-3845-01	False	False
