	gain_event	loss_event
TCGA-FA-8693-01	False	False
TCGA-FA-A4BB-01	False	False
TCGA-FA-A4XK-01	False	False
TCGA-FA-A6HN-01	False	False
TCGA-FA-A6HO-01	False	True
TCGA-FA-A7DS-01	False	False
TCGA-FA-A7Q1-01	False	True
TCGA-FA-A82F-01	False	False
TCGA-FA-A86F-01	True	True
TCGA-FF-8041-01	True	False
TCGA-FF-8042-01	False	False
TCGA-FF-8043-01	False	False
TCGA-FF-8046-01	False	False
TCGA-FF-8047-01	False	True
TCGA-FF-8061-01	False	False
TCGA-FF-8062-01	False	False
TCGA-FF-A7CQ-01	False	False
TCGA-FF-A7CR-01	False	False
TCGA-FF-A7CW-01	False	False
TCGA-FF-A7CX-01	False	False
TCGA-FM-8000-01	False	False
TCGA-G8-6324-01	False	False
TCGA-G8-6325-01	False	False
TCGA-G8-6326-01	False	False
TCGA-G8-6906-01	False	False
TCGA-G8-6907-01	False	False
TCGA-G8-6909-01	False	False
TCGA-G8-6914-01	False	False
TCGA-GR-7351-01	False	False
TCGA-GR-7353-01	True	False
TCGA-GR-A4D4-01	False	False
TCGA-GR-A4D5-01	False	False
TCGA-GR-A4D6-01	False	True
TCGA-GR-A4D9-01	False	False
TCGA-GS-A9TQ-01	False	False
TCGA-GS-A9TT-01	False	False
TCGA-GS-A9TU-01	False	False
TCGA-GS-A9TV-01	False	False
TCGA-GS-A9TW-01	True	True
TCGA-GS-A9TX-01	True	False
TCGA-GS-A9TY-01	False	True
TCGA-GS-A9TZ-01	True	True
TCGA-GS-A9U3-01	False	False
TCGA-GS-A9U4-01	True	False
TCGA-RQ-A68N-01	False	True
TCGA-RQ-A6JB-01	False	False
TCGA-RQ-AAAT-01	False	False
TCGA-VB-A8QN-01	False	False
