	gain_event	loss_event
TCGA-P7-A5NY-01	False	False
TCGA-P8-A5KC-01	False	False
TCGA-P8-A5KD-01	False	False
TCGA-P8-A6RX-01	False	False
TCGA-P8-A6RY-01	False	False
TCGA-PR-A5PF-01	False	True
TCGA-PR-A5PG-01	False	True
TCGA-PR-A5PH-01	False	False
TCGA-QR-A6GO-01	False	False
TCGA-QR-A6GR-01	False	False
TCGA-QR-A6GS-01	False	False
TCGA-QR-A6GT-01	False	True
TCGA-QR-A6GU-01	False	False
TCGA-QR-A6GX-01	False	True
TCGA-QR-A6GY-01	False	False
TCGA-QR-A6GZ-01	True	False
TCGA-QR-A6H0-01	False	False
TCGA-QR-A6H1-01	False	False
TCGA-QR-A6H2-01	False	False
TCGA-QR-A6H3-01	False	False
TCGA-QR-A6H5-01	False	False
TCGA-QR-A6H6-01	False	False
TCGA-QR-A700-01	False	True
TCGA-QR-A702-01	False	False
TCGA-QR-A706-01	False	False
TCGA-QR-A70C-01	False	False
TCGA-QR-A70D-01	False	False
TCGA-QR-A70E-01	False	False
TCGA-QR-A70G-01	False	False
TCGA-QR-A70H-01	False	False
TCGA-QR-A70I-01	False	False
TCGA-QR-A70J-01	False	False
TCGA-QR-A70K-01	False	True
TCGA-QR-A70N-01	True	False
TCGA-QR-A70P-01	False	False
TCGA-QR-A70R-01	True	False
TCGA-QR-A70W-01	False	False
TCGA-QR-A70X-01	False	False
TCGA-QR-A7IN-01	False	False
TCGA-QR-A7IP-01	False	False
TCGA-QT-A5XJ-01	False	False
TCGA-QT-A5XK-01	False	False
TCGA-QT-A5XL-01	False	False
TCGA-QT-A5XM-01	False	False
TCGA-QT-A5XN-01	True	False
TCGA-QT-A5XO-01	False	False
TCGA-QT-A5XP-01	False	False
TCGA-QT-A69Q-01	False	False
TCGA-QT-A7U0-01	False	False
TCGA-RM-A68T-01	False	False
TCGA-RM-A68W-01	True	False
TCGA-RT-A6Y9-01	False	False
TCGA-RT-A6YA-01	False	True
TCGA-RT-A6YC-01	False	False
TCGA-RW-A67V-01	False	False
TCGA-RW-A67W-01	False	False
TCGA-RW-A67X-01	False	False
TCGA-RW-A67Y-01	False	False
