	gain_event	loss_event
C3L-00104	False	False
C3L-00365	False	False
C3L-00674	False	False
C3L-00677	False	False
C3L-01040	False	False
C3L-01043	False	False
C3L-01045	False	False
C3L-01046	False	False
C3L-01048	False	False
C3L-01049	False	False
C3L-01061	False	False
C3L-01142	False	False
C3L-01146	False	False
C3L-01149	False	False
C3L-01154	False	False
C3L-01155	False	False
C3L-01156	False	False
C3L-01157	False	False
C3L-01327	False	False
C3L-01887	False	False
C3L-02041	False	False
C3L-02465	True	False
C3L-02504	False	False
C3L-02542	False	False
C3L-02642	False	False
C3L-02704	False	False
C3L-02705	False	False
C3L-02707	False	False
C3L-02708	False	False
C3L-02900	False	False
C3L-02955	False	False
C3L-02970	False	False
C3L-02984	False	False
C3L-03260	False	False
C3L-03266	False	False
C3L-03387	False	False
C3L-03390	False	False
C3L-03392	False	False
C3L-03400	False	False
C3L-03405	True	False
C3L-03407	False	False
C3L-03681	False	False
C3L-03727	False	False
C3L-03728	False	False
C3L-03744	False	False
C3L-03748	False	False
C3L-03968	False	False
C3L-04084	False	False
C3N-00661	False	False
C3N-00662	False	False
C3N-00663	False	False
C3N-00665	False	False
C3N-01192	False	False
C3N-01196	False	False
C3N-01334	False	False
C3N-01364	True	False
C3N-01366	False	False
C3N-01367	True	False
C3N-01368	False	False
C3N-01369	False	False
C3N-01505	False	False
C3N-01515	False	False
C3N-01517	False	False
C3N-01518	False	False
C3N-01798	False	False
C3N-01814	False	False
C3N-01815	False	False
C3N-01816	True	False
C3N-01818	False	False
C3N-01851	False	False
C3N-01852	False	False
C3N-01856	False	False
C3N-01857	False	False
C3N-02181	False	False
C3N-02183	False	False
C3N-02185	False	False
C3N-02186	False	False
C3N-02188	False	False
C3N-02190	False	False
C3N-02255	False	False
C3N-02256	False	False
C3N-02769	False	False
C3N-02770	False	False
C3N-02782	False	False
C3N-02783	False	False
C3N-02784	False	False
C3N-02785	False	False
C3N-02786	False	False
C3N-02788	False	False
C3N-03070	False	False
C3N-03088	False	False
C3N-03180	False	False
C3N-03182	False	False
C3N-03183	False	False
C3N-03184	False	False
C3N-03186	False	False
C3N-03188	True	False
C3N-03473	False	False
