Name	Database_ID	start_bp	end_bp	variable	value	cancer_type_total_patients	cancer
FAM20C	ENSG00000177706.8	192571.0	260772.0	gain	31	122	brca
FAM20C	ENSG00000177706.8	192571.0	260772.0	loss	8	122	brca
PDGFA	ENSG00000197461.9	497258.0	520296.0	gain	31	122	brca
PDGFA	ENSG00000197461.9	497258.0	520296.0	loss	8	122	brca
PRKAR1B	ENSG00000188191.10	549197.0	727650.0	gain	31	122	brca
PRKAR1B	ENSG00000188191.10	549197.0	727650.0	loss	8	122	brca
SUN1	ENSG00000164828.13	816615.0	896435.0	gain	31	122	brca
SUN1	ENSG00000164828.13	816615.0	896435.0	loss	8	122	brca
GET4	ENSG00000239857.2	876554.0	896436.0	gain	31	122	brca
GET4	ENSG00000239857.2	876554.0	896436.0	loss	8	122	brca
ADAP1	ENSG00000105963.9	897900.0	955407.0	gain	32	122	brca
ADAP1	ENSG00000105963.9	897900.0	955407.0	loss	7	122	brca
COX19	ENSG00000240230.1	898778.0	975549.0	gain	32	122	brca
COX19	ENSG00000240230.1	898778.0	975549.0	loss	7	122	brca
CYP2W1	ENSG00000073067.9	983181.0	989640.0	gain	32	122	brca
CYP2W1	ENSG00000073067.9	983181.0	989640.0	loss	7	122	brca
C7orf50	ENSG00000146540.10	996986.0	1138260.0	gain	32	122	brca
C7orf50	ENSG00000146540.10	996986.0	1138260.0	loss	7	122	brca
MIR339	ENSG00000199023.1	1022933.0	1023026.0	gain	32	122	brca
MIR339	ENSG00000199023.1	1022933.0	1023026.0	loss	7	122	brca
GPR146	ENSG00000164849.7	1044546.0	1059261.0	gain	32	122	brca
GPR146	ENSG00000164849.7	1044546.0	1059261.0	loss	7	122	brca
ZFAND2A	ENSG00000178381.7	1152071.0	1160759.0	gain	32	122	brca
ZFAND2A	ENSG00000178381.7	1152071.0	1160759.0	loss	7	122	brca
UNCX	ENSG00000164853.8	1232872.0	1237326.0	gain	32	122	brca
UNCX	ENSG00000164853.8	1232872.0	1237326.0	loss	7	122	brca
MICALL2	ENSG00000164877.14	1428465.0	1459470.0	gain	32	122	brca
MICALL2	ENSG00000164877.14	1428465.0	1459470.0	loss	7	122	brca
INTS1	ENSG00000164880.11	1470277.0	1504389.0	gain	32	122	brca
INTS1	ENSG00000164880.11	1470277.0	1504389.0	loss	7	122	brca
MAFK	ENSG00000198517.5	1530702.0	1543043.0	gain	31	122	brca
MAFK	ENSG00000198517.5	1530702.0	1543043.0	loss	7	122	brca
TMEM184A	ENSG00000164855.11	1542235.0	1560821.0	gain	31	122	brca
TMEM184A	ENSG00000164855.11	1542235.0	1560821.0	loss	7	122	brca
PSMG3	ENSG00000157778.4	1567332.0	1571005.0	gain	31	122	brca
PSMG3	ENSG00000157778.4	1567332.0	1571005.0	loss	7	122	brca
ELFN1	ENSG00000225968.4	1688119.0	1747954.0	gain	31	122	brca
ELFN1	ENSG00000225968.4	1688119.0	1747954.0	loss	7	122	brca
MAD1L1	ENSG00000002822.11	1815793.0	2233243.0	gain	30	122	brca
MAD1L1	ENSG00000002822.11	1815793.0	2233243.0	loss	7	122	brca
