	gain_event	loss_event
01OV002	False	False
01OV007	True	False
01OV008	True	True
01OV010	False	False
01OV013	False	False
01OV017	False	False
01OV018	True	True
01OV019	False	False
01OV023	False	False
01OV026	False	False
01OV030	True	True
01OV039	False	True
01OV041	False	False
01OV045	False	False
01OV046	False	False
01OV047	False	True
01OV049	False	False
02OV005	False	False
02OV006	True	True
02OV008	True	False
02OV022	False	False
02OV023	False	False
02OV029	False	False
02OV032	False	True
02OV035	False	True
02OV036	False	False
02OV040	False	False
02OV041	False	False
02OV042	True	False
02OV044	False	True
02OV045	False	False
02OV046	False	False
04OV001	False	False
04OV004	False	False
04OV005	False	True
04OV008	False	False
04OV011	False	False
04OV012	False	False
04OV013	False	True
04OV017	False	False
04OV018	False	False
04OV021	False	True
04OV023	False	False
04OV024	False	False
04OV027	False	False
04OV028	True	False
04OV031	False	True
04OV033	False	False
04OV036	False	False
04OV037	False	True
04OV039	False	False
04OV040	False	True
04OV041	False	False
04OV044	False	True
04OV045	False	False
04OV048	True	False
04OV049	False	False
04OV050	False	False
04OV051	False	False
04OV053	False	False
04OV054	True	False
04OV055	False	False
04OV057	True	False
04OV058	False	False
04OV063	False	True
11OV002	False	False
11OV009	False	True
13OV003	False	False
13OV004	True	True
14OV011	False	False
15OV001	False	False
17OV001	False	False
17OV002	False	False
17OV010	False	False
17OV011	False	False
17OV013	False	False
17OV014	True	True
17OV015	False	False
17OV017	False	False
17OV018	False	False
17OV019	False	False
17OV025	False	False
17OV027	False	False
17OV028	True	False
17OV029	False	False
17OV030	False	False
17OV033	False	False
17OV034	False	False
17OV036	False	False
17OV039	False	False
17OV040	False	False
18OV001	False	True
20OV005	True	False
22OV001	False	True
26OV002	False	False
26OV008	False	True
26OV009	False	True
26OV010	False	False
26OV011	True	True
26OV013	True	False
