protein	cancers	mean_simp_change	num_cancers
C5orf51	brca_hnscc_lscc_luad_ovarian	1	5
NSUN2	brca_hnscc_lscc_luad_ovarian	1	5
WDR70	brca_hnscc_lscc_luad_ovarian	1	5
C5orf22	brca_hnscc_lscc_luad	1	4
DNAJC21	brca_hnscc_lscc_luad	1	4
LMBRD2	brca_hnscc_lscc_luad	1	4
MYO10	brca_hnscc_lscc_luad	1	4
NADK2	brca_hnscc_lscc_luad	1	4
OTULIN	brca_hnscc_lscc_luad	1	4
RICTOR	brca_hnscc_lscc_luad	1	4
TRIO	brca_hnscc_lscc_luad	1	4
TRIP13	brca_hnscc_lscc_luad	1	4
ZNF622	brca_hnscc_lscc_luad	1	4
BRIX1	hnscc_lscc_luad_ovarian	1	4
GOLPH3	hnscc_lscc_luad_ovarian	1	4
LPCAT1	brca_hnscc_luad	1	3
MTRR	brca_lscc_luad	1	3
AMACR	hnscc_lscc_luad	1	3
CCDC127	hnscc_lscc_luad	1	3
FBXO4	hnscc_lscc_luad	1	3
MTMR12	hnscc_lscc_luad	1	3
OXCT1	hnscc_lscc_luad	1	3
ZFR	hnscc_lscc_luad	1	3
ICE1	brca_luad	1	2
HMGCS1	hnscc_lscc	1	2
PRKAA1	hnscc_lscc	1	2
RAD1	hnscc_luad	1	2
TPPP	hnscc_ovarian	1	2
BRD9	lscc_luad	1	2
CMBL	lscc_luad	1	2
SDHA	lscc_luad	1	2
TTC33	lscc_luad	1	2
SUB1	luad_ovarian	1	2
MRPS30	lscc	1	1
BASP1	luad	-1	1
CLPTM1L	luad	1	1
DAP	luad	1	1
MED10	luad	1	1
