Name	lscc_Database_ID	ovarian_Database_ID	hnscc_pvalue	lscc_pvalue	ovarian_pvalue	hnscc_diff	lscc_diff	ovarian_diff
ABLIM3	NP_001287947.1|NP_001287944.1		0.031005302640002407	0.8624777594797753		-0.27949385258473924	-0.04461262272089783	
ACTBL2	NP_001017992.1	NP_001017992	0.607894934131491	0.26571273692136854	0.9013630568001173	-0.045490930626364445	-0.21646367461430588	0.030014510848360668
AFAP1L1	NP_689619.1|NP_001309991.1|NP_001139809.1|NP_001309992.1		0.06955548137184218	0.3179601836788205		-0.23913939301272436	-0.24492398316970632	
AFF4	NP_055238.1	NP_055238	0.6080868783177036	0.667100165613793	0.7662328630059578	-0.05225826619835061	-0.09449579242636748	-0.08909456072950817
AGGF1	NP_060516.2		0.7226154001542349	0.6686290932759976		-0.10412947128595107	-0.08119859747545584	
AK6	NP_057367.1|NP_001015891.1	NP_057367	0.05015716367811182	0.01839054346341646	0.1921113060374632	-0.22222500064522066	-0.49011297335203363	-0.19329434461475412
ALDH7A1	NP_001188306.1|NP_001173.2|NP_001189333.2	NP_001188306	0.039620165314249174	0.9258363798595608	0.5494823243378385	-0.335218419656222	-0.04981591865357671	-0.15397603431229506
ANKHD1-EIF4EBP3	NP_065741.3|NP_001183959.1	NP_065741	0.056174319707487035	0.039107763590873375	0.1326489860223898	-0.121641370560166	-0.2141955119214587	-0.1193043023795082
ANXA6	NP_001146.2|NP_001180473.1	NP_001146	0.0009301978083567607	0.0002612996739577485	0.7612884851472681	-0.42205962213760984	-0.945317110799439	0.07794374145491803
ANXA6	NP_001350043.1	NP_001146	0.0009301978083567607	0.0013687351251751702	0.7612884851472681	-0.42205962213760984	-0.9153884992987377	0.07794374145491803
AP3B1	NP_003655.3|NP_001258698.1	NP_003655	0.23225871700708853	0.00015137447683204725	0.25630536679396987	-0.05540696717212157	-0.4444983870967742	-0.0898363466737705
APC	NP_001341825.1|NP_000029.2|NP_001341828.1|NP_001341826.1|NP_001341827.1|NP_001341832.1|NP_001120983.2|NP_001341829.1|NP_001341830.1|NP_001341831.1|NP_001341833.1|NP_001341834.1|NP_001341835.1		0.8093232626658973	0.4956706762225542		0.047536505196511314	-0.11816416549789616	
ARAP3	NP_071926.4	NP_071926	0.790918391955335	0.21717013476706348	0.8375833975020142	-0.0426749078237485	-0.2463862552594669	-0.06148889767377054
ARHGAP26	NP_055886.1|NP_001129080.1|NP_001336476.1	NP_001129080	0.022905847669151998	4.725984969517221e-05	0.08495050546519506	-0.19160651544810747	-0.8020930575035063	-0.3539621732655738
ARHGEF28	NP_001073948.2|NP_001171164.1|NP_001231293.1	NP_001073948	0.46191590256460213	0.8378037468490805	0.9422003168285754	-0.09775532643449125	0.06945645161290326	-0.017467223322950753
ARHGEF37	NP_001001669.2	NP_001001669	0.34129135639470753	0.4956706762225542	0.899030884370424	-0.14120672688018132	-0.17780680224403977	-0.0429441292262295
ARL15	NP_061960.1		0.3793535746302102	0.48045148849764235		0.14401675593478558	-0.16354102384291724	
ARSB	NP_000037.2|NP_942002.1	NP_000037	0.014365961914771463	0.009512919791164478	0.9013630568001173	-0.24942563953894492	-0.6307874474053295	0.037061220371311404
ATG12	NP_004698.3|NP_001264712.1	NP_004698	0.2958747276092495	0.049543495429147516	0.9861143556400446	-0.10881582241878363	-0.473494950911641	0.0025412467786885273
ATOX1	NP_004036.1	NP_004036	0.0031836580644901856	0.0009739084668090567	0.541416237027089	-0.2181560229056707	-0.686411079943899	-0.10501301470163933
B4GALT7	NP_009186.1	NP_009186	0.7360716334948576	0.07179281155625401	0.25092823561666816	-0.049862428521997515	-0.5409566619915848	-0.3276401650180327
BNIP1	NP_001196.2|NP_053582.2|NP_053581.2|NP_053583.2	NP_001196	0.41902531163577256	0.1541350325313962	0.08250220973530513	-0.07211166040895023	-0.22373969144460032	-0.25114415345245905
BOD1	NP_612378.1|NP_001153123.1	NP_612378	0.8910847451686358	0.6570740906902289	0.8498260811246651	-0.01892942485809357	0.1032924964936886	-0.034773157997540965
BRD8	NP_006687.3|NP_001157798.1|NP_631938.1|NP_001287890.1|NP_001287891.1|NP_001287895.1	NP_006687	0.8910847451686358	0.49229179442765286	0.8249627941554319	0.01257820380619279	0.11565876577840112	-0.03785877717950817
BTF3	NP_001032726.1|NP_001198.2	NP_001032726	0.7984126898461348	0.7918880239613887	0.22733663542614835	-0.04016027876238226	0.05622748948106582	-0.17035608647295084
BTF3	NP_001032726.1|NP_001198.2	NP_001198	0.7984126898461348	0.7918880239613887	0.4593330217493774	-0.04016027876238226	0.05622748948106582	-0.12193479326475412
C5orf24	NP_001129058.1|NP_001287823.1	NP_689622	0.48029227589610646	0.8314434618148739	0.30585185121516434	-0.07305701074750459	0.03839130434782606	-0.18666973459508196
CAMK4	NP_001310303.1|NP_001310305.1		0.10949785822050091	0.08473985895631164		-0.24147405288985624	-0.4627363253856942	
CAMLG	NP_001736.1	NP_001736	0.8138806281956966	0.8934214574806949	0.17137392424702247	-0.02501934620978119	-0.025725946704067332	-0.21897279981721313
CANX	NP_001350922.1|NP_001350923.1|NP_001019820.1|NP_001350928.1|NP_001350924.1|NP_001350927.1|NP_001350929.1	NP_001019820	0.5023897386096874	0.0036566321622656106	0.06292449612841045	-0.08970441133408613	-0.5758143758765779	-0.372236352337705
CAST	NP_001741.4|NP_001035906.1|NP_001035907.1|NP_001035905.1|NP_001317557.1|NP_001035908.1|NP_001317562.1|NP_775083.1|NP_001035909.1|NP_001271142.1	NP_001741	0.0010748565379336136	0.0033540421928956185	0.5494823243378385	-0.3411440325082822	-0.6576299438990183	-0.10115366798360659
CCNB1	NP_114172.1|NP_001341773.1|NP_001341774.1	NP_114172	0.790918391955335	0.47789976548859686	0.7723945715187089	0.057693985075669474	0.29655483870967736	-0.0984900768237705
CCNH	NP_001230.1|NP_001351004.1|NP_001350468.1|NP_001186118.1|NP_001351005.1	NP_001230	0.6253644059845773	0.08739752289804008	0.8669830943620818	0.04225843140886454	0.2375256661991585	-0.0462056921401639
CD14	NP_000582.1	NP_000582	2.4172596099965706e-05	0.02170589576414721	0.4955658488584997	-0.35765256531805534	-0.5951741234221599	-0.1622685845155738
CD180	NP_005573.2	NP_005573	0.5749064266497187	0.0007447034500487759	0.3209690205056094	-0.1110229648733565	-0.9060922159887799	-0.21645612271311485
CD74	NP_001020330.1|NP_001351013.1|NP_001020329.1	NP_004346	0.0015481494600116778	0.013788476265582661	0.5895055209871319	-0.6007689324867798	-0.8705564516129034	-0.17576479419180327
CD74	NP_001020330.1|NP_001351013.1|NP_001020329.1	NP_001020330	0.0015481494600116778	0.013788476265582661	0.624950016831385	-0.6007689324867798	-0.8705564516129034	-0.1604136500122951
CDC23	NP_004652.2	NP_004652	0.8302336336695192	0.6410266876195525	0.8283982046751606	0.017298187300706758	-0.06786521739130433	-0.029846786871311495
CDK7	NP_001790.1|NP_001310999.1|NP_001310998.1|NP_001311000.1|NP_001311001.1	NP_001790	0.913197155979998	0.23552608429429264	0.37945211468299744	0.011333108861016683	0.18798499298737728	-0.10798790570737704
CDKN2AIPNL	NP_542387.1	NP_542387	0.6559052488809605	0.8378037468490805	0.9291095794840173	-0.0653151146709412	-0.0631363955119214	0.038351001870491674
CEP120	NP_694955.2|NP_001159698.1		0.5465857647994325	0.0038440940450956643		-0.13521426555013605	-0.4404005610098176	
CETN3	NP_001284694.1|NP_004356.2|NP_001284697.1	NP_001284694	0.06524836526696337	0.9925861777033677	0.9940420027275441	-0.2189823764667409	-0.0036869565217391154	0.0008938909344263224
CKMT2	NP_001093205.1	NP_001093205	0.02653947075193925	0.0758647301130006	0.8083933974351198	-0.5310743876239492	0.7881707573632538	0.09735044142213134
CLINT1	NP_055481.1	NP_055481	0.09050106379071013	6.430874065558437e-05	0.1947528101248856	-0.10198892480474342	-0.7061884992987377	-0.1476466897590164
CLINT1	NP_055481.1	NP_001182484	0.09050106379071013	6.430874065558437e-05	0.2181685549876419	-0.10198892480474342	-0.7061884992987377	-0.1438194522237705
CLINT1	NP_001182484.1|NP_001182485.1	NP_055481	0.09050106379071013	0.009831119300446294	0.1947528101248856	-0.10198892480474342	-0.30529249649368867	-0.1476466897590164
CLINT1	NP_001182484.1|NP_001182485.1	NP_001182484	0.09050106379071013	0.009831119300446294	0.2181685549876419	-0.10198892480474342	-0.30529249649368867	-0.1438194522237705
CLTB	NP_009028.1|NP_001825.1|NP_001351055.1	NP_001825	0.013641206473522358	2.4399073346537064e-06	0.23370951954319205	-0.24422758788206878	-0.9954909537166902	-0.16129384859180332
CLTB	NP_009028.1|NP_001825.1|NP_001351055.1	NP_009028	0.013641206473522358	2.4399073346537064e-06	0.23383782398580533	-0.24422758788206878	-0.9954909537166902	-0.17535084970737708
CNOT8	NP_001288002.1|NP_001288003.1|NP_001288004.1|NP_001288015.1		0.02999428470961437	0.07258239666730956		-0.2080307386796001	-0.306374824684432	
COMMD10	NP_057228.1|NP_001295009.1	NP_001295009	0.05001508339675509	0.028864682300176893	0.3494354916940756	-0.15712045617353354	-0.3048132538569426	-0.09261357004590165
COX7C	NP_001858.1	NP_001858	0.7212384614576673	0.6340239542461483	0.3907398046695995	-0.05108733656598474	-0.138395301542777	-0.16847993147049178
CPEB4	NP_085130.2|NP_001295118.1|NP_001295120.1		0.7413786806160366	0.02170589576414721		-0.04542971297662746	-0.4058445301542777	
CSF1R	NP_001275634.1	NP_001275634	0.02345815855817402	0.004230779559050016	0.854079369466045	-0.29801158146931783	-0.6227316970546984	-0.055649483835245886
CSNK1A1	NP_001883.4|NP_001020276.1|NP_001258671.1|NP_660204.2	NP_001883	0.9220593412175039	0.16152354888838472	0.577585480086135	0.01966527763876158	0.38365490883590464	-0.07255267083852462
CSNK1G3	NP_001351072.1|NP_004375.2|NP_001351077.1	NP_001026982	0.181714124305469	0.7485780733426153	0.3050558832074642	0.11911029001958795	-0.05152664796633935	-0.08977809165163933
CSNK1G3	NP_001351072.1|NP_004375.2|NP_001351077.1	NP_001257501	0.181714124305469	0.7485780733426153	0.4617708953223407	0.11911029001958795	-0.05152664796633935	-0.0696553108139344
CTNNA1	NP_001310911.1|NP_001310914.1|NP_001310915.1|NP_001277238.1|NP_001277236.1|NP_001277239.1|NP_001277241.1|NP_001310941.1|NP_001310930.1|NP_001310940.1|NP_001310931.1|NP_001310935.1|NP_001278062.1	NP_001310913	0.08006248838224729	0.1976870823907667	0.9567412442058352	0.17880727745511393	0.27951044880785414	0.010246039009836089
CWC27	NP_005860.2|NP_001284573.1|NP_001284574.1|NP_001304929.1	NP_001304929	0.9396439802532902	0.6543357321135858	0.12669126313433923	0.00898575353444997	0.06863022440392696	-0.27051816140737706
CWC27	NP_005860.2|NP_001284573.1|NP_001284574.1|NP_001304929.1	NP_005860	0.9396439802532902	0.6543357321135858	0.19521648219914278	0.00898575353444997	0.06863022440392696	-0.21488693548360654
DBN1	NP_001350470.1|NP_001351080.1|NP_004386.2|NP_543157.1|NP_001351081.1	NP_004386	0.4080790603133275	0.7667061892995916	0.9291095794840173	-0.11911114959227831	-0.09387629733520336	-0.02445443568032788
DCP2	NP_689837.2|NP_001229306.1		0.8097238885031877	0.03406464511625075		-0.030317068935040936	-0.2907891304347826	
