	gain_event	loss_event
C3L-00006	False	False
C3L-00008	False	False
C3L-00032	False	False
C3L-00090	False	False
C3L-00098	False	True
C3L-00136	False	False
C3L-00137	False	False
C3L-00139	False	True
C3L-00143	False	False
C3L-00145	False	False
C3L-00156	False	False
C3L-00161	False	False
C3L-00358	False	False
C3L-00361	False	False
C3L-00362	False	False
C3L-00413	False	False
C3L-00449	False	False
C3L-00563	False	False
C3L-00586	False	False
C3L-00601	False	False
C3L-00605	False	False
C3L-00767	False	False
C3L-00769	False	False
C3L-00770	False	False
C3L-00771	False	False
C3L-00780	False	False
C3L-00781	False	False
C3L-00905	False	True
C3L-00918	False	False
C3L-00921	False	False
C3L-00932	False	False
C3L-00942	False	False
C3L-00946	False	False
C3L-00947	False	False
C3L-00949	False	False
C3L-00961	False	False
C3L-00963	False	False
C3L-01246	False	False
C3L-01248	False	False
C3L-01249	False	False
C3L-01252	False	False
C3L-01256	False	False
C3L-01257	False	False
C3L-01275	False	False
C3L-01282	False	False
C3L-01304	False	False
C3L-01307	False	True
C3L-01311	False	False
C3L-01312	False	False
C3L-01744	False	False
C3L-01925	True	True
C3N-00151	False	False
C3N-00200	False	False
C3N-00321	False	False
C3N-00322	False	False
C3N-00323	False	False
C3N-00324	False	False
C3N-00326	False	False
C3N-00328	False	False
C3N-00333	False	False
C3N-00334	False	False
C3N-00335	False	False
C3N-00337	True	True
C3N-00339	False	True
C3N-00340	False	False
C3N-00377	False	False
C3N-00379	False	False
C3N-00383	False	False
C3N-00386	False	False
C3N-00388	False	False
C3N-00389	False	False
C3N-00729	False	False
C3N-00734	False	False
C3N-00743	False	False
C3N-00836	False	False
C3N-00847	False	False
C3N-00848	False	False
C3N-00850	False	False
C3N-00858	False	False
C3N-00866	False	False
C3N-00880	False	False
C3N-01003	True	False
C3N-01211	False	False
C3N-01212	False	False
C3N-01217	False	False
C3N-01219	False	False
C3N-01267	False	False
C3N-01346	False	True
C3N-01349	False	False
C3N-01510	False	False
C3N-01520	False	False
C3N-01521	False	True
C3N-01537	False	False
C3N-01802	False	False
C3N-01825	False	False
