	gain_event	loss_event
C3L-00081	True	True
C3L-00415	True	True
C3L-00445	True	True
C3L-00568	True	True
C3L-00603	False	True
C3L-00904	False	False
C3L-00923	False	False
C3L-00927	True	True
C3L-00965	True	False
C3L-00993	True	True
C3L-01000	True	False
C3L-01285	True	True
C3L-01455	True	False
C3L-01606	True	True
C3L-01663	True	True
C3L-01838	True	True
C3L-01884	True	True
C3L-02127	True	True
C3L-02130	False	False
C3L-02163	True	True
C3L-02164	False	False
C3L-02168	False	False
C3L-02170	False	False
C3L-02349	True	True
C3L-02358	True	True
C3L-02546	True	True
C3L-02552	False	False
C3L-02619	True	True
C3L-02625	True	True
C3L-02627	True	True
C3L-02629	False	False
C3L-02646	True	True
C3L-02648	True	True
C3L-02649	False	True
C3L-02650	False	False
C3L-02660	True	False
C3L-02665	True	True
C3L-02669	True	True
C3L-02891	True	False
C3L-02951	False	True
C3L-02963	True	False
C3L-02964	True	True
C3L-02968	True	True
C3L-02969	True	True
C3L-03272	True	False
C3L-03678	True	True
C3L-03961	False	False
C3L-03962	True	True
C3L-03963	False	False
C3L-03965	True	True
C3L-04013	True	True
C3L-04014	True	False
C3L-04071	True	True
C3L-04391	True	True
C3N-00211	True	False
C3N-00221	True	True
C3N-00247	False	False
C3N-00497	True	True
C3N-00555	True	True
C3N-01017	True	True
C3N-01020	True	True
C3N-01025	True	True
C3N-01028	False	True
C3N-01194	True	False
C3N-01411	True	True
C3N-01846	True	True
C3N-01892	True	True
C3N-01893	True	True
C3N-02252	False	True
C3N-02283	True	True
C3N-02284	True	True
C3N-02285	False	True
C3N-02288	False	True
C3N-02289	False	False
C3N-02300	False	True
C3N-02339	True	True
C3N-02374	True	False
C3N-02375	True	True
C3N-02425	True	True
C3N-02426	True	False
C3N-02434	True	True
C3N-02435	True	False
C3N-02494	True	True
C3N-02523	True	True
C3N-02575	True	True
C3N-02675	False	False
C3N-03051	True	False
C3N-03072	True	True
C3N-03076	True	True
C3N-03092	True	True
C3N-03093	False	True
C3N-03204	True	True
C3N-03424	True	False
C3N-03425	True	True
C3N-03441	True	True
C3N-03486	True	True
C3N-03662	True	True
C3N-03848	False	False
C3N-03851	False	True
C3N-03875	True	False
C3N-03877	True	True
C3N-03880	True	False
C3N-03882	True	True
C3N-03886	True	True
C3N-04124	True	False
C3N-04127	True	False
C3N-04155	True	True
C3N-04162	True	False
