Name	luad_pvalue_transcriptomics	luad_rvalue_transcriptomics	hnscc_pvalue_transcriptomics	hnscc_rvalue_transcriptomics	ovarian_pvalue_transcriptomics	ovarian_rvalue_transcriptomics	colon_pvalue_transcriptomics	colon_rvalue_transcriptomics	brca_pvalue_transcriptomics	brca_rvalue_transcriptomics	lscc_pvalue_transcriptomics	lscc_rvalue_transcriptomics	luad_pvalue_proteomics	luad_rvalue_proteomics	hnscc_pvalue_proteomics	hnscc_rvalue_proteomics	ovarian_pvalue_proteomics	ovarian_rvalue_proteomics	colon_pvalue_proteomics	colon_rvalue_proteomics	brca_pvalue_proteomics	brca_rvalue_proteomics	lscc_pvalue_proteomics	lscc_rvalue_proteomics
AARD	0.6356175238456223	-0.055060051002241456	0.7882076659244661	-0.03373466591952554	0.004117558777042987	0.302940345298473			0.007860417983647644	0.26058678280426745	0.9793173736513888	0.003160591703896265												
ABRA	0.0008793561012390065	0.32766053469022755	0.9080882351020176	0.01408706443195372	0.19425906984775898	-0.14763996269048568			0.7895484747025742	-0.0864226627090795	0.10707172418979484	-0.2715596231352976												
ADCK5	9.719252906787897e-23	0.7821949286847467	9.433318974917847e-13	0.6380190463473667			1.963035196087721e-11	0.6108265582566957	1.58292890353568e-08	0.7563672943868058	7.660767835917576e-07	0.4703261630809136	1.0713554969225658e-06	0.5291837045110135	0.04025664624728615	0.2551987633716851			0.5200657400849067	0.13772597986769036	0.0012037622143437827	0.3433260068947303	0.014934857996400095	0.2786389928556917
ADCY8	0.23801933563867383	0.13096544152093909	0.9080882351020176	0.013892766930200199	0.7007415068402446	0.049350524700384785			0.38133671674821973	0.13866217379475265	0.5617165653462547	0.07165474554480025	0.28252409664217953	-0.19920198102081405										
ADGRB1	0.0043215502092392765	0.28380628674570174	0.15591080769081783	0.1571314255755375							0.5988874567557013	0.06199891390272775												
ADHFE1	0.6057526993114942	-0.05889540101610883	0.8363092053153779	-0.02620277453070595					0.0424062148572734	0.2034091163302604	0.1356589211116399	0.16048239885385898	0.5591529528850256	-0.09475345305207128	0.8827123089660981	-0.02436462901614713	0.13109355894903418	0.20843836858422804			0.8381514749475227	-0.025817729758349492	0.7173051319811401	0.06278358370229
AGO2	4.026910086747226e-17	0.7053542657574863	9.433318974917847e-13	0.637924364035469	1.9919155616823964e-06	0.4718398339352993	1.7473592457124433e-06	0.45705891457779735	3.870559978911613e-13	0.6232247838031494	4.344359255742007e-23	0.798486509644663	1.4644655413207769e-09	0.5613697148395839	6.06085194791548e-09	0.5619542072497001	7.2746943387781205e-06	0.5069622611472692	2.2286204890789006e-08	0.5676477095750587	3.09997198052814e-08	0.49626230115826386	2.8115287353862657e-10	0.5966812462591001
ALKAL1	0.19620019152334905	-0.1402248199519477	0.8850057912010003	0.01808287939796801																				
ANGPT1	0.12653950526500338	-0.15922160394621565	0.4572205105965591	0.0882990926879754	0.5394441581809686	0.07357989060154163	0.9546013185463121	-0.006113591126647139	0.38133671674821973	0.09447730400100063	0.936068566197808	-0.009743516411697267	0.011077654398922549	-0.2726367896505371									0.8980819322702865	0.020584621057116892
ANKRD46	2.170804805918669e-25	0.8106229466176604	8.128511542791871e-16	0.6975559071212074	3.631554412640765e-11	0.6223853491270923	7.509411117578074e-11	0.5957364749038084	2.2332419862320685e-07	0.46928300532172396	2.9227993745144576e-16	0.7031337340009882	0.05328596039184975	0.24278295930824006	0.08958845452077674	0.35321414087678005	0.23716835454154722	0.20563199854091715			0.2706442877014675	0.1877636960451751	0.054427681253154024	0.25945695825867515
