	gain_event	loss_event
01CO001	True	True
01CO005	True	True
01CO006	True	False
01CO008	True	False
01CO013	True	True
01CO014	False	True
01CO015	True	False
01CO019	True	True
01CO022	True	True
05CO002	True	True
05CO003	True	False
05CO005	True	True
05CO006	True	False
05CO007	True	False
05CO011	True	True
05CO014	True	True
05CO015	False	False
05CO020	True	False
05CO026	False	True
05CO028	True	False
05CO029	True	True
05CO032	True	False
05CO033	True	True
05CO034	True	True
05CO035	True	True
05CO037	True	False
05CO039	True	True
05CO041	True	False
05CO044	True	True
05CO047	True	True
05CO048	True	False
05CO049	True	True
05CO050	False	True
05CO053	False	False
05CO054	True	True
05CO055	True	True
06CO001	True	True
06CO002	True	True
09CO005	False	False
09CO006	False	False
09CO008	True	True
09CO011	False	True
09CO013	True	True
09CO014	True	True
09CO015	True	True
09CO018	True	True
09CO019	True	True
09CO022	True	False
11CO005	False	False
11CO007	False	True
11CO008	True	True
11CO010	True	True
11CO018	False	False
11CO019	True	False
11CO020	True	True
11CO021	False	True
11CO022	True	False
11CO027	True	False
11CO030	True	True
11CO031	True	True
11CO032	True	True
11CO033	True	True
11CO036	True	True
11CO037	True	True
11CO039	True	True
11CO042	True	True
11CO043	True	True
11CO044	True	True
11CO045	True	True
11CO047	True	False
11CO048	True	True
11CO051	False	True
11CO052	True	False
11CO053	True	True
11CO054	True	False
11CO057	True	False
11CO058	False	True
11CO059	False	True
11CO060	True	True
11CO061	True	False
11CO062	False	True
11CO070	False	True
11CO072	True	True
11CO077	True	False
11CO079	True	True
14CO002	True	True
14CO003	False	False
14CO005	True	True
15CO001	False	True
15CO002	True	True
16CO002	True	False
16CO003	True	True
16CO006	True	False
16CO011	False	True
16CO012	True	True
20CO001	True	True
20CO003	True	False
20CO004	True	True
20CO007	False	True
21CO006	True	True
21CO007	True	True
22CO004	True	True
22CO006	True	False
24CO005	True	False
27CO004	True	True
