Name	brca_Database_ID	lscc_Database_ID	luad_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	colon_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
ANKRD46	NP_001257308.1|NP_001257307.1	NP_001257308.1|NP_001257306.1	NP_001257308.1|NP_001257306.1	NP_001257307	0.08642929910792535		0.5500426167987074	0.2679197060492536	0.29201095546901845	0.14524833140148052	0.5325383333333333		0.12174974974324115	0.3340295169946334	0.4031493006993007	0.4633777659578545
ASAP1	NP_060952.2|NP_001234925.1	NP_060952.2|NP_001234925.1|NP_001349854.1|NP_001349855.1	NP_060952.2|NP_001234925.1|NP_001349854.1|NP_001349855.1	NP_001234925	0.08228966277177849	0.6903566320010804	0.8246653359286478	0.918349391581266	0.6958844417280025	0.1595560214279933	0.24843833333333332	0.05054538063562452	-0.014282130293057804	-0.027294444444444437	-0.08931264679313453	0.10405913327777777
ATAD2	NP_054828.2	NP_054828.2	NP_054828.2|NP_001341036.1|NP_060022.2|NP_001229267.2	NP_054828	1.4480109804864443e-07	0.19170498905395017	0.1721251030207501	0.012598789624924257	0.0025440053354960253	0.7486409031532762	1.6334390322580652	0.20648500000000003	0.17205860555589325	0.9115611111111108	1.0536954381210477	0.07379298349999999
ATP6V1C1	NP_001686.1	NP_001686.1	NP_001686.1	NP_001686	0.0005767419980677789	0.5183022156043781	0.34857027816466424	0.5559593956943257	0.6218520834555367	0.019453036047584235	0.5075930645161291	0.03757759710930442	0.05551556664450885	-0.13215833333333327	0.11312109304426393	0.25373538270370366
C8orf37	NP_808880.1	NP_808880.1|NP_001350189.1	NP_808880.1|NP_001350189.1	NP_808880	0.24768020265976912		0.8339153180056491	0.037021991979534666	0.18911164661064983	0.33579162029542814	0.2757116129032259		-0.03674740196905901	0.5774600183823528	0.41262692307692306	0.20751763254341732
CA1	NP_001158302.1|NP_001278896.1	NP_001122301.1|NP_001278896.1	NP_001278897.1	NP_001158302	0.15157187737268768	0.42752522773848034	0.8246653359286478	0.7173117936832445	0.5435762136018263	0.980384155567203	0.8170701612903225	-0.20765993676603411	0.04557638424668298	0.24033611111111108	-0.4886413279132782	0.023664566314814728
CA1	NP_001158302.1|NP_001278896.1	NP_001122301.1|NP_001278896.1	NP_001122301.1|NP_001278896.1	NP_001158302	0.15157187737268768	0.42752522773848034	0.8246653359286478	0.7173117936832445	0.5621903700495876	0.980384155567203	0.8170701612903225	-0.20765993676603411	0.04557638424668298	0.24033611111111108	-0.3082816169828364	0.023664566314814728
CA1	NP_001158302.1|NP_001278896.1	NP_001278897.1	NP_001278897.1	NP_001158302	0.15157187737268768	0.42752522773848034	0.8246653359286478	0.918349391581266	0.5435762136018263	0.980384155567203	0.8170701612903225	-0.20765993676603411	0.04557638424668298	0.08545972222222309	-0.4886413279132782	0.023664566314814728
CA1	NP_001158302.1|NP_001278896.1	NP_001278897.1	NP_001122301.1|NP_001278896.1	NP_001158302	0.15157187737268768	0.42752522773848034	0.8246653359286478	0.918349391581266	0.5621903700495876	0.980384155567203	0.8170701612903225	-0.20765993676603411	0.04557638424668298	0.08545972222222309	-0.3082816169828364	0.023664566314814728
CA13	NP_940986.1	NP_940986.1	NP_940986.1	NP_940986	0.24768020265976912	0.05703720284644819	0.34857027816466424	0.5520876257028077	0.2697870034447908	0.07989970209759954	0.3935351612903224	0.29487499999999983	0.11586566312543667	0.27801944444444454	0.6986817976513099	0.39700948796296287
CA2	NP_000058.1|P00921	NP_000058.1|P00921	NP_000058.1|P00921	NP_000058	0.858959098454388	0.5630677422767078	0.42574135196723	0.6653821146939038	0.8066873440030853	0.9945358730994887	0.11816241935483829	-0.11975248419150897	0.18200158011078926	0.30489861111110983	-0.17214286359530373	-0.0070747481296297154
CA2	NP_000058.1|P00921	NP_000058.1|P00921	NP_001280604.1	NP_000058	0.858959098454388	0.5630677422767078	0.42574135196723	0.6653821146939038	0.8092796889164855	0.9945358730994887	0.11816241935483829	-0.11975248419150897	0.18200158011078926	0.30489861111110983	-0.1423796747967483	-0.0070747481296297154
CA3	NP_005172.1	NP_005172.1	NP_005172.1	NP_005172	0.2041941914120294	0.6944048186024394	0.8246653359286478	0.7510572261423586	0.7756913752292662	0.9945358730994887	0.723476129032258	-0.1327918300653596	-0.08411116088912607	-0.21211527777777706	-0.21315492321589957	0.0019366271666685364
CHMP4C	NP_689497.1	NP_689497.1	NP_689497.1	NP_689497	0.12179199692934403	0.12290955305377317	0.4809453420123189	0.06329611543643604	0.0076507588249269875	0.9945358730994887	0.4236751075268818	0.21045595238095238	0.13207150213276364	0.5889722222222223	0.9202475609756098	0.006573093574074082
CNGB3	NP_061971.3	NP_061971.3	NP_061971.3		0.05669402356116362			0.5191696483732446	0.9023185245344594		-0.6867760246533131			-0.6576037567084078	0.07801666666666696	
COL14A1	NP_066933.1	NP_066933.1	NP_066933.1	NP_066933	0.00034591626523149734	0.4643778466523409	0.09604474831311004	0.06103564151772643	0.29201095546901845	0.9595544221461999	-1.8341334408602148	-0.1732237579042456	-0.3143068139966978	-1.112472222222222	-0.6566432700993674	0.031190281166666778
