protein	cancers	mean_simp_change	num_cancers
ARFGEF1	brca_colon_hnscc_lscc_luad	1	5
GGH	brca_colon_hnscc_lscc_luad	1	5
STAU2	brca_colon_hnscc_lscc_luad	1	5
YTHDF3	brca_colon_hnscc_lscc_luad	1	5
PRKDC	brca_colon_lscc_luad	1	4
MTFR1	brca_hnscc_lscc_luad	1	4
ANKFY1	brca_colon_lscc	-1	3
C8orf82	brca_colon_luad	1	3
CYC1	brca_colon_luad	1	3
HGH1	brca_colon_luad	1	3
PTK2	brca_colon_luad	1	3
RRS1	brca_colon_luad	1	3
TMEM70	brca_colon_luad	1	3
UQCRH	brca_colon_luad	1	3
VCPIP1	brca_colon_ovarian	1	3
NCOA2	brca_lscc_luad	1	3
TGS1	brca_lscc_luad	1	3
ZBTB10	brca_luad_ovarian	1	3
TMEM68	colon_lscc_luad	1	3
AGO2	brca_colon	1	2
AKAP1	brca_colon	1	2
AMACR	brca_colon	0	2
ARIH1	brca_colon	-1	2
BOP1	brca_colon	1	2
C8orf33	brca_colon	1	2
COL4A3BP	brca_colon	-1	2
COQ8A	brca_colon	1	2
DAP3	brca_colon	1	2
DDX27	brca_colon	1	2
DNAJC19	brca_colon	1	2
EFL1	brca_colon	-1	2
FBL	brca_colon	1	2
GDE1	brca_colon	-1	2
HSPD1	brca_colon	1	2
HSPE1	brca_colon	1	2
LRPPRC	brca_colon	1	2
MRPL1	brca_colon	1	2
MRPL10	brca_colon	1	2
MRPL11	brca_colon	1	2
MRPL15	brca_colon	1	2
MRPL16	brca_colon	1	2
MRPL17	brca_colon	1	2
MRPL19	brca_colon	1	2
MRPL28	brca_colon	1	2
MRPL3	brca_colon	1	2
MRPL39	brca_colon	1	2
MRPL4	brca_colon	1	2
MRPL44	brca_colon	1	2
MRPL45	brca_colon	1	2
MRPL47	brca_colon	1	2
MRPL49	brca_colon	1	2
MRPL53	brca_colon	1	2
MRPL9	brca_colon	1	2
MRPS18A	brca_colon	1	2
MRPS27	brca_colon	1	2
MRPS31	brca_colon	1	2
MRPS35	brca_colon	1	2
MRPS6	brca_colon	1	2
MRPS7	brca_colon	1	2
MTG1	brca_colon	1	2
NDUFAF3	brca_colon	1	2
NDUFAF4	brca_colon	1	2
NUMB	brca_colon	-1	2
PDHA1	brca_colon	1	2
PDIA3	brca_colon	-1	2
PNPT1	brca_colon	1	2
PPCS	brca_colon	-1	2
PRR15	brca_colon	0	2
PTCD3	brca_colon	1	2
PYCRL	brca_colon	1	2
QRSL1	brca_colon	1	2
RAB33B	brca_colon	-1	2
RTN4IP1	brca_colon	1	2
SLC5A6	brca_colon	1	2
SMC1A	brca_colon	1	2
SMC3	brca_colon	1	2
TIMM13	brca_colon	1	2
TIMM8A	brca_colon	1	2
TOMM40	brca_colon	1	2
UQCR10	brca_colon	1	2
XPNPEP1	brca_colon	-1	2
YIPF5	brca_colon	-1	2
ZFYVE19	brca_colon	-1	2
LACTB2	brca_hnscc	1	2
MAPKAPK2	brca_hnscc	-1	2
UBE2V2	brca_hnscc	1	2
AIDA	brca_lscc	-1	2
ALG11	brca_lscc	-1	2
ALG2	brca_lscc	-1	2
AP3M1	brca_lscc	-1	2
ARL6IP5	brca_lscc	-1	2
ATP8B1	brca_lscc	0	2
BABAM1	brca_lscc	-1	2
BEND3	brca_lscc	1	2
C19orf53	brca_lscc	-1	2
FAM129A	brca_lscc	-1	2
HSF1	brca_lscc	1	2
NSMAF	brca_lscc	1	2
NUP50	brca_lscc	1	2
PGPEP1	brca_lscc	-1	2
SAR1A	brca_lscc	-1	2
SMIM19	brca_lscc	1	2
SNX6	brca_lscc	-1	2
