	gain_event	loss_event
CPT000814	True	True
CPT001846	True	False
X01BR001	True	True
X01BR008	True	False
X01BR009	True	False
X01BR010	True	False
X01BR015	True	True
X01BR017	True	False
X01BR018	True	True
X01BR020	True	True
X01BR023	True	True
X01BR025	True	False
X01BR026	True	True
X01BR027	True	True
X01BR030	True	True
X01BR031	True	True
X01BR032	True	True
X01BR033	True	True
X01BR040	True	False
X01BR042	True	False
X01BR043	True	True
X03BR002	True	True
X03BR004	True	True
X03BR005	True	True
X03BR006	True	False
X03BR010	True	False
X03BR011	True	True
X03BR013	True	True
X05BR001	True	True
X05BR003	False	True
X05BR004	True	False
X05BR005	True	False
X05BR009	True	False
X05BR016	True	False
X05BR026	True	False
X05BR029	True	True
X05BR038	False	False
X05BR042	True	True
X05BR043	True	True
X05BR044	True	True
X05BR045	True	False
X06BR003	True	False
X06BR005	True	True
X06BR006	True	False
X06BR014	True	True
X09BR001	True	True
X09BR004	True	True
X09BR005	True	False
X09BR007	True	True
X11BR003	True	False
X11BR004	True	True
X11BR006	True	True
X11BR009	True	True
X11BR010	True	False
X11BR011	True	True
X11BR012	True	True
X11BR013	True	False
X11BR014	True	False
X11BR015	True	True
X11BR016	True	True
X11BR017	True	True
X11BR018	False	True
X11BR019	True	True
X11BR020	True	True
X11BR022	True	False
X11BR023	True	False
X11BR024	True	True
X11BR025	True	False
X11BR027	True	True
X11BR028	True	True
X11BR030	True	False
X11BR031	True	True
X11BR032	True	False
X11BR036	True	False
X11BR038	True	True
X11BR040	True	False
X11BR042	True	True
X11BR043	True	True
X11BR044	True	True
X11BR047	True	True
X11BR049	True	True
X11BR050	True	False
X11BR051	True	False
X11BR053	True	False
X11BR054	False	False
X11BR055	True	False
X11BR056	True	True
X11BR058	True	True
X11BR059	True	True
X11BR060	True	True
X11BR072	True	False
X11BR073	True	True
X11BR074	True	False
X11BR075	True	True
X11BR080	True	False
X13BR009	True	False
X14BR005	True	True
X14BR008	True	False
X14BR014	True	True
X15BR003	True	False
X16BR012	True	True
X18BR002	True	False
X18BR003	True	False
X18BR004	True	False
X18BR006	True	True
X18BR007	True	True
X18BR009	True	False
X18BR010	True	True
X18BR016	True	True
X18BR017	True	False
X18BR019	True	True
X20BR001	True	True
X20BR002	True	True
X20BR005	True	True
X20BR006	True	False
X20BR007	True	True
X20BR008	True	True
X21BR001	True	True
X21BR002	True	True
X21BR010	True	False
X22BR005	True	False
X22BR006	True	False
