Name	brca_Database_ID	lscc_Database_ID	luad_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue
ADAMDEC1	NP_055294.1|NP_001138744.1	NP_055294.1|NP_001138743.1	NP_055294.1|NP_001138743.1	NP_001138744	0.017083923939354637	0.15912102452757207	0.029029166229447914	0.009246848541792465	0.17748432816231668	0.020554498134352516
AGPAT5	NP_060831.2	NP_060831.2	NP_060831.2	NP_060831	0.7050564259642518	0.6388133686544504	0.9998799402067778	0.5113467181612875	0.9999908060336037	0.4872982943370575
ANGPT2	NP_001138.1|NP_001112360.1|NP_001112359.1	NP_001112359.1|NP_001138.1	NP_001112359.1|NP_001138.1|NP_001112360.1	NP_001112359	0.02851076088545099		0.029029166229447914	0.04758236570291308	0.08770805764150602	0.10931177104914878
ARHGEF10	NP_001295082.1|NP_055444.2|NP_001295081.1	NP_001295082.1	NP_001295082.1|NP_055444.2|NP_001295081.1	NP_001295081	0.8797824946620093	0.039372106876073704	0.4331268381849733	0.054471868013200885	0.8013133724905995	0.28732920991444993
ASAH1	NP_004306.3|NP_808592.2	NP_004306.3|NP_808592.2|NP_001350672.1|NP_001120977.1	NP_808592.2|NP_004306.3|NP_001350672.1|NP_001120977.1	NP_004306	0.31688334042735794	0.7076112286726975	0.22042802304806214	0.013570159987858425	0.14694078920747153	0.4442770922185828
ATP6V1B2	NP_001684.2	NP_001684.2	NP_001684.2	NP_001684	0.9559584582735646	0.9999817572048554	0.39224624807295294	0.9433709447898906	0.9999908060336037	0.6003090783264623
BIN3	NP_061158.1	NP_061158.1|NP_001349975.1	NP_061158.1|NP_001349975.1	NP_061158	0.31688334042735794	0.07226010218814077	0.024884979003088233	0.009246848541792465	0.08300608754713378	0.08337313541386608
BLK	NP_001706.2|NP_001317394.1		NP_001706.2|NP_001317394.1	NP_001317394	0.13794486633719794		0.13685773786057825		0.5762075060759441	0.013495147162288624
BMP1	NP_006120.1|NP_001190.1	NP_006120.1|NP_001190.1	NP_006120.1|NP_001190.1	NP_006120	0.08902136184666504		0.29259907501118143	0.013924201736787198	0.14694078920747153	0.28009934617330096
BNIP3L	NP_004322.1|NP_001317420.1	NP_001317420.1|NP_004322.1	NP_001317420.1|NP_004322.1	NP_001317420	0.389187565355837		0.029029166229447914	0.011136045611410314	0.09635522187338645	0.27567630542176264
CCAR2	NP_066997.3	NP_001349997.1	NP_001349997.1	NP_066997	0.9999994343068455	0.9999817572048554	0.9998799402067778	0.10739541004123473	0.14694078920747153	0.9947187726885934
CCAR2	NP_066997.3	NP_001349997.1	NP_066997.3	NP_066997	0.9999994343068455	0.9999817572048554	0.9998799402067778	0.10739541004123473	0.9999908060336037	0.9947187726885934
CCAR2	NP_066997.3	NP_066997.3	NP_001349997.1	NP_066997	0.9999994343068455	0.9999817572048554	0.9998799402067778	0.9520114451402647	0.14694078920747153	0.9947187726885934
CCAR2	NP_066997.3	NP_066997.3	NP_066997.3	NP_066997	0.9999994343068455	0.9999817572048554	0.9998799402067778	0.9520114451402647	0.9999908060336037	0.9947187726885934
CCDC25	NP_060716.2|NP_001291461.1|NP_001291459.1|NP_001291458.1	NP_060716.2|NP_001291461.1|NP_001291458.1	NP_001291459.1	NP_060716	0.9999994343068455	0.6388133686544504	0.9998799402067778	0.9194936538270064	0.2479103977869587	0.7303340249288947
CCDC25	NP_060716.2|NP_001291461.1|NP_001291459.1|NP_001291458.1	NP_060716.2|NP_001291461.1|NP_001291458.1	NP_060716.2|NP_001291461.1|NP_001291458.1	NP_060716	0.9999994343068455	0.6388133686544504	0.9998799402067778	0.9194936538270064	0.9999908060336037	0.7303340249288947
CDCA2	NP_689775.2|NP_001304835.1|NP_001304836.1	NP_689775.2|NP_001304835.1|NP_001304836.1		NP_001304835	0.6165412079202192		0.10016627906375415	0.013924201736787198		0.02060455495283435
