Name	brca_Database_ID	lscc_Database_ID	luad_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue
A1BG	NP_570602.2	NP_570602.2	NP_570602.2	NP_570602	0.042574170931832	0.036441531788084645	0.0022565829691143027	0.0009469740012373588	0.0010139668304082492	0.0010627417226392922
A2M	NP_000005.2	NP_000005.2|NP_001334353.1|NP_001334354.1	NP_000005.2|NP_001334353.1|NP_001334354.1|K4JDR8|K4JBA2|K4JB97	NP_000005	0.0006931417081368334	0.00283078716978081	0.0012310475909270827	0.0006449084827134801	0.0011296421195004945	0.0006920411448428812
A2ML1	NP_653271.2|NP_001269353.1	NP_653271.2|NP_001269353.1		NP_653271	0.01992303595359731		0.0076304416906395845	0.004269318979086778		0.0007508135729200182
AAAS	NP_056480.1|NP_001166937.1	NP_056480.1|NP_001166937.1	NP_056480.1|NP_001166937.1	NP_056480	0.009760463584669069	0.002476850142656539	0.0008677926372022432	0.0013681583988625326	0.0271871204532119	0.0013646023830133558
AACS	NP_076417.2|NP_001306769.1|NP_001306768.1	NP_076417.2|NP_001306769.1|NP_001306768.1	NP_076417.2|NP_001306769.1|NP_001306768.1	NP_076417	0.019463914276340904	0.0008032932727002628	0.0024887244063264567	0.0006234204592644671	0.004035052243318981	0.0007605085106745724
AADAT	NP_057312.1|NP_001273611.1		NP_001273611.1|NP_001273612.1		0.0015982447295547037		0.02617000918419225		0.005026055975139746	
AAED1	NP_714542.1	NP_714542.1	NP_714542.1		0.0011873221147432212		0.0011438746478903172	0.0006989383821457412	0.001703306765509794	
AAGAB	NP_078942.3|NP_001258815.1	NP_078942.3|NP_001258814.1	NP_078942.3|NP_001258814.1	NP_078942	0.03646200303368053	0.012610000353819036	0.001114150978237301	0.0009114238575935374	0.001624127095528807	0.0007508135729200182
AAK1	NP_055726.3	NP_055726.3		NP_055726	0.013161797846770261	0.03032675053541674	0.013995870368675148	0.015489435668124196		0.002765189951180384
AAMDC	NP_078960.1|NP_001303886.1|NP_001303887.1	NP_001303889.1|NP_001350493.1	NP_001303889.1|NP_001350493.1|NP_001303886.1|NP_001303887.1	NP_078960	0.08419865538019372	0.014001244608381033	0.0009494620238919933	0.002145816648148369	0.00319093401992269	0.0012029157785628955
AAMP	NP_001289474.1|NP_001078.2	NP_001289474.1|NP_001078.2	NP_001289474.1|NP_001078.2	NP_001078	0.0006931417081368334	0.0007998424563696572	0.0010255909957303225	0.024287847692218496	0.002656372940582663	0.0023369338491908186
AAR2	NP_001258803.1	NP_001258803.1	NP_001258803.1	NP_001258803	0.0313161685905314	0.13638161604472093	0.001198523831865639	0.03187520609924188	0.020792203032839254	0.0037314069392799546
AARS	NP_001596.2	NP_001596.2	NP_001596.2	NP_001596	0.0006931417081368334	0.022929903308341097	0.0008472864464567275	0.00133016417823509	0.0030693036490324565	0.0034498180981417928
AARS2	NP_065796.1	NP_065796.1	NP_065796.1	NP_065796	0.001211178851595164	0.0013874945507290645	0.0010106802256083874	0.0034267161739305768	0.004010790322904348	0.0006967706342330997
AARSD1	NP_001248363.1|NP_001129514.2|NP_079543.1	NP_001248363.1|NP_001129514.2|NP_079543.1	NP_001248363.1|NP_001129514.2|NP_079543.1		0.002650811201142852		0.04862961884563363	0.0006234204592644671	0.001343951492155022	
AASDHPPT	NP_056238.2	NP_056238.2	NP_056238.2	NP_056238	0.0006931417081368334	0.0008953518760577176	0.0009494620238919933	0.0028251647541432745	0.0010139668304082492	0.0006862871504530137
AASS	NP_005754.2	NP_005754.2	NP_005754.2	NP_005754	0.6623941721488343	0.001051963711126399	0.0015863927195444616	0.0011175915717100708	0.004907531310614839	0.028360136353526265
AATF	NP_036270.1	NP_036270.1	NP_036270.1	NP_036270	0.0531844450863677	0.04421084961408516	0.003152057248739915	0.0008170006525364527	0.031292317981958195	0.0017082247082224396
ABAT	NP_065737.2	NP_000654.2	NP_000654.2	NP_065737	0.057889994238716595	0.02868078015593069	0.005810665678261098	0.00257667245128078	0.0014155346804912126	0.03170722740963431
ABCA1	NP_005493.2	NP_005493.2	NP_005493.2	NP_005493	0.0006983423010061393		0.0009541042025960479	0.0007190482221775718	0.0010679260684030147	0.000699368053158162
ABCA12	NP_775099.2|NP_056472.2	NP_775099.2|NP_056472.2	NP_775099.2|NP_056472.2		0.0023892897637472262		0.28595011798200093	0.0032337930993258496	0.0011030768588580111	
ABCA13	NP_689914.3	NP_689914.3	NP_689914.3		0.1378607240370603			0.001575339438633833	0.0027003642417609505	
ABCA2	NP_997698.1|NP_001597.2	NP_997698.1|NP_001597.2	NP_997698.1|NP_001597.2	NP_001597	0.0015701310603323554		0.00895805219377907	0.0013681388629363527	0.0054600512745514255	0.002226869605383064
ABCA3	NP_001080.2	NP_001080.2	NP_001080.2		0.001062001890561495		0.01175436143606821	0.0038977730592850684	0.008088788263285357	
ABCA6	NP_525023.2	NP_525023.2	NP_525023.2	NP_525023	0.007837251456438233		0.0008472864464567275	0.0006234204592644671	0.0013308629371116536	0.0006872856271001579
ABCA8	NP_001275914.1|NP_001275915.1	NP_001275914.1|NP_001275915.1|NP_009099.1	NP_001275914.1|NP_001275915.1|NP_009099.1	NP_001275914	0.0015606812511612732	0.0009652716681149917	0.0024188925389813107	0.014115414454243379	0.0010139668304082492	0.0029237243220461106
ABCB1	NP_000918.2|NP_003733.2	NP_001335874.1|NP_000918.2	NP_000918.2|NP_001335874.1	NP_000918	0.0014526898625658968	0.0008658627095411276	0.0043131607029820145	0.000629640387119552	0.0010139668304082492	0.006144709060343324
ABCB10	NP_036221.2	NP_036221.2	NP_036221.2	NP_036221	0.003422452409715545	0.002755568607280756	0.0008472864464567275	0.004962082545144918	0.02908995334980379	0.002435343354372659
ABCB5	NP_001157413.1|NP_848654.3	NP_001157413.1|NP_848654.3|NP_001157414.1|NP_001157465.1	NP_001157413.1|NP_848654.3|NP_001157414.1|NP_001157465.1		0.0007105209513279926			0.005498002618945699	0.002070598414493043	
ABCB6	NP_005680.1	NP_005680.1|NP_001336757.1	NP_005680.1|NP_001336757.1	NP_005680	0.0008902490076877409	0.0009963511727859437	0.022342632473718906	0.05386774371660483	0.0011885759631114375	0.0014317683063831553
ABCB7	NP_001258628.1|NP_001258626.1	NP_004290.2|NP_001258625.1|NP_001258627.1	NP_004290.2|NP_001258625.1|NP_001258627.1	NP_001258625	0.0006931417081368334	0.15541115926705368	0.05647455978787514	0.0026056882099020112	0.004744408387483408	0.010776924963032593
ABCB7	NP_004290.2|NP_001258625.1|NP_001258627.1	NP_004290.2|NP_001258625.1|NP_001258627.1	NP_004290.2|NP_001258625.1|NP_001258627.1	NP_001258625	0.0006931417081368334	0.15541115926705368	0.05647455978787514	0.0026056882099020112	0.004744408387483408	0.010776924963032593
ABCB8	NP_001269220.1|NP_009119.2|NP_001269222.1|NP_001269221.1	NP_001269220.1|NP_009119.2|NP_001269222.1|NP_001269221.1	NP_001269220.1|NP_009119.2|NP_001269222.1|NP_001269221.1	NP_001269220	0.0006931417081368334	0.0007998424563696572	0.0012535688226479453	0.02008229547711217	0.0019228595749685034	0.0016921128707921792
ABCC1	NP_004987.2	NP_004987.2	NP_004987.2	NP_004987	0.0007866877189720109	0.001904846737074458		0.0013804957781929578	0.004846543737963035	0.000971039001930442
ABCC10	NP_001185863.1|NP_258261.2	NP_001185863.1|NP_258261.2|NP_001337447.1	NP_001185863.1|NP_258261.2|NP_001337447.1	NP_001185863	0.00314190337597613		0.006035401381643451	0.0006297836409630612	0.009573281560368418	0.0010279947635237286
ABCC11	NP_149163.2|NP_660187.1|NP_150229.2				0.0037270271176713696					
ABCC2	NP_000383.1	NP_000383.2	NP_000383.2		0.06312885493232087		0.005574698453407923	0.003979713961754002	0.0035393392049786494	
ABCC3	NP_003777.2|NP_001137542.1	NP_003777.2|NP_001137542.1	NP_003777.2|NP_001137542.1	NP_003777	0.0007227562707233627	0.004850223372410984	0.005111272432053815	0.003554459582354299	0.0010139668304082492	0.0023423312270950025
ABCC4	NP_005836.2|NP_001288758.1|NP_001098985.1|NP_001288759.1	NP_005836.2|NP_001288758.1|NP_001098985.1|NP_001288759.1	NP_001288759.1	NP_005836	0.0006982080687127734	0.00421508107018014	0.011247356009112013	0.0013222482402560263	0.004284824899376299	0.0014085573520159008
ABCC4	NP_005836.2|NP_001288758.1|NP_001098985.1|NP_001288759.1	NP_005836.2|NP_001288758.1|NP_001098985.1|NP_001288759.1	NP_005836.2|NP_001288758.1|NP_001098985.1	NP_005836	0.0006982080687127734	0.00421508107018014	0.011247356009112013	0.0013222482402560263	0.00372179946727411	0.0014085573520159008
ABCC5	NP_005679.2|NP_001306961.1|NP_001018881.1	NP_005679.2|NP_001306961.1|NP_001018881.1	NP_005679.2|NP_001306961.1|NP_001018881.1	NP_005679	0.0007227562707233627		0.015086501451886267	0.0006234204592644671	0.00550024664944521	0.02089194948821207
ABCD1	NP_000024.2	NP_000024.2	NP_000024.2	NP_000024	0.0049907661617748875	0.003938927919278596	0.0042065832255459455	0.0041398778450209735	0.0022849081100693364	0.0006862871504530137
ABCD3	NP_002849.1|NP_001116146.1	NP_002849.1	NP_002849.1	NP_002849	0.007589888628553507	0.0011880479526006898	0.0010143001059457336	0.0011110212430802426	0.005445036981893554	0.0019035808659164397
ABCE1	NP_001035809.1	NP_001035809.1	NP_001035809.1	NP_001035809	0.017477947350409435	0.010438455692445949	0.015532187280325672	0.011791021177476237	0.0020078732445383157	0.0009035681412317601
ABCF1	NP_001020262.1|NP_001081.1	NP_001020262.1|NP_001081.1	NP_001020262.1|NP_001081.1	NP_001020262	0.006248529154520167	0.0007998424563696572	0.0015350117211414876	0.06320852822869495	0.06080411210950907	0.005408746543985089
ABCF2	NP_005683.2|NP_009120.1	NP_005683.2|NP_009120.1	NP_005683.2|NP_009120.1	NP_005683	0.010482670198038491	0.0008736908262136795	0.014268194555716247	0.0014492736904418127	0.002167274956185379	0.0007052733573379521
ABCF3	NP_060828.2	NP_060828.2|NP_001338227.1|NP_001338229.1|NP_001338228.1	NP_060828.2|NP_001338227.1|NP_001338229.1|NP_001338228.1	NP_060828	0.0009773306503544207	0.0011908506664428194	0.005799977061777165	0.0008970325907283608	0.0018204587221737267	0.0006862871504530137
ABCG1	NP_997512.1|NP_004906.3|NP_997057.1|NP_997510.1|NP_058198.2|NP_997511.1|NP_001135977.1	NP_004906.3|NP_997057.1|NP_997510.1|NP_058198.2|NP_997512.1|NP_997511.1|NP_001135977.1|NP_001335121.1	NP_997511.1|NP_004906.3|NP_997057.1|NP_997510.1|NP_058198.2|NP_997512.1|NP_001135977.1|NP_001335121.1		0.0008984896956774285		0.006655299228962498	0.0023800640029857907	0.0010139668304082492	
ABHD10	NP_060864.1|NP_001258998.1	NP_060864.1|NP_001258998.1	NP_060864.1|NP_001258998.1	NP_060864	0.001179874388601574	0.002149997183671956	0.0011177771869292528	0.0016048617347345464	0.0018332640443373934	0.004929952265693612
ABHD11	NP_683710.1|NP_683711.1|NP_001138836.1|NP_001308311.1|NP_001308312.1|NP_001287987.1	NP_683710.1|NP_683711.1|NP_001138836.1|NP_001308311.1|NP_001308312.1|NP_001287987.1	NP_683710.1|NP_683711.1|NP_001138836.1|NP_001308311.1|NP_001308312.1|NP_001287987.1	NP_683710	0.0015122426626963676	0.0009420714239981534	0.003323546718912603	0.0006234204592644671	0.0027915695061412394	0.0006950206826094496
ABHD12	NP_056415.1|NP_001035937.1	NP_001035937.1|NP_056415.1	NP_001035937.1|NP_056415.1	NP_001035937	0.0016479265120978857	0.054107906615283176	0.0018724302074052638	0.004812942419442411	0.051653400899517914	0.0035349544798280474
ABHD13	NP_116248.2	NP_116248.2	NP_116248.2		0.023634706387454		0.009172306152186267	0.026963835095968294	0.002233893171169522	
ABHD14B	NP_001139786.1|NP_001241682.1	NP_001139786.1|NP_001241682.1	NP_001139786.1|NP_001241682.1	NP_001139786	0.04650129283094323	0.012303338280363675	0.006815646494141119	0.0018911306615220242	0.001064775270191298	0.0008800924765240892
ABHD16A	NP_066983.1|NP_001170986.1	NP_066983.1|NP_001170986.1	NP_066983.1|NP_001170986.1	NP_066983	0.0035531106397915955	0.0009652716681149917	0.0023759855374843805	0.059986156069907974	0.0017725961333206783	0.0006862871504530137
ABHD17A	NP_112490.3|NP_001123583.1	NP_112490.3|NP_001123583.1	NP_112490.3|NP_001123583.1	NP_001123583	0.0007146828429327733	0.07606387715919374	0.06377538597760164	0.0006234204592644671	0.0010139668304082492	0.0006967706342330997
ABHD17B	NP_001020951.1|NP_057098.2	NP_001020951.1|NP_057098.2	NP_001020951.1|NP_057098.2	NP_001020951	0.002823692942477283	0.033838943756356495	0.08845138318064365	0.0006234204592644671	0.0057845280132428675	0.0038697511177940196
ABHD17C	NP_067037.1	NP_067037.1	NP_067037.1	NP_067037	0.0036568040847283173	0.002139476961633716	0.0008472864464567275	0.0006400720202521707	0.0010139668304082492	0.00952129862943639
ABHD3	NP_612213.2|NP_001295185.1|NP_001295186.1	NP_612213.2|NP_001295185.1|NP_001295186.1	NP_612213.2|NP_001295185.1|NP_001295186.1		0.007051929577438357	0.0008953518760577176	0.0008472864464567275	0.0006970921086440072	0.0015232313777469157	
ABHD4	NP_071343.2	NP_071343.2	NP_071343.2	NP_071343	0.011639926327076102		0.08802043837618026	0.006769046259434164	0.0028506000642039815	0.001395789124185226
ABHD5	NP_057090.2	NP_001342115.1	NP_001342115.1	NP_057090	0.0006931417081368334		0.0014668000601157014	0.0007933309812128306	0.024132317938333894	0.0006862871504530137
ABHD6	NP_001307055.1	NP_001307055.1	NP_001307055.1	NP_001307055	0.006076542129929247	0.0007998424563696572	0.0019467939728128056	0.008105614146577839	0.0016885267761889112	0.0024312862166921993
ABI1	NP_001012768.1|NP_001012770.1|NP_001012769.1	NP_001012768.1|NP_001012770.1|NP_001012769.1|NP_001334959.1	NP_001171590.1|NP_001171591.1|NP_001171592.1|NP_005461.2|NP_001334958.1|NP_001334961.1|NP_001334962.1|NP_001334963.1|NP_001171593.1|NP_001334960.1|NP_001171594.1|NP_001171595.1|NP_001171587.1|NP_001171596.1	NP_001012768	0.004922110238277657	0.001787357754759987	0.001144875627930517	0.0009859672224214174	0.01209056177904199	0.020379565506254048
ABI1	NP_001012768.1|NP_001012770.1|NP_001012769.1	NP_001171590.1|NP_001171591.1|NP_001171592.1|NP_005461.2|NP_001334958.1|NP_001334961.1|NP_001334962.1|NP_001334963.1|NP_001171593.1|NP_001334960.1|NP_001171594.1|NP_001171595.1|NP_001171587.1|NP_001171596.1	NP_001171590.1|NP_001171591.1|NP_001171592.1|NP_005461.2|NP_001334958.1|NP_001334961.1|NP_001334962.1|NP_001334963.1|NP_001171593.1|NP_001334960.1|NP_001171594.1|NP_001171595.1|NP_001171587.1|NP_001171596.1	NP_001012768	0.004922110238277657	0.001787357754759987	0.001144875627930517	0.0006327389260175413	0.01209056177904199	0.020379565506254048
ABI2	NP_001269854.1|NP_001269855.1|NP_005750.4	NP_001269854.1|NP_001269855.1|NP_005750.4|NP_001269856.1|NP_001269861.1	NP_001269854.1|NP_001269855.1|NP_005750.4|NP_001269856.1|NP_001269861.1	NP_005750	0.021337272793151403	0.0009139670398665881	0.0029088198231486872	0.0006234204592644671	0.014907234437311918	0.0023455684543303057
ABI3	NP_057512.1|NP_001128658.1	NP_057512.1|NP_001128658.1	NP_057512.1|NP_001128658.1	NP_057512	0.003094461890310226	0.0024141865024070604	0.04528437938466359	0.026570545182226273	0.05995244646108907	0.00111508666948586
ABI3BP	NP_056244.2	NP_001336259.1|NP_001336258.1|NP_001336261.1|NP_001336260.1|NP_056244.2	NP_001336258.1|NP_001336259.1	NP_056244	0.16823059538158902	0.0007998424563696572	0.02734974695145713	0.005056664760807789	0.0027912804421020313	0.0006967706342330997
ABI3BP	NP_056244.2	NP_001336259.1|NP_001336258.1|NP_001336261.1|NP_001336260.1|NP_056244.2	NP_001336261.1|NP_056244.2	NP_056244	0.16823059538158902	0.0007998424563696572	0.02734974695145713	0.005056664760807789	0.00157548199657035	0.0006967706342330997
