cancer_type	protein	Database_ID	adj_p	change
brca	AAR2	NP_001258803.1	0.6579200188369896	0.21944224113475172
brca	ABCE1	NP_001035809.1	0.9865771441037812	0.04220950354609927
brca	ABCF3	NP_060828.2	0.8883439808550495	0.12324521985815604
brca	ACE2	NP_068576.1	0.9634891506002227	-0.43362999999999907
brca	ACTB	NP_001092.1	0.988512831606172	-0.027390297872340652
brca	AGAP1	NP_001032208.1|NP_055729.2	0.990524017425116	-0.012605333333333298
brca	AGPS	NP_003650.1	0.9865771441037812	0.06342051063829778
brca	AHCYL1	NP_006612.2|NP_001229602.1	0.9576793047103344	-0.09548425531914892
brca	AKAP1	NP_003479.1	0.878253562791421	0.2992189219858157
brca	ALG2	NP_149078.1	0.9576245671121311	0.10172714893617027
brca	AMOTL2	NP_001265612.1|NP_057285.3|NP_001265614.1	0.878253562791421	-0.27105719148936175
brca	AP2B1	NP_001025177.1|NP_001273.1	0.9576245671121311	0.06784309219858142
brca	APP	NP_000475.1|NP_001191230.1|NP_001129602.1|NP_958817.1|NP_001129603.1|NP_001191232.1|NP_001129601.1	0.878253562791421	0.28746990070921996
brca	AR	NP_000035.2|NP_001011645.1	0.9865771441037812	-0.09694870921985799
brca	ARF6	NP_001654.1	0.878253562791421	-0.18715160283687937
brca	ARHGAP17	NP_060524.4	0.8882309426232513	-0.40006494878361076
brca	ARHGAP17	NP_001006635.1	0.990524017425116	-0.01449009929078024
brca	ARID2	NP_689854.2	0.5391543001177445	0.2621321985815603
brca	ARRDC1	NP_001304897.1|NP_689498.1	0.9634891506002227	0.0658150638297873
brca	ATG3	NP_071933.2|NP_001265641.1	0.990524017425116	-0.011900595744680876
brca	ATG7	NP_006386.1|NP_001129503.2|NP_001138384.1	0.9576793047103344	-0.07657764539007098
brca	ATP2A2	NP_733765.1	0.9865771441037812	0.06960476595744669
brca	ATP5A1	NP_004037.1|NP_001001935.1|NP_001244263.1	0.5391543001177445	-0.2845084539007089
brca	ATP5B	NP_001677.2	0.5209285948549651	-0.29928802836879437
brca	ATP5C1	NP_005165.1	0.5209285948549651	-0.3871849645390071
brca	ATP5C1	NP_001001973.1|NP_001307815.1	0.878253562791421	-0.32360051063829787
brca	ATP6AP2	NP_005756.2	0.9634891506002227	-0.10824981560283686
brca	ATP6V0A1	NP_001123493.1|NP_005168.2	0.9576793047103344	-0.11488170212765964
brca	ATP6V0A2	NP_036595.2	0.9634891506002227	0.08997756028368786
brca	ATP6V0A4	NP_570856.2	0.9906439517334498	-0.012139848484848559
brca	ATP6V0D1	NP_004682.2	0.8265655758588747	0.23476638297872335
brca	ATP6V1A	NP_001681.2	0.02145135704328304	-0.39365614184397163
brca	ATP6V1B1	NP_001683.2	0.878253562791421	0.4914965673758863
brca	ATP6V1C1	NP_001686.1	0.9865771441037812	-0.027181248226950346
brca	ATP6V1C2	NP_653184.2|NP_001034451.1	0.9973224024956742	0.0038393188854489724
brca	ATP6V1D	NP_057078.1	0.007968829099743346	-0.4563577304964539
