	gain_event	loss_event
TCGA-2V-A95S-01	True	True
TCGA-2Y-A9GS-01	False	True
TCGA-2Y-A9GT-01	False	False
TCGA-2Y-A9GU-01	False	True
TCGA-2Y-A9GV-01	False	False
TCGA-2Y-A9GW-01	True	True
TCGA-2Y-A9GX-01	True	True
TCGA-2Y-A9GY-01	True	True
TCGA-2Y-A9GZ-01	False	False
TCGA-2Y-A9H0-01	False	False
TCGA-2Y-A9H1-01	True	True
TCGA-2Y-A9H2-01	True	True
TCGA-2Y-A9H3-01	False	True
TCGA-2Y-A9H4-01	False	True
TCGA-2Y-A9H5-01	True	True
TCGA-2Y-A9H6-01	False	True
TCGA-2Y-A9H7-01	False	True
TCGA-2Y-A9H8-01	False	True
TCGA-2Y-A9H9-01	False	True
TCGA-2Y-A9HA-01	True	True
TCGA-2Y-A9HB-01	False	True
TCGA-3K-AAZ8-01	True	True
TCGA-4R-AA8I-01	False	False
TCGA-5C-A9VG-01	True	False
TCGA-5C-A9VH-01	True	True
TCGA-5C-AAPD-01	False	False
TCGA-5R-AA1C-01	True	True
TCGA-5R-AA1D-01	True	False
TCGA-5R-AAAM-01	True	True
TCGA-BC-4072-01	True	True
TCGA-BC-4073-01	False	False
TCGA-BC-A10Q-01	False	True
TCGA-BC-A10R-01	False	True
TCGA-BC-A10S-01	True	True
TCGA-BC-A10T-01	False	True
TCGA-BC-A10U-01	True	True
TCGA-BC-A10W-01	True	False
TCGA-BC-A10X-01	False	False
TCGA-BC-A10Y-01	False	False
TCGA-BC-A10Z-01	False	False
TCGA-BC-A110-01	False	False
TCGA-BC-A112-01	False	True
TCGA-BC-A216-01	False	True
TCGA-BC-A217-01	False	True
TCGA-BC-A3KF-01	True	True
TCGA-BC-A3KG-01	False	True
TCGA-BC-A5W4-01	False	False
TCGA-BC-A69H-01	True	True
TCGA-BC-A69I-01	False	True
TCGA-BC-A8YO-01	False	True
TCGA-BD-A2L6-01	False	False
TCGA-BD-A3EP-01	False	True
TCGA-BD-A3ER-01	True	False
TCGA-BW-A5NO-01	False	False
TCGA-BW-A5NP-01	True	True
TCGA-BW-A5NQ-01	True	False
TCGA-CC-5258-01	True	True
TCGA-CC-5260-01	False	False
TCGA-CC-5261-01	False	True
TCGA-CC-5262-01	False	True
TCGA-CC-5263-01	False	True
