	gain_event	loss_event
TCGA-2E-A9G8-01	True	True
TCGA-4E-A92E-01	False	False
TCGA-5B-A90C-01	True	True
TCGA-5S-A9Q8-01	False	False
TCGA-A5-A0G1-01	False	False
TCGA-A5-A0G2-01	False	False
TCGA-A5-A0G5-01	True	False
TCGA-A5-A0G9-01	False	False
TCGA-A5-A0GA-01	False	False
TCGA-A5-A0GB-01	False	False
TCGA-A5-A0GD-01	False	False
TCGA-A5-A0GE-01	True	False
TCGA-A5-A0GG-01	False	False
TCGA-A5-A0GH-01	False	False
TCGA-A5-A0GI-01	False	False
TCGA-A5-A0GJ-01	True	False
TCGA-A5-A0GM-01	False	False
TCGA-A5-A0GN-01	False	False
TCGA-A5-A0GP-01	False	False
TCGA-A5-A0GQ-01	False	False
TCGA-A5-A0GR-01	False	False
TCGA-A5-A0GU-01	False	False
TCGA-A5-A0GV-01	False	False
TCGA-A5-A0GW-01	True	False
TCGA-A5-A0GX-01	False	False
TCGA-A5-A0R6-01	False	False
TCGA-A5-A0R7-01	True	False
TCGA-A5-A0R8-01	False	False
TCGA-A5-A0R9-01	False	False
TCGA-A5-A0RA-01	False	False
TCGA-A5-A0VP-01	False	False
TCGA-A5-A0VQ-01	False	False
TCGA-A5-A1OF-01	False	False
TCGA-A5-A1OG-01	True	True
TCGA-A5-A1OH-01	True	True
TCGA-A5-A1OJ-01	True	False
TCGA-A5-A1OK-01	False	False
TCGA-A5-A2K2-01	False	False
TCGA-A5-A2K3-01	False	True
TCGA-A5-A2K4-01	True	True
TCGA-A5-A2K5-01	False	False
TCGA-A5-A2K7-01	False	False
TCGA-A5-A3LO-01	True	False
TCGA-A5-A3LP-01	True	False
TCGA-A5-A7WJ-01	False	False
TCGA-A5-A7WK-01	False	True
TCGA-A5-AB3J-01	False	False
TCGA-AJ-A23M-01	False	True
TCGA-AJ-A23N-01	False	True
TCGA-AJ-A23O-01	False	False
TCGA-AJ-A2QK-01	False	False
TCGA-AJ-A2QL-01	True	False
TCGA-AJ-A2QM-01	False	False
TCGA-AJ-A2QN-01	True	False
TCGA-AJ-A2QO-01	False	False
TCGA-AJ-A3BD-01	True	False
TCGA-AJ-A3BF-01	False	False
TCGA-AJ-A3BG-01	False	False
TCGA-AJ-A3BH-01	True	False
TCGA-AJ-A3BI-01	True	False
TCGA-AJ-A3BK-01	True	False
TCGA-AJ-A3EJ-01	True	False
TCGA-AJ-A3EK-01	False	False
