	gain_event	loss_event
TCGA-AF-2687-01	True	False
TCGA-AF-2689-01	True	True
TCGA-AF-2690-01	True	True
TCGA-AF-2691-01	True	True
TCGA-AF-2692-01	True	True
TCGA-AF-2693-01	False	True
TCGA-AF-3400-01	True	True
TCGA-AF-3911-01	True	True
TCGA-AF-3913-01	True	True
TCGA-AF-4110-01	False	False
TCGA-AF-5654-01	False	False
TCGA-AF-6136-01	False	True
TCGA-AF-6655-01	True	True
TCGA-AF-6672-01	True	True
TCGA-AF-A56K-01	False	False
TCGA-AF-A56L-01	True	True
TCGA-AF-A56N-01	False	False
TCGA-AG-3574-01	True	False
TCGA-AG-3575-01	False	False
TCGA-AG-3578-01	True	True
TCGA-AG-3580-01	False	False
TCGA-AG-3581-01	False	False
TCGA-AG-3582-01	True	True
TCGA-AG-3583-01	False	False
TCGA-AG-3584-01	True	True
TCGA-AG-3586-01	True	True
TCGA-AG-3587-01	True	True
TCGA-AG-3591-01	True	True
TCGA-AG-3592-01	True	True
TCGA-AG-3593-01	False	True
TCGA-AG-3594-01	False	True
TCGA-AG-3598-01	False	False
TCGA-AG-3599-01	False	False
TCGA-AG-3600-01	True	True
TCGA-AG-3601-01	True	True
TCGA-AG-3602-01	False	False
TCGA-AG-3605-01	True	True
TCGA-AG-3608-01	False	False
TCGA-AG-3609-01	False	False
TCGA-AG-3611-01	False	True
TCGA-AG-3612-01	True	False
TCGA-AG-3725-01	False	False
TCGA-AG-3726-01	True	True
TCGA-AG-3727-01	False	True
TCGA-AG-3728-01	False	True
TCGA-AG-3731-01	True	False
TCGA-AG-3732-01	True	True
TCGA-AG-3742-01	False	True
TCGA-AG-3878-01	False	False
TCGA-AG-3881-01	True	True
TCGA-AG-3882-01	False	False
TCGA-AG-3883-01	True	True
TCGA-AG-3885-01	False	False
TCGA-AG-3887-01	True	False
TCGA-AG-3890-01	True	True
TCGA-AG-3892-01	False	False
TCGA-AG-3893-01	False	True
TCGA-AG-3894-01	False	False
TCGA-AG-3896-01	True	True
TCGA-AG-3898-01	True	False
TCGA-AG-3901-01	False	False
TCGA-AG-3902-01	True	True
TCGA-AG-3909-01	False	True
TCGA-AG-3999-01	True	True
TCGA-AG-4001-01	False	True
TCGA-AG-4005-01	True	True
TCGA-AG-4007-01	True	True
TCGA-AG-4008-01	False	True
TCGA-AG-4015-01	True	True
TCGA-AG-4021-01	True	True
TCGA-AG-4022-01	True	False
TCGA-AG-A002-01	False	False
TCGA-AG-A008-01	False	False
TCGA-AG-A00C-01	False	False
TCGA-AG-A00H-01	True	True
TCGA-AG-A00Y-01	True	True
TCGA-AG-A011-01	True	False
TCGA-AG-A014-01	True	True
TCGA-AG-A015-01	False	False
TCGA-AG-A016-01	True	False
TCGA-AG-A01J-01	True	True
TCGA-AG-A01L-01	False	True
TCGA-AG-A01N-01	True	True
TCGA-AG-A01W-01	True	True
TCGA-AG-A01Y-01	True	True
TCGA-AG-A020-01	False	True
TCGA-AG-A023-01	True	True
TCGA-AG-A025-01	False	False
TCGA-AG-A026-01	True	True
TCGA-AG-A02G-01	False	True
TCGA-AG-A02N-01	True	False
TCGA-AG-A02X-01	False	True
TCGA-AG-A032-01	True	False
TCGA-AH-6544-01	True	False
TCGA-AH-6547-01	False	True
TCGA-AH-6643-01	True	False
TCGA-AH-6644-01	True	True
TCGA-AH-6897-01	False	False
TCGA-AH-6903-01	False	False
TCGA-BM-6198-01	True	True
TCGA-CI-6619-01	True	False
TCGA-CI-6620-01	False	False
TCGA-CI-6621-01	True	True
TCGA-CI-6622-01	False	False
TCGA-CI-6623-01	True	False
TCGA-CI-6624-01	True	True
TCGA-CL-4957-01	False	True
TCGA-CL-5917-01	True	True
TCGA-CL-5918-01	True	False
TCGA-DC-4745-01	False	True
TCGA-DC-4749-01	False	True
TCGA-DC-5337-01	False	False
TCGA-DC-5869-01	True	True
TCGA-DC-6154-01	True	False
TCGA-DC-6155-01	True	True
TCGA-DC-6156-01	True	True
TCGA-DC-6157-01	True	True
TCGA-DC-6158-01	True	True
TCGA-DC-6160-01	False	False
TCGA-DC-6681-01	False	False
TCGA-DC-6682-01	True	True
TCGA-DC-6683-01	True	True
TCGA-DT-5265-01	False	True
TCGA-DY-A0XA-01	True	True
TCGA-DY-A1DC-01	True	True
TCGA-DY-A1DD-01	True	False
TCGA-DY-A1DE-01	False	True
TCGA-DY-A1DF-01	True	False
TCGA-DY-A1DG-01	False	False
TCGA-DY-A1H8-01	True	False
TCGA-EF-5830-01	True	True
TCGA-EF-5831-01	False	True
TCGA-EI-6506-01	False	False
TCGA-EI-6507-01	False	False
TCGA-EI-6508-01	False	False
TCGA-EI-6509-01	True	False
TCGA-EI-6510-01	False	False
TCGA-EI-6511-01	True	False
TCGA-EI-6512-01	False	False
TCGA-EI-6513-01	True	True
TCGA-EI-6514-01	True	False
TCGA-EI-6881-01	False	False
TCGA-EI-6882-01	False	False
TCGA-EI-6883-01	True	True
TCGA-EI-6884-01	True	True
TCGA-EI-6885-01	True	False
TCGA-EI-6917-01	False	False
TCGA-EI-7002-01	False	True
TCGA-EI-7004-01	False	True
TCGA-F5-6464-01	True	True
TCGA-F5-6465-01	True	False
TCGA-F5-6571-01	False	True
TCGA-F5-6702-01	True	True
TCGA-F5-6810-01	True	True
TCGA-F5-6811-01	True	False
TCGA-F5-6812-01	False	False
TCGA-F5-6813-01	False	True
TCGA-F5-6814-01	False	False
TCGA-F5-6861-01	False	False
TCGA-F5-6863-01	True	True
TCGA-F5-6864-01	True	True
TCGA-G5-6233-01	True	True
TCGA-G5-6235-01	True	False
TCGA-G5-6572-01	True	False
TCGA-G5-6641-01	True	True
