	gain_event	loss_event
TCGA-2H-A9GF-01	False	False
TCGA-2H-A9GH-01	False	True
TCGA-2H-A9GI-01	False	False
TCGA-2H-A9GJ-01	False	False
TCGA-2H-A9GK-01	False	False
TCGA-2H-A9GL-01	False	True
TCGA-2H-A9GM-01	False	True
TCGA-2H-A9GN-01	True	False
TCGA-2H-A9GO-01	True	False
TCGA-2H-A9GQ-01	True	True
TCGA-2H-A9GR-01	False	False
TCGA-IC-A6RE-01	True	False
TCGA-IC-A6RF-01	False	False
TCGA-IG-A3I8-01	True	False
TCGA-IG-A3QL-01	True	False
TCGA-IG-A3Y9-01	False	True
TCGA-IG-A3YA-01	True	False
TCGA-IG-A3YB-01	True	True
TCGA-IG-A3YC-01	True	True
TCGA-IG-A4P3-01	False	False
TCGA-IG-A4QS-01	True	True
TCGA-IG-A4QT-01	False	False
TCGA-IG-A50L-01	False	True
TCGA-IG-A51D-01	True	False
TCGA-IG-A5B8-01	False	True
TCGA-IG-A5S3-01	False	True
TCGA-IG-A625-01	True	False
TCGA-IG-A6QS-01	False	True
TCGA-IG-A7DP-01	False	False
TCGA-IG-A8O2-01	True	False
TCGA-IG-A97H-01	True	True
TCGA-IG-A97I-01	False	False
TCGA-JY-A6F8-01	True	False
TCGA-JY-A6FA-01	False	True
TCGA-JY-A6FB-01	False	True
TCGA-JY-A6FD-01	True	False
TCGA-JY-A6FE-01	False	True
TCGA-JY-A6FG-01	False	False
TCGA-JY-A6FH-01	False	True
TCGA-JY-A938-01	False	True
TCGA-JY-A939-01	False	False
TCGA-JY-A93C-01	True	True
TCGA-JY-A93D-01	True	False
TCGA-JY-A93E-01	False	True
TCGA-JY-A93F-01	True	False
TCGA-KH-A6WC-01	False	False
TCGA-L5-A43C-01	False	False
TCGA-L5-A43E-01	True	False
TCGA-L5-A43H-01	True	False
TCGA-L5-A43I-01	True	False
TCGA-L5-A43J-01	True	True
TCGA-L5-A43M-01	False	False
TCGA-L5-A4OE-01	False	True
TCGA-L5-A4OF-01	False	True
TCGA-L5-A4OG-01	False	False
TCGA-L5-A4OH-01	False	True
TCGA-L5-A4OI-01	True	False
TCGA-L5-A4OJ-01	False	False
TCGA-L5-A4OM-01	True	False
TCGA-L5-A4ON-01	True	False
TCGA-L5-A4OO-01	True	True
TCGA-L5-A4OP-01	False	False
TCGA-L5-A4OQ-01	True	False
TCGA-L5-A4OR-01	True	False
TCGA-L5-A4OS-01	False	False
TCGA-L5-A4OT-01	True	False
TCGA-L5-A4OU-01	False	False
TCGA-L5-A4OW-01	True	False
TCGA-L5-A4OX-01	False	True
TCGA-L5-A88S-01	False	False
TCGA-L5-A88T-01	False	False
TCGA-L5-A88V-01	False	True
TCGA-L5-A88W-01	False	False
TCGA-L5-A88Y-01	True	False
TCGA-L5-A88Z-01	False	True
TCGA-L5-A891-01	True	True
TCGA-L5-A893-01	False	False
TCGA-L5-A8NE-01	False	False
TCGA-L5-A8NF-01	False	True
TCGA-L5-A8NG-01	True	False
TCGA-L5-A8NH-01	False	False
TCGA-L5-A8NI-01	False	False
TCGA-L5-A8NJ-01	False	False
TCGA-L5-A8NK-01	True	False
TCGA-L5-A8NL-01	False	False
TCGA-L5-A8NM-01	True	False
TCGA-L5-A8NN-01	True	True
TCGA-L5-A8NQ-01	True	False
TCGA-L5-A8NR-01	True	True
TCGA-L5-A8NS-01	True	True
TCGA-L5-A8NT-01	True	True
TCGA-L5-A8NU-01	False	False
TCGA-L5-A8NV-01	False	False
TCGA-L5-A8NW-01	False	False
TCGA-L7-A56G-01	True	True
TCGA-L7-A6VZ-01	True	False
TCGA-LN-A49K-01	True	False
TCGA-LN-A49L-01	False	True
TCGA-LN-A49M-01	False	True
TCGA-LN-A49N-01	True	True
TCGA-LN-A49O-01	True	False
TCGA-LN-A49P-01	True	False
TCGA-LN-A49R-01	True	False
TCGA-LN-A49S-01	True	True
TCGA-LN-A49U-01	True	False
TCGA-LN-A49V-01	True	False
TCGA-LN-A49W-01	True	True
TCGA-LN-A49X-01	True	False
TCGA-LN-A49Y-01	True	True
TCGA-LN-A4A1-01	True	True
TCGA-LN-A4A2-01	True	True
TCGA-LN-A4A3-01	True	False
TCGA-LN-A4A4-01	True	False
TCGA-LN-A4A5-01	False	True
TCGA-LN-A4A6-01	True	False
TCGA-LN-A4A8-01	False	False
TCGA-LN-A4A9-01	True	False
TCGA-LN-A4MQ-01	True	True
TCGA-LN-A4MR-01	False	True
TCGA-LN-A5U5-01	False	False
TCGA-LN-A5U6-01	True	True
TCGA-LN-A5U7-01	False	False
TCGA-LN-A7HV-01	False	False
TCGA-LN-A7HW-01	False	True
TCGA-LN-A7HX-01	False	False
TCGA-LN-A7HY-01	True	False
TCGA-LN-A7HZ-01	True	False
TCGA-LN-A8HZ-01	True	True
TCGA-LN-A8I0-01	False	False
TCGA-LN-A8I1-01	True	True
TCGA-LN-A9FO-01	True	False
TCGA-LN-A9FP-01	False	False
TCGA-LN-A9FQ-01	True	True
TCGA-LN-A9FR-01	True	True
TCGA-M9-A5M8-01	False	False
TCGA-Q9-A6FU-01	False	True
TCGA-Q9-A6FW-01	False	True
TCGA-R6-A6DN-01	False	True
TCGA-R6-A6DQ-01	True	False
TCGA-R6-A6KZ-01	True	False
TCGA-R6-A6L4-01	False	False
TCGA-R6-A6L6-01	False	False
TCGA-R6-A6XG-01	False	False
TCGA-R6-A6XQ-01	False	False
TCGA-R6-A6Y0-01	True	False
TCGA-R6-A6Y2-01	False	False
TCGA-R6-A8W5-01	True	False
TCGA-R6-A8W8-01	False	False
TCGA-R6-A8WC-01	False	True
TCGA-R6-A8WG-01	True	False
TCGA-RE-A7BO-01	True	False
TCGA-S8-A6BV-01	True	False
TCGA-S8-A6BW-01	False	True
TCGA-V5-A7RB-01	False	True
TCGA-V5-A7RC-01	False	True
TCGA-V5-A7RE-01	True	True
TCGA-V5-AASV-01	True	False
TCGA-V5-AASW-01	True	False
TCGA-V5-AASX-01	True	False
TCGA-VR-A8EO-01	False	False
TCGA-VR-A8EP-01	True	False
