Name	Database_ID	start_bp	end_bp	variable	value	cancer_type_total_patients	cancer
FAM20C	ENSG00000177706.8	192571.0	260772.0	gain	15	122	brca
FAM20C	ENSG00000177706.8	192571.0	260772.0	loss	16	122	brca
PDGFA	ENSG00000197461.12	497258.0	520296.0	gain	15	122	brca
PDGFA	ENSG00000197461.12	497258.0	520296.0	loss	16	122	brca
PRKAR1B	ENSG00000188191.13	549197.0	727650.0	gain	15	122	brca
PRKAR1B	ENSG00000188191.13	549197.0	727650.0	loss	16	122	brca
DNAAF5	ENSG00000164818.14	726699.0	786475.0	gain	15	122	brca
DNAAF5	ENSG00000164818.14	726699.0	786475.0	loss	16	122	brca
SUN1	ENSG00000164828.16	816615.0	896435.0	gain	15	122	brca
SUN1	ENSG00000164828.16	816615.0	896435.0	loss	16	122	brca
GET4	ENSG00000239857.5	876554.0	896436.0	gain	15	122	brca
GET4	ENSG00000239857.5	876554.0	896436.0	loss	16	122	brca
ADAP1	ENSG00000105963.12	897900.0	955407.0	gain	15	122	brca
ADAP1	ENSG00000105963.12	897900.0	955407.0	loss	16	122	brca
COX19	ENSG00000240230.4	898778.0	975549.0	gain	15	122	brca
COX19	ENSG00000240230.4	898778.0	975549.0	loss	16	122	brca
CYP2W1	ENSG00000073067.12	983181.0	989640.0	gain	15	122	brca
CYP2W1	ENSG00000073067.12	983181.0	989640.0	loss	16	122	brca
C7orf50	ENSG00000146540.13	996986.0	1138260.0	gain	15	122	brca
C7orf50	ENSG00000146540.13	996986.0	1138260.0	loss	15	122	brca
GPR146	ENSG00000164849.8	1044546.0	1059261.0	gain	15	122	brca
GPR146	ENSG00000164849.8	1044546.0	1059261.0	loss	16	122	brca
GPER1	ENSG00000164850.13	1082208.0	1093815.0	gain	15	122	brca
GPER1	ENSG00000164850.13	1082208.0	1093815.0	loss	15	122	brca
ZFAND2A	ENSG00000178381.10	1152071.0	1160759.0	gain	16	122	brca
ZFAND2A	ENSG00000178381.10	1152071.0	1160759.0	loss	14	122	brca
UNCX	ENSG00000164853.8	1232872.0	1237326.0	gain	15	122	brca
UNCX	ENSG00000164853.8	1232872.0	1237326.0	loss	15	122	brca
MICALL2	ENSG00000164877.17	1428465.0	1459470.0	gain	15	122	brca
MICALL2	ENSG00000164877.17	1428465.0	1459470.0	loss	15	122	brca
INTS1	ENSG00000164880.14	1470277.0	1504389.0	gain	15	122	brca
INTS1	ENSG00000164880.14	1470277.0	1504389.0	loss	15	122	brca
MAFK	ENSG00000198517.8	1530702.0	1543043.0	gain	15	122	brca
MAFK	ENSG00000198517.8	1530702.0	1543043.0	loss	15	122	brca
TMEM184A	ENSG00000164855.14	1542235.0	1560821.0	gain	15	122	brca
TMEM184A	ENSG00000164855.14	1542235.0	1560821.0	loss	15	122	brca
PSMG3	ENSG00000157778.7	1567332.0	1571005.0	gain	15	122	brca
PSMG3	ENSG00000157778.7	1567332.0	1571005.0	loss	15	122	brca
ELFN1	ENSG00000225968.6	1688119.0	1747954.0	gain	13	122	brca
ELFN1	ENSG00000225968.6	1688119.0	1747954.0	loss	15	122	brca
MAD1L1	ENSG00000002822.14	1815793.0	2233243.0	gain	12	122	brca
MAD1L1	ENSG00000002822.14	1815793.0	2233243.0	loss	16	122	brca
NUDT1	ENSG00000106268.14	2242222.0	2251146.0	gain	12	122	brca
NUDT1	ENSG00000106268.14	2242222.0	2251146.0	loss	16	122	brca
SNX8	ENSG00000106266.7	2251770.0	2354318.0	gain	12	122	brca
SNX8	ENSG00000106266.7	2251770.0	2354318.0	loss	16	122	brca
EIF3B	ENSG00000106263.16	2354086.0	2380745.0	gain	12	122	brca
EIF3B	ENSG00000106263.16	2354086.0	2380745.0	loss	16	122	brca
CHST12	ENSG00000136213.9	2403588.0	2448484.0	gain	12	122	brca
CHST12	ENSG00000136213.9	2403588.0	2448484.0	loss	15	122	brca
GRIFIN	ENSG00000275572.1	2474844.0	2476894.0	gain	12	122	brca
GRIFIN	ENSG00000275572.1	2474844.0	2476894.0	loss	16	122	brca
LFNG	ENSG00000106003.11	2512529.0	2529177.0	gain	12	122	brca
LFNG	ENSG00000106003.11	2512529.0	2529177.0	loss	16	122	brca
BRAT1	ENSG00000106009.14	2537810.0	2555694.0	gain	12	122	brca
BRAT1	ENSG00000106009.14	2537810.0	2555694.0	loss	16	122	brca
